accX,accY,accZ,gyroX,gyroY,gyroZ
-0.13,-4.41,2.01,-0.01,0.03,-0.0
-0.1,-4.39,2.03,-0.01,0.03,-0.0
-0.15,-4.42,2.01,-0.01,0.03,-0.0
-0.15,-4.42,1.97,-0.01,0.04,-0.0
-0.11,-4.54,1.99,-0.01,0.04,-0.0
-0.13,-4.42,2.07,-0.01,0.04,-0.0
-0.06,-4.41,1.99,-0.01,0.04,-0.0
-0.11,-4.41,1.97,-0.01,0.04,0.0
-0.13,-4.35,2.07,-0.01,0.04,-0.0
-0.17,-4.39,2.03,-0.01,0.04,0.0
-0.06,-4.42,2.01,-0.01,0.04,0.0
-0.19,-4.39,2.05,-0.0,0.04,0.0
-0.19,-4.42,2.03,-0.0,0.04,-0.0
-0.1,-4.41,1.97,-0.0,0.04,-0.0
-0.15,-4.44,1.99,-0.01,0.04,-0.0
-0.15,-4.39,2.03,-0.01,0.04,-0.0
-0.13,-4.46,2.05,-0.01,0.04,-0.0
-0.13,-4.41,2.11,-0.01,0.04,-0.0
-0.15,-4.44,2.07,-0.01,0.04,-0.0
-0.21,-4.37,1.99,-0.01,0.04,-0.0
-0.13,-4.42,2.03,-0.01,0.04,-0.0
-0.13,-4.44,2.05,-0.01,0.04,-0.0
-0.13,-4.42,2.05,-0.01,0.04,-0.0
-0.15,-4.41,2.03,-0.01,0.03,-0.0
-0.17,-4.44,2.05,-0.01,0.03,-0.0
-0.06,-4.48,2.01,-0.01,0.03,-0.0
-0.15,-4.35,2.05,-0.01,0.03,-0.0
-0.17,-4.37,2.07,-0.01,0.03,-0.0
-0.13,-4.46,2.07,-0.01,0.03,-0.0
-0.13,-4.41,2.03,-0.01,0.03,-0.0
-0.15,-4.39,1.95,-0.01,0.03,-0.0
-0.15,-4.41,1.95,-0.01,0.03,-0.0
-0.11,-4.37,2.05,-0.01,0.03,0.0
-0.13,-4.37,2.01,-0.01,0.03,0.0
-0.11,-4.37,2.05,-0.01,0.03,0.0
-0.15,-4.48,2.03,-0.01,0.03,-0.0
-0.08,-4.5,1.99,-0.01,0.04,0.0
-0.13,-4.41,1.99,-0.01,0.04,-0.0
-0.19,-4.41,2.03,-0.01,0.04,-0.0
-0.15,-4.39,1.99,-0.0,0.04,-0.0
-0.15,-4.39,2.03,-0.0,0.04,-0.0
-0.19,-4.37,1.99,-0.0,0.04,-0.0
-0.13,-4.39,2.07,-0.0,0.04,-0.0
-0.15,-4.31,2.05,-0.01,0.04,-0.0
-0.15,-4.41,2.05,-0.01,0.04,-0.0
-0.13,-4.37,2.07,-0.01,0.04,-0.0
-0.11,-4.39,2.05,-0.01,0.04,-0.0
-0.17,-4.48,1.93,-0.01,0.03,-0.0
-0.17,-4.44,2.03,-0.01,0.03,-0.0
-0.17,-4.37,1.99,-0.01,0.03,-0.0
-0.06,-4.41,2.05,-0.01,0.03,-0.0
-0.15,-4.42,2.03,-0.01,0.03,-0.0
-0.13,-4.41,2.03,-0.01,0.03,-0.0
-0.19,-4.41,2.03,-0.01,0.03,-0.0
-0.21,-4.39,2.01,-0.01,0.03,-0.0
-0.11,-4.41,2.03,-0.01,0.03,-0.0
-0.11,-4.46,2.05,-0.01,0.03,-0.0
-0.15,-4.39,2.01,-0.01,0.03,-0.0
-0.13,-4.37,2.03,-0.01,0.03,-0.0
-0.17,-4.37,2.03,-0.01,0.04,-0.0
-0.15,-4.37,1.97,-0.01,0.04,-0.0
-0.15,-4.44,2.05,-0.01,0.04,-0.0
-0.13,-4.37,1.99,-0.01,0.03,-0.0
-0.15,-4.41,1.99,-0.01,0.03,0.0
-0.15,-4.44,1.97,-0.01,0.03,-0.0
-0.06,-4.44,1.99,-0.01,0.03,-0.0
-0.17,-4.41,2.05,-0.01,0.03,-0.0
-0.13,-4.44,1.95,-0.01,0.03,-0.0
-0.15,-4.44,2.05,-0.01,0.03,-0.0
-0.11,-4.46,2.16,-0.01,0.03,-0.0
-0.15,-4.37,1.99,-0.01,0.03,-0.0
-0.15,-4.42,2.05,-0.01,0.03,-0.0
-0.19,-4.39,2.01,-0.01,0.04,0.0
-0.1,-4.35,2.03,-0.01,0.03,-0.0
-0.19,-4.35,2.05,-0.01,0.04,0.0
-0.15,-4.48,1.99,-0.01,0.03,0.0
-0.1,-4.41,1.97,-0.01,0.03,-0.0
-0.15,-4.41,1.99,-0.01,0.03,-0.0
-0.21,-4.42,2.01,-0.01,0.03,-0.0
-0.08,-4.54,2.15,-0.01,0.03,-0.0
-0.08,-4.39,2.05,-0.01,0.03,-0.0
-0.04,-4.44,2.01,-0.01,0.04,0.0
-0.15,-4.39,1.97,-0.01,0.04,0.0
-0.06,-4.37,1.97,-0.01,0.04,-0.0
-0.1,-4.41,2.01,-0.0,0.03,-0.01
-0.11,-4.44,2.03,-0.01,0.03,-0.0
-0.08,-4.41,2.07,-0.01,0.03,0.0
-0.04,-4.37,1.97,-0.01,0.03,0.0
-0.08,-4.44,2.01,-0.01,0.03,0.0
-0.23,-4.29,2.01,-0.01,0.04,-0.0
-0.08,-4.54,2.11,-0.02,0.04,0.0
-0.17,-4.35,2.01,-0.01,0.04,0.0
-0.04,-4.41,2.01,-0.02,0.04,0.0
-0.02,-4.5,1.93,-0.02,0.03,0.0
-0.1,-4.44,1.92,-0.01,0.04,0.0
-0.1,-4.44,1.93,-0.01,0.04,0.0
-0.13,-4.44,1.99,-0.01,0.04,0.0
-0.13,-4.42,1.97,-0.01,0.04,0.0
-0.1,-4.37,1.99,-0.0,0.04,0.0
