accX,accY,accZ,gyroX,gyroY,gyroZ
-0.54,-4.5,0.27,-0.1,-0.05,0.08
-0.54,-4.52,0.19,-0.1,-0.06,0.08
-0.54,-4.5,0.15,-0.1,-0.06,0.07
-0.48,-4.48,0.04,-0.1,-0.06,0.07
-0.4,-4.35,0.04,-0.11,-0.06,0.06
-0.29,-4.48,0.0,-0.11,-0.06,0.05
-0.33,-4.31,0.02,-0.11,-0.06,0.04
-0.34,-4.31,0.02,-0.12,-0.06,0.04
-0.33,-4.23,0.11,-0.12,-0.05,0.03
-0.23,-4.18,0.23,-0.11,-0.06,0.02
-0.33,-4.02,0.23,-0.11,-0.06,0.02
-0.25,-4.12,0.13,-0.12,-0.06,0.01
-0.29,-4.16,0.11,-0.13,-0.06,0.01
-0.33,-4.04,0.11,-0.14,-0.06,0.01
-0.31,-4.16,0.27,-0.15,-0.06,0.01
-0.25,-4.21,0.06,-0.16,-0.06,0.01
-0.25,-4.21,0.02,-0.18,-0.05,0.01
-0.25,-4.27,0.08,-0.19,-0.05,0.0
-0.23,-4.27,0.08,-0.2,-0.04,0.0
-0.15,-4.33,0.0,-0.21,-0.04,-0.01
-0.13,-4.42,0.0,-0.22,-0.03,-0.01
-0.11,-4.48,-0.02,-0.23,-0.02,-0.02
-0.17,-4.48,0.0,-0.24,-0.01,-0.03
-0.1,-4.6,-0.11,-0.24,0.0,-0.03
0.0,-4.64,0.04,-0.25,0.01,-0.04
-0.06,-4.65,-0.21,-0.25,0.01,-0.05
-0.06,-4.67,0.0,-0.25,0.02,-0.05
-0.04,-4.71,0.0,-0.25,0.01,-0.05
-0.1,-4.71,0.02,-0.25,0.01,-0.05
-0.02,-4.85,0.02,-0.25,0.01,-0.05
-0.13,-4.88,0.04,-0.25,0.01,-0.05
-0.17,-4.96,0.0,-0.24,0.01,-0.05
-0.19,-5.09,0.0,-0.23,0.01,-0.05
-0.27,-5.09,0.04,-0.23,0.02,-0.05
-0.27,-5.23,0.04,-0.22,0.02,-0.06
-0.25,-5.32,0.08,-0.21,0.03,-0.06
-0.25,-5.36,0.19,-0.2,0.03,-0.06
-0.38,-5.29,0.17,-0.18,0.03,-0.07
-0.34,-5.32,0.27,-0.17,0.02,-0.06
-0.38,-5.32,0.23,-0.15,0.01,-0.06
-0.33,-5.34,0.33,-0.14,0.01,-0.06
-0.27,-5.4,0.38,-0.13,0.0,-0.06
-0.29,-5.38,0.46,-0.13,-0.0,-0.05
-0.25,-5.34,0.63,-0.13,-0.01,-0.05
-0.21,-5.36,0.73,-0.12,-0.01,-0.04
-0.17,-5.31,0.77,-0.11,-0.01,-0.04
-0.17,-5.23,0.9,-0.1,-0.01,-0.04
-0.15,-5.32,0.82,-0.1,-0.01,-0.03
-0.15,-5.25,0.94,-0.09,-0.0,-0.03
-0.21,-5.25,1.0,-0.09,0.0,-0.03
-0.29,-5.23,1.0,-0.09,0.01,-0.03
-0.23,-5.21,1.0,-0.08,0.02,-0.03
-0.23,-5.25,0.94,-0.08,0.03,-0.03
-0.38,-5.17,0.84,-0.08,0.04,-0.03
-0.31,-5.21,0.9,-0.09,0.05,-0.03
-0.23,-5.13,0.82,-0.09,0.07,-0.02
-0.21,-5.21,0.8,-0.09,0.09,-0.02
-0.1,-5.06,0.82,-0.09,0.11,-0.02
-0.23,-5.25,0.96,-0.09,0.12,-0.02
-0.23,-5.17,1.02,-0.09,0.13,-0.02
-0.27,-5.11,1.03,-0.08,0.13,-0.02
-0.17,-5.13,1.13,-0.06,0.13,-0.02
-0.23,-5.09,1.19,-0.05,0.13,-0.03
-0.29,-5.06,1.21,-0.03,0.13,-0.03
-0.5,-4.98,1.19,-0.03,0.12,-0.04
-0.65,-4.96,1.0,-0.04,0.11,-0.04
-0.92,-5.09,0.71,-0.06,0.09,-0.03
-1.03,-5.19,0.34,-0.1,0.06,-0.03
-1.09,-5.34,-0.1,-0.14,0.04,-0.02
-1.23,-5.44,-0.56,-0.21,0.01,-0.02
-1.23,-5.65,-0.98,-0.29,-0.02,-0.0
-1.13,-5.92,-1.26,-0.37,-0.05,0.01
-0.8,-6.21,-1.24,-0.44,-0.08,0.01
-0.52,-6.3,-1.17,-0.49,-0.11,0.02
-0.36,-6.36,-1.0,-0.48,-0.12,0.01
-0.57,-6.19,-0.82,-0.41,-0.12,0.01
-1.11,-5.9,-0.88,-0.31,-0.13,0.02
-1.69,-5.38,-1.26,-0.2,-0.15,0.03
-1.95,-4.98,-1.46,-0.12,-0.18,0.06
-1.97,-4.56,-1.93,-0.09,-0.23,0.09
-1.88,-4.1,-2.39,-0.11,-0.28,0.12
-1.42,-3.87,-2.91,-0.18,-0.31,0.14
-0.86,-3.87,-3.16,-0.27,-0.32,0.16
-0.36,-3.93,-3.33,-0.37,-0.31,0.17
0.08,-4.16,-3.31,-0.45,-0.27,0.18
0.36,-4.58,-3.12,-0.51,-0.21,0.18
0.59,-4.83,-2.59,-0.52,-0.16,0.18
0.88,-5.23,-1.95,-0.5,-0.13,0.17
1.05,-5.38,-1.74,-0.45,-0.12,0.16
1.23,-5.42,-1.26,-0.38,-0.13,0.14
1.38,-5.55,-0.88,-0.31,-0.13,0.12
1.4,-5.36,-0.67,-0.24,-0.13,0.1
1.44,-5.27,-0.34,-0.17,-0.11,0.08
1.4,-5.11,-0.31,-0.11,-0.08,0.06
1.3,-4.98,-0.11,-0.06,-0.04,0.04
1.21,-4.83,-0.21,-0.03,0.01,0.0
0.94,-4.64,-0.33,-0.01,0.06,-0.02
0.82,-4.42,-0.48,-0.02,0.11,-0.05
0.56,-4.33,-0.73,-0.04,0.15,-0.07
0.44,-4.31,-0.86,-0.08,0.17,-0.1
0.25,-4.12,-1.05,-0.13,0.19,-0.12
0.02,-4.04,-1.09,-0.18,0.19,-0.14
-0.25,-4.08,-1.17,-0.22,0.19,-0.16
-0.36,-4.08,-1.15,-0.24,0.18,-0.19
-0.67,-4.04,-1.05,-0.25,0.16,-0.22
-0.94,-4.0,-0.98,-0.26,0.16,-0.24
-1.11,-3.95,-0.82,-0.26,0.15,-0.27
-1.23,-4.08,-0.75,-0.25,0.15,-0.28
-1.4,-4.02,-0.63,-0.23,0.14,-0.3
-1.49,-4.14,-0.57,-0.22,0.14,-0.3
-1.51,-4.14,-0.44,-0.2,0.13,-0.31
-1.51,-4.33,-0.15,-0.18,0.11,-0.31
-1.34,-4.35,-0.21,-0.16,0.09,-0.31
-1.21,-4.27,-0.19,-0.13,0.07,-0.31
-0.86,-4.31,-0.23,-0.11,0.04,-0.3
-0.36,-4.31,-0.29,-0.09,0.01,-0.29
-0.04,-4.23,-0.29,-0.08,-0.02,-0.28
0.31,-4.18,-0.38,-0.08,-0.04,-0.28
0.65,-4.18,-0.4,-0.07,-0.05,-0.27
0.82,-4.19,-0.46,-0.06,-0.06,-0.25
1.19,-4.12,-0.52,-0.04,-0.06,-0.25
1.36,-4.02,-0.52,-0.02,-0.06,-0.24
1.63,-4.0,-0.54,0.02,-0.05,-0.24
1.67,-3.87,-0.54,0.05,-0.04,-0.24
1.7,-3.81,-0.59,0.08,-0.02,-0.23
1.69,-3.79,-0.59,0.1,0.02,-0.23
1.57,-3.77,-0.54,0.11,0.06,-0.23
1.51,-3.79,-0.56,0.1,0.1,-0.24
1.38,-3.77,-0.54,0.09,0.15,-0.24
1.26,-3.83,-0.42,0.07,0.19,-0.24
1.09,-3.89,-0.34,0.05,0.23,-0.25
1.03,-3.98,-0.31,0.04,0.26,-0.26
0.8,-3.95,-0.34,0.04,0.28,-0.26
0.54,-3.95,-0.48,0.04,0.29,-0.25
0.38,-3.85,-0.33,0.03,0.29,-0.25
0.19,-3.87,-0.29,0.03,0.28,-0.25
0.1,-3.73,-0.38,0.04,0.28,-0.24
0.0,-3.68,-0.4,0.04,0.27,-0.23
-0.06,-3.66,-0.46,0.05,0.26,-0.22
-0.1,-3.52,-0.42,0.05,0.25,-0.21
-0.15,-3.47,-0.48,0.05,0.24,-0.19
-0.17,-3.52,-0.46,0.04,0.23,-0.18
-0.13,-3.45,-0.44,0.03,0.22,-0.17
-0.08,-3.47,-0.5,0.01,0.21,-0.16
-0.19,-3.45,-0.46,-0.01,0.2,-0.15
-0.11,-3.58,-0.42,-0.02,0.19,-0.14
-0.04,-3.72,-0.36,-0.04,0.18,-0.12
-0.06,-3.83,-0.33,-0.05,0.16,-0.11
-0.06,-4.06,-0.17,-0.05,0.15,-0.1
0.04,-4.27,-0.17,-0.05,0.13,-0.08
0.15,-4.52,-0.15,-0.05,0.11,-0.07
0.13,-4.69,-0.21,-0.04,0.09,-0.05
0.38,-4.96,-0.27,-0.04,0.08,-0.03
0.44,-5.15,-0.46,-0.06,0.06,-0.01
0.34,-5.29,-0.57,-0.08,0.05,-0.0
0.69,-5.57,-0.8,-0.11,0.04,0.02
0.65,-5.84,-0.77,-0.14,0.03,0.03
0.73,-6.05,-0.65,-0.17,0.03,0.03
0.8,-6.34,-0.61,-0.18,0.03,0.03
0.79,-6.42,-0.54,-0.17,0.02,0.03
0.77,-6.57,-0.46,-0.14,0.03,0.03
0.77,-6.65,-0.34,-0.1,0.03,0.04
0.79,-6.7,-0.25,-0.05,0.04,0.04
0.94,-6.84,-0.21,-0.0,0.05,0.05
0.88,-6.68,-0.08,0.02,0.06,0.04
0.86,-6.76,0.0,0.03,0.08,0.03
0.86,-6.59,0.15,0.04,0.1,0.02
0.71,-6.55,0.27,0.04,0.11,0.01
0.67,-6.44,0.34,0.03,0.1,-0.0
0.57,-6.34,0.48,0.02,0.1,-0.02
0.57,-6.24,0.52,0.02,0.1,-0.03
0.52,-6.15,0.61,0.03,0.1,-0.04
0.5,-6.03,0.44,0.04,0.12,-0.04
0.38,-5.75,0.44,0.05,0.14,-0.05
0.44,-5.63,0.4,0.06,0.15,-0.06
0.48,-5.38,0.44,0.05,0.16,-0.07
0.36,-5.17,0.63,0.04,0.16,-0.08
0.44,-5.04,0.73,0.03,0.16,-0.1
0.33,-4.85,0.77,0.02,0.15,-0.11
0.23,-4.69,0.82,0.01,0.13,-0.12
0.15,-4.42,0.88,0.01,0.12,-0.13
0.1,-4.18,0.8,0.02,0.1,-0.13
0.19,-3.77,0.65,0.02,0.08,-0.14
0.29,-3.47,0.61,0.02,0.06,-0.15
0.31,-3.03,0.42,0.01,0.04,-0.15
0.38,-2.53,0.21,0.01,0.02,-0.16
0.52,-1.93,0.02,-0.0,0.01,-0.16
0.69,-1.26,-0.77,-0.01,0.02,-0.17
0.94,-0.57,-1.51,-0.01,0.04,-0.17
1.28,0.0,-2.2,-0.03,0.09,-0.16
1.51,0.25,-2.43,-0.06,0.15,-0.16
1.84,0.23,-2.64,-0.12,0.19,-0.16
1.61,-0.27,-2.38,-0.21,0.2,-0.17
1.26,-1.13,-1.59,-0.33,0.13,-0.16
1.11,-2.18,-0.94,-0.44,0.01,-0.11
1.32,-3.03,-0.33,-0.52,-0.12,-0.06
1.8,-3.98,0.25,-0.53,-0.18,-0.02
2.36,-4.92,1.0,-0.45,-0.14,-0.01
2.49,-5.59,1.0,-0.27,-0.02,0.0
2.57,-5.98,0.59,-0.03,0.14,0.01
2.43,-6.17,-0.04,0.19,0.29,0.0
2.07,-6.26,-1.13,0.34,0.38,-0.01
1.67,-6.38,-2.09,0.4,0.41,-0.02
1.3,-6.42,-3.1,0.35,0.38,-0.03
1.07,-6.53,-3.73,0.22,0.34,-0.01
0.9,-6.65,-4.0,0.06,0.29,0.0
0.79,-6.93,-3.95,-0.09,0.26,0.02
0.9,-7.41,-3.54,-0.2,0.25,0.04
0.9,-7.85,-3.08,-0.23,0.27,0.06
0.79,-8.12,-2.51,-0.18,0.31,0.07
0.61,-8.26,-2.22,-0.09,0.36,0.09
0.48,-8.29,-1.8,0.02,0.41,0.12
0.36,-8.27,-1.63,0.11,0.44,0.16
0.21,-8.14,-1.42,0.16,0.44,0.21
0.23,-8.16,-1.46,0.16,0.42,0.26
0.19,-8.12,-1.44,0.11,0.39,0.32
0.0,-8.37,-1.34,0.03,0.33,0.37
-0.15,-8.64,-1.36,-0.08,0.26,0.43
