accX,accY,accZ,gyroX,gyroY,gyroZ
0.25,-4.58,1.28,0.01,0.03,0.0
0.21,-4.64,1.23,0.01,0.03,-0.0
0.17,-4.6,1.28,0.0,0.03,-0.0
0.21,-4.56,1.21,0.0,0.03,-0.0
0.17,-4.62,1.28,-0.0,0.03,-0.0
0.23,-4.62,1.26,-0.0,0.03,-0.0
0.17,-4.6,1.21,-0.01,0.03,-0.0
0.17,-4.67,1.32,-0.01,0.03,-0.0
0.17,-4.65,1.24,-0.01,0.03,-0.0
0.19,-4.65,1.28,-0.01,0.03,-0.0
0.19,-4.69,1.23,-0.01,0.03,-0.0
0.25,-4.67,1.26,-0.01,0.03,-0.0
0.21,-4.62,1.26,-0.0,0.03,-0.0
0.11,-4.6,1.26,-0.0,0.03,-0.0
0.19,-4.6,1.28,-0.0,0.04,-0.0
0.17,-4.67,1.21,-0.0,0.04,-0.0
0.19,-4.64,1.23,-0.0,0.04,-0.0
0.25,-4.64,1.28,0.0,0.04,-0.0
0.21,-4.62,1.28,0.0,0.03,0.0
0.19,-4.62,1.28,0.0,0.03,0.0
0.19,-4.62,1.23,0.0,0.03,0.0
0.17,-4.62,1.26,0.0,0.03,-0.0
0.13,-4.52,1.26,0.0,0.03,-0.0
0.15,-4.54,1.21,-0.0,0.03,-0.0
0.17,-4.81,1.28,-0.0,0.03,-0.0
0.17,-4.64,1.44,-0.0,0.03,-0.0
0.15,-4.71,1.19,-0.0,0.03,0.0
0.1,-4.75,1.21,-0.0,0.03,0.0
0.21,-4.6,1.11,-0.0,0.03,0.0
0.19,-4.62,1.17,-0.0,0.03,0.0
0.11,-4.71,1.24,0.0,0.03,0.0
0.27,-4.48,1.3,0.0,0.03,-0.0
0.11,-4.77,1.09,0.0,0.03,-0.0
0.34,-4.52,1.47,0.0,0.03,-0.0
0.17,-4.77,1.03,0.0,0.03,-0.0
0.06,-4.62,1.3,0.0,0.03,-0.0
0.23,-4.62,1.24,0.0,0.03,-0.0
0.29,-4.64,1.3,-0.0,0.03,-0.0
0.65,-4.48,1.03,-0.0,0.03,-0.0
0.21,-4.56,1.28,-0.0,0.03,-0.0
0.13,-4.58,1.19,-0.01,0.03,-0.0
0.21,-4.62,1.24,-0.01,0.03,-0.0
0.21,-4.65,1.26,-0.01,0.03,-0.0
0.13,-4.54,1.28,-0.01,0.03,-0.0
0.21,-4.65,1.23,-0.01,0.03,-0.0
0.21,-4.6,1.19,-0.01,0.03,-0.0
0.19,-4.64,1.21,-0.01,0.03,-0.0
0.19,-4.69,1.28,-0.01,0.03,-0.0
0.27,-4.64,1.34,-0.01,0.03,0.0
0.21,-4.69,1.23,-0.01,0.03,-0.0
0.19,-4.64,1.28,-0.01,0.03,-0.0
0.15,-4.64,1.23,-0.01,0.03,-0.0
0.27,-4.67,1.24,-0.0,0.03,-0.0
0.19,-4.67,1.24,-0.0,0.03,-0.0
0.19,-4.64,1.23,-0.0,0.02,-0.0
0.15,-4.6,1.19,-0.0,0.02,-0.0
0.17,-4.67,1.13,-0.0,0.02,-0.0
0.19,-4.62,1.19,-0.0,0.02,-0.0
0.21,-4.64,1.24,-0.0,0.03,-0.0
0.19,-4.62,1.28,0.0,0.03,-0.0
0.15,-4.64,1.23,0.0,0.03,-0.0
0.17,-4.6,1.24,-0.0,0.03,-0.0
0.19,-4.65,1.19,-0.0,0.03,-0.0
0.19,-4.64,1.34,-0.0,0.02,-0.0
0.25,-4.62,1.24,-0.01,0.02,-0.0
0.19,-4.62,1.32,-0.01,0.03,-0.0
0.19,-4.64,1.28,-0.01,0.02,0.0
0.21,-4.69,1.3,-0.01,0.02,-0.0
0.25,-4.69,1.3,-0.01,0.02,0.0
0.25,-4.65,1.28,-0.01,0.02,0.0
0.17,-4.6,1.3,-0.01,0.02,0.0
0.36,-4.64,1.3,-0.01,0.02,0.0
0.27,-4.6,1.24,-0.01,0.02,0.0
0.06,-4.6,1.24,-0.01,0.02,-0.0
0.15,-4.58,1.24,-0.01,0.02,0.0
0.13,-4.58,1.3,-0.01,0.02,0.0
0.19,-4.65,1.24,-0.01,0.02,0.0
0.23,-4.6,1.19,-0.01,0.03,0.0
0.19,-4.58,1.3,-0.01,0.03,0.0
0.21,-4.6,1.3,-0.01,0.02,-0.0
0.23,-4.56,1.23,-0.01,0.02,-0.0
0.21,-4.6,1.26,-0.02,0.02,-0.0
0.21,-4.64,1.26,-0.02,0.03,-0.0
0.17,-4.62,1.3,-0.02,0.03,0.0
0.06,-4.65,1.32,-0.03,0.03,0.0
0.06,-4.69,1.26,-0.03,0.03,0.0
0.06,-4.69,1.28,-0.02,0.03,0.01
0.11,-4.69,1.28,-0.02,0.02,0.01
0.19,-4.65,1.34,-0.01,0.02,0.01
0.25,-4.62,1.3,-0.01,0.01,0.01
0.27,-4.69,1.3,-0.01,0.01,0.01
0.29,-4.52,1.21,-0.0,0.02,0.0
0.29,-4.56,1.26,-0.01,0.02,0.0
0.25,-4.58,1.3,-0.01,0.02,0.0
0.29,-4.54,1.32,-0.01,0.02,0.0
0.27,-4.6,1.3,-0.02,0.03,-0.0
0.29,-4.58,1.24,-0.02,0.03,-0.0
0.19,-4.56,1.23,-0.02,0.03,-0.0
0.23,-4.64,1.28,-0.02,0.03,-0.0
0.23,-4.62,1.24,-0.03,0.04,-0.0
0.23,-4.64,1.23,-0.03,0.04,-0.0
0.23,-4.64,1.23,-0.03,0.03,-0.0
0.17,-4.69,1.26,-0.02,0.03,-0.0
0.21,-4.64,1.23,-0.02,0.03,-0.0
0.25,-4.62,1.26,-0.02,0.03,0.0
0.23,-4.65,1.23,-0.02,0.03,-0.0
0.25,-4.62,1.24,-0.02,0.03,0.0
