accX,accY,accZ,gyroX,gyroY,gyroZ
-0.21,-0.21,4.56,0.01,0.02,0.0
-0.17,-0.29,4.56,0.0,0.02,-0.0
-0.21,-0.33,4.6,-0.01,0.02,-0.0
-0.17,-0.31,4.56,-0.02,0.02,-0.0
-0.21,-0.59,4.73,-0.04,0.03,-0.0
-0.1,-0.54,4.62,-0.04,0.03,-0.0
-0.15,-0.61,4.6,-0.05,0.04,0.0
-0.19,-0.67,4.6,-0.05,0.04,-0.0
-0.19,-0.71,4.52,-0.04,0.04,0.0
-0.19,-0.75,4.44,-0.03,0.04,0.0
-0.19,-0.69,4.44,-0.02,0.04,0.01
-0.17,-0.61,4.39,-0.02,0.04,0.0
-0.17,-0.61,4.41,-0.01,0.03,0.0
-0.13,-0.57,4.44,-0.01,0.03,0.0
-0.15,-0.54,4.5,-0.0,0.03,0.0
-0.21,-0.48,4.52,-0.01,0.03,0.0
-0.23,-0.38,4.56,-0.01,0.03,0.0
-0.25,-0.4,4.56,-0.01,0.03,0.0
-0.21,-0.42,4.6,-0.01,0.03,0.0
-0.23,-0.34,4.64,-0.02,0.02,0.0
-0.21,-0.38,4.65,-0.02,0.02,0.0
-0.1,-0.33,4.6,-0.02,0.02,0.0
-0.19,-0.36,4.73,-0.03,0.02,0.0
-0.21,-0.38,4.62,-0.03,0.02,0.0
0.02,-0.44,4.54,-0.02,0.03,0.0
-0.17,-0.38,4.37,-0.02,0.03,0.0
-0.23,-0.61,4.18,-0.01,0.03,0.01
-0.08,-0.71,4.44,-0.01,0.03,0.0
-0.19,-0.61,4.37,-0.01,0.02,0.0
-0.19,-0.5,4.42,-0.01,0.02,0.0
-0.13,-0.54,4.39,-0.02,0.02,0.0
-0.11,-0.59,4.54,-0.02,0.03,-0.0
0.11,-0.65,4.71,-0.02,0.03,0.0
-0.11,-0.56,4.23,-0.03,0.03,-0.0
-0.19,-0.69,4.58,-0.03,0.03,-0.0
-0.11,-0.31,4.46,-0.03,0.03,-0.0
-0.21,-0.46,4.46,-0.03,0.03,0.0
-0.21,-0.52,4.41,-0.03,0.02,0.0
-0.04,-0.8,4.79,-0.03,0.02,0.0
-0.19,-0.52,4.56,-0.03,0.02,0.0
-0.15,-0.54,4.58,-0.03,0.01,0.0
-0.17,-0.57,4.69,-0.02,0.01,0.0
-0.17,-0.52,4.58,-0.01,0.01,0.0
-0.1,-0.5,4.54,-0.01,0.02,0.0
-0.13,-0.52,4.52,-0.01,0.02,0.0
-0.11,-0.5,4.58,-0.02,0.02,0.0
-0.1,-0.59,4.71,-0.02,0.03,-0.0
-0.13,-0.57,4.75,-0.02,0.04,-0.0
-0.21,-0.79,4.6,-0.01,0.05,-0.0
-0.17,-0.61,4.58,-0.01,0.05,-0.0
-0.17,-0.61,4.5,-0.01,0.05,0.0
-0.1,-0.59,4.44,-0.02,0.05,0.0
-0.13,-0.54,4.37,-0.03,0.05,0.0
-0.11,-0.46,4.41,-0.04,0.05,0.0
-0.17,-0.46,4.41,-0.04,0.05,0.0
-0.13,-0.52,4.52,-0.05,0.05,0.0
-0.13,-0.5,4.54,-0.05,0.05,0.0
-0.17,-0.5,4.54,-0.05,0.05,0.0
-0.13,-0.52,4.48,-0.04,0.05,0.0
-0.15,-0.52,4.46,-0.03,0.05,0.0
-0.17,-0.52,4.48,-0.02,0.04,0.0
-0.13,-0.57,4.5,-0.01,0.04,0.0
-0.17,-0.46,4.44,-0.0,0.04,0.0
-0.15,-0.56,4.42,-0.0,0.03,-0.0
-0.21,-0.57,4.44,-0.01,0.03,-0.0
-0.19,-0.59,4.44,-0.02,0.03,0.0
-0.17,-0.56,4.54,-0.03,0.03,0.01
-0.13,-0.54,4.6,-0.03,0.02,0.01
-0.17,-0.5,4.62,-0.02,0.02,0.01
-0.19,-0.48,4.58,-0.02,0.02,0.01
-0.13,-0.5,4.58,-0.02,0.02,0.01
-0.11,-0.46,4.65,-0.03,0.02,0.01
-0.13,-0.48,4.58,-0.03,0.02,0.01
-0.19,-0.52,4.54,-0.03,0.02,0.01
-0.13,-0.59,4.48,-0.04,0.02,0.01
-0.21,-0.59,4.52,-0.05,0.02,0.01
-0.17,-0.65,4.44,-0.06,0.02,0.01
-0.11,-0.57,4.6,-0.06,0.03,0.01
-0.1,-0.57,4.56,-0.05,0.03,0.01
-0.17,-0.52,4.58,-0.04,0.04,0.0
-0.13,-0.48,4.48,-0.03,0.03,0.0
-0.19,-0.56,4.52,-0.03,0.03,0.0
-0.13,-0.57,4.54,-0.03,0.03,0.01
-0.17,-0.67,4.6,-0.04,0.03,0.01
-0.13,-0.65,4.56,-0.04,0.03,0.01
-0.17,-0.75,4.5,-0.04,0.03,0.01
-0.15,-0.71,4.62,-0.04,0.03,0.02
-0.15,-0.63,4.56,-0.03,0.02,0.01
-0.15,-0.67,4.56,-0.02,0.02,0.01
-0.13,-0.67,4.52,-0.01,0.02,0.01
-0.08,-0.65,4.52,-0.02,0.03,0.01
-0.15,-0.63,4.48,-0.02,0.02,0.01
-0.19,-0.77,4.52,-0.03,0.02,0.02
-0.1,-0.65,4.62,-0.04,0.01,0.02
