accX,accY,accZ,gyroX,gyroY,gyroZ
-0.17,-4.37,2.18,-0.01,0.04,0.0
-0.11,-4.37,2.18,-0.01,0.04,0.0
-0.19,-4.33,2.11,-0.01,0.04,0.0
-0.19,-4.35,2.15,-0.01,0.04,0.0
-0.15,-4.39,2.13,-0.01,0.04,-0.0
-0.13,-4.29,2.18,-0.01,0.04,-0.0
-0.19,-4.27,2.22,-0.01,0.04,0.0
-0.19,-4.35,2.24,-0.01,0.04,0.0
-0.13,-4.33,2.2,-0.01,0.04,0.0
-0.11,-4.29,2.16,-0.01,0.04,0.0
-0.13,-4.27,2.11,-0.01,0.04,0.0
-0.17,-4.35,2.16,-0.01,0.04,0.0
-0.13,-4.41,2.16,-0.01,0.04,0.0
-0.21,-4.23,2.09,-0.01,0.04,0.0
-0.11,-4.39,2.18,-0.01,0.04,-0.0
-0.06,-4.33,2.18,-0.01,0.04,-0.0
-0.15,-4.35,2.16,-0.01,0.04,-0.0
-0.19,-4.29,2.13,-0.01,0.04,-0.0
-0.17,-4.33,2.16,-0.0,0.04,-0.0
-0.11,-4.31,2.15,-0.0,0.04,-0.0
-0.13,-4.33,2.22,-0.0,0.04,-0.0
-0.15,-4.33,2.2,-0.0,0.04,-0.0
-0.11,-4.37,2.15,-0.0,0.04,-0.0
-0.15,-4.35,2.18,-0.01,0.04,-0.0
-0.15,-4.35,2.2,-0.01,0.04,-0.0
-0.15,-4.39,2.18,-0.01,0.03,0.0
-0.17,-4.27,2.18,-0.0,0.04,-0.0
-0.11,-4.37,2.18,-0.0,0.04,-0.0
-0.19,-4.29,2.2,-0.0,0.03,-0.0
-0.04,-4.33,2.15,-0.0,0.03,-0.0
-0.11,-4.33,2.16,-0.0,0.04,-0.0
-0.15,-4.25,2.15,-0.0,0.04,-0.0
-0.11,-4.27,2.15,-0.0,0.04,-0.0
-0.15,-4.29,2.13,-0.01,0.04,-0.0
-0.13,-4.31,2.26,-0.01,0.03,-0.0
-0.13,-4.29,2.16,-0.01,0.04,-0.0
-0.17,-4.25,2.18,-0.01,0.04,-0.0
-0.17,-4.35,2.2,-0.01,0.04,-0.0
-0.11,-4.31,2.18,-0.01,0.04,-0.0
-0.11,-4.33,2.18,-0.01,0.04,-0.0
-0.21,-4.29,2.15,-0.01,0.04,-0.0
-0.17,-4.27,2.2,-0.01,0.04,-0.0
-0.1,-4.37,2.07,-0.01,0.04,-0.0
-0.15,-4.31,2.18,-0.01,0.04,-0.0
-0.17,-4.35,2.13,-0.01,0.04,-0.0
-0.1,-4.27,2.15,-0.01,0.04,-0.0
-0.17,-4.23,2.2,-0.01,0.04,-0.0
-0.31,-4.29,1.92,-0.01,0.04,-0.0
-0.13,-4.33,2.18,-0.0,0.04,-0.0
-0.1,-4.29,2.16,-0.0,0.04,-0.0
-0.15,-4.29,2.16,-0.0,0.04,-0.0
-0.13,-4.27,2.18,-0.0,0.04,0.0
-0.06,-4.35,2.18,-0.0,0.04,-0.0
-0.13,-4.29,2.16,-0.0,0.04,-0.0
-0.11,-4.33,2.15,-0.0,0.04,-0.0
-0.13,-4.31,2.2,-0.0,0.04,-0.0
-0.15,-4.27,2.22,-0.01,0.04,-0.0
-0.13,-4.27,2.09,-0.01,0.04,-0.0
-0.13,-4.31,2.18,-0.01,0.04,0.0
-0.08,-4.35,2.13,-0.01,0.04,-0.0
-0.11,-4.35,2.15,-0.01,0.04,-0.0
-0.17,-4.31,2.16,-0.01,0.04,0.0
-0.17,-4.31,2.11,-0.01,0.04,0.0
-0.1,-4.35,2.18,-0.01,0.03,0.0
-0.13,-4.31,2.18,-0.01,0.04,0.0
-0.13,-4.33,2.11,-0.01,0.04,0.0
-0.15,-4.33,2.09,-0.0,0.03,-0.0
-0.19,-4.33,2.13,-0.0,0.04,0.0
-0.13,-4.31,2.16,-0.0,0.04,-0.0
-0.19,-4.35,2.18,-0.0,0.04,0.0
-0.19,-4.31,2.22,-0.0,0.04,-0.0
-0.15,-4.31,2.16,-0.0,0.04,-0.0
-0.15,-4.29,2.11,-0.0,0.04,-0.0
-0.15,-4.33,2.18,-0.0,0.04,-0.0
-0.19,-4.33,2.13,-0.0,0.04,-0.0
-0.15,-4.29,2.18,-0.0,0.04,-0.0
-0.17,-4.29,2.16,-0.0,0.04,-0.0
-0.13,-4.31,2.15,-0.0,0.04,-0.0
-0.13,-4.31,2.18,-0.0,0.04,0.0
-0.11,-4.29,2.13,-0.0,0.04,-0.0
-0.1,-4.31,2.16,-0.01,0.04,0.0
-0.13,-4.35,2.15,-0.01,0.04,0.0
-0.13,-4.33,2.11,-0.0,0.04,0.0
-0.15,-4.35,2.2,-0.0,0.04,-0.0
-0.1,-4.33,2.16,-0.0,0.03,0.0
-0.11,-4.31,2.18,-0.0,0.04,0.0
-0.13,-4.29,2.24,-0.0,0.03,-0.0
-0.15,-4.33,2.16,-0.0,0.04,-0.0
-0.17,-4.27,2.18,-0.0,0.03,-0.0
-0.17,-4.37,2.15,-0.01,0.04,-0.0
-0.13,-4.27,2.18,-0.01,0.04,-0.0
-0.23,-4.23,2.15,-0.01,0.04,-0.0
-0.15,-4.31,2.11,-0.01,0.04,-0.0
-0.15,-4.33,2.09,-0.0,0.04,-0.0
-0.11,-4.35,2.18,-0.0,0.04,-0.0
-0.08,-4.29,2.18,-0.0,0.04,-0.0
-0.13,-4.35,2.18,-0.0,0.04,-0.0
-0.17,-4.33,2.18,-0.0,0.04,-0.0
-0.15,-4.29,2.2,-0.0,0.04,-0.0
-0.17,-4.27,2.15,-0.0,0.04,-0.0
-0.15,-4.31,2.11,-0.0,0.04,-0.0
-0.08,-4.33,2.13,-0.01,0.04,-0.0
-0.25,-4.29,2.2,-0.0,0.04,-0.0
-0.17,-4.35,2.16,-0.01,0.04,-0.0
-0.08,-4.35,2.11,-0.01,0.04,-0.0
-0.13,-4.31,2.2,-0.01,0.04,-0.0
-0.17,-4.35,2.16,-0.01,0.04,-0.0
-0.13,-4.23,2.15,-0.01,0.04,-0.0
-0.08,-4.35,2.18,-0.01,0.04,-0.0
-0.17,-4.25,2.2,-0.01,0.04,-0.0
-0.19,-4.29,2.2,-0.01,0.04,-0.0
-0.13,-4.31,2.24,-0.01,0.04,-0.0
-0.13,-4.31,2.15,-0.01,0.04,-0.0
-0.1,-4.29,2.11,-0.01,0.04,-0.0
-0.1,-4.29,2.15,-0.01,0.04,-0.0
-0.13,-4.29,2.16,-0.01,0.04,-0.0
-0.15,-4.25,2.18,-0.01,0.04,-0.0
-0.19,-4.33,2.16,-0.01,0.04,-0.0
-0.17,-4.29,2.22,-0.01,0.04,-0.0
-0.17,-4.29,2.13,-0.01,0.04,-0.0
-0.1,-4.29,2.13,-0.01,0.04,-0.0
-0.11,-4.29,2.09,-0.01,0.04,-0.0
-0.17,-4.29,2.15,-0.01,0.04,-0.0
-0.13,-4.33,2.22,-0.01,0.04,-0.0
-0.13,-4.33,2.2,-0.01,0.04,-0.0
-0.15,-4.37,2.18,-0.01,0.04,-0.0
-0.1,-4.39,2.11,-0.01,0.04,-0.0
-0.13,-4.31,2.16,-0.01,0.04,-0.0
-0.19,-4.29,2.13,-0.01,0.04,-0.0
-0.13,-4.33,2.18,-0.01,0.04,-0.0
-0.17,-4.31,2.13,-0.01,0.04,-0.0
-0.19,-4.25,2.15,-0.01,0.04,-0.0
-0.21,-4.33,2.16,-0.01,0.04,-0.0
-0.15,-4.25,2.15,-0.01,0.04,-0.0
-0.08,-4.41,2.2,-0.01,0.04,-0.0
-0.19,-4.25,2.16,-0.01,0.04,-0.0
-0.17,-4.31,2.15,-0.01,0.04,-0.0
-0.11,-4.29,2.2,-0.01,0.04,-0.0
-0.13,-4.29,2.15,-0.01,0.04,-0.0
-0.19,-4.31,2.16,-0.01,0.04,-0.0
-0.11,-4.29,2.22,-0.01,0.04,-0.0
-0.11,-4.29,2.16,-0.01,0.04,-0.0
-0.17,-4.27,2.18,-0.01,0.04,-0.0
-0.19,-4.35,2.16,-0.01,0.04,-0.0
-0.15,-4.41,2.16,-0.01,0.04,-0.0
-0.13,-4.31,2.18,-0.01,0.04,-0.0
-0.11,-4.33,2.2,-0.01,0.04,-0.0
-0.11,-4.35,2.18,-0.01,0.04,-0.0
-0.11,-4.33,2.15,-0.01,0.04,-0.0
-0.21,-4.27,2.16,-0.01,0.04,-0.0
-0.13,-4.33,2.18,-0.01,0.04,-0.0
-0.11,-4.29,2.15,-0.01,0.04,-0.0
-0.13,-4.31,2.2,-0.01,0.04,-0.0
-0.13,-4.31,2.16,-0.01,0.04,-0.0
-0.15,-4.29,2.2,-0.01,0.04,-0.0
-0.13,-4.29,2.2,-0.01,0.04,-0.0
-0.17,-4.23,2.18,-0.01,0.04,-0.0
-0.13,-4.31,2.13,-0.01,0.04,-0.0
-0.1,-4.29,2.16,-0.01,0.04,-0.0
-0.17,-4.27,2.16,-0.01,0.04,-0.0
-0.17,-4.29,2.15,-0.01,0.04,-0.0
-0.17,-4.31,2.16,-0.01,0.04,-0.0
-0.1,-4.37,2.18,-0.01,0.04,-0.0
-0.13,-4.33,2.16,-0.01,0.04,-0.0
-0.1,-4.39,2.2,-0.01,0.04,-0.0
-0.11,-4.33,2.18,-0.01,0.04,-0.0
-0.17,-4.31,2.13,-0.01,0.04,-0.0
-0.17,-4.39,2.24,-0.01,0.04,-0.0
-0.15,-4.33,2.18,-0.01,0.04,-0.0
-0.17,-4.31,2.09,-0.01,0.04,-0.0
-0.13,-4.29,2.13,-0.01,0.04,-0.0
-0.1,-4.29,2.16,-0.01,0.04,-0.0
-0.13,-4.27,2.18,-0.01,0.04,-0.0
-0.13,-4.33,2.11,-0.01,0.04,-0.0
-0.17,-4.33,2.16,-0.01,0.04,-0.0
-0.15,-4.31,2.18,-0.01,0.04,-0.0
-0.17,-4.35,2.16,-0.01,0.04,-0.0
-0.15,-4.29,2.2,-0.01,0.04,-0.0
-0.06,-4.27,2.16,-0.01,0.04,-0.0
-0.17,-4.35,2.16,-0.01,0.04,-0.0
-0.13,-4.37,2.16,-0.01,0.03,-0.0
-0.11,-4.21,2.2,-0.01,0.04,-0.0
-0.08,-4.35,2.15,-0.01,0.04,-0.0
-0.17,-4.33,2.13,-0.01,0.04,-0.0
-0.17,-4.27,2.16,-0.01,0.04,-0.0
-0.15,-4.35,2.2,-0.01,0.04,-0.0
-0.15,-4.31,2.13,-0.01,0.04,-0.0
-0.19,-4.35,2.18,-0.01,0.04,-0.0
-0.21,-4.35,2.16,-0.01,0.04,-0.0
-0.23,-4.29,2.07,-0.01,0.04,-0.0
-0.15,-4.35,2.15,-0.01,0.04,-0.0
