accX,accY,accZ,gyroX,gyroY,gyroZ
0.54,-4.69,0.34,0.01,-0.05,-0.06
0.57,-4.67,0.36,0.0,-0.05,-0.06
0.57,-4.64,0.31,-0.01,-0.04,-0.06
0.57,-4.67,0.34,-0.01,-0.04,-0.06
0.59,-4.77,0.4,-0.02,-0.04,-0.06
0.56,-4.69,0.36,-0.03,-0.04,-0.06
0.57,-4.69,0.4,-0.03,-0.04,-0.06
0.65,-4.75,0.44,-0.03,-0.04,-0.05
0.65,-4.79,0.56,-0.03,-0.04,-0.05
0.73,-4.73,0.56,-0.03,-0.04,-0.05
0.67,-4.71,0.61,-0.02,-0.05,-0.05
0.71,-4.64,0.65,-0.02,-0.05,-0.05
0.69,-4.69,0.57,-0.02,-0.05,-0.06
0.63,-4.65,0.46,-0.02,-0.05,-0.06
0.63,-4.69,0.44,-0.03,-0.05,-0.06
0.52,-4.65,0.46,-0.04,-0.06,-0.05
0.52,-4.71,0.46,-0.05,-0.06,-0.05
0.59,-4.71,0.4,-0.06,-0.07,-0.05
0.46,-4.79,0.34,-0.06,-0.07,-0.05
0.57,-4.85,0.36,-0.06,-0.07,-0.05
0.56,-4.87,0.44,-0.06,-0.07,-0.05
0.59,-4.9,0.48,-0.06,-0.08,-0.05
0.59,-4.87,0.46,-0.05,-0.08,-0.04
0.56,-4.81,0.44,-0.05,-0.08,-0.04
0.61,-4.79,0.4,-0.04,-0.09,-0.04
0.69,-4.79,0.42,-0.03,-0.09,-0.04
0.67,-4.75,0.42,-0.02,-0.09,-0.04
0.75,-4.71,0.44,-0.02,-0.09,-0.04
0.82,-4.73,0.42,-0.01,-0.08,-0.03
0.82,-4.69,0.36,-0.01,-0.08,-0.03
0.82,-4.65,0.33,-0.01,-0.07,-0.03
0.96,-4.71,0.38,-0.01,-0.06,-0.03
0.92,-4.65,0.4,-0.01,-0.06,-0.03
0.9,-4.62,0.38,-0.0,-0.05,-0.03
0.98,-4.64,0.4,-0.0,-0.05,-0.03
1.03,-4.67,-0.06,0.0,-0.05,-0.02
0.9,-4.65,0.4,0.0,-0.04,-0.02
0.94,-4.64,0.34,0.0,-0.04,-0.02
0.94,-4.73,0.34,0.0,-0.04,-0.02
0.88,-4.69,0.38,0.0,-0.03,-0.02
0.88,-4.77,0.38,-0.0,-0.03,-0.02
0.92,-4.83,0.25,-0.0,-0.03,-0.02
0.88,-4.85,0.13,0.0,-0.03,-0.02
0.86,-4.79,0.13,0.01,-0.02,-0.02
0.86,-4.79,0.13,0.02,-0.02,-0.02
0.88,-5.04,-0.13,0.02,-0.01,-0.02
0.82,-4.79,0.08,0.02,0.0,-0.02
0.73,-4.69,0.1,0.01,0.01,-0.02
0.71,-4.75,0.15,0.01,0.01,-0.02
0.77,-4.69,0.13,0.0,0.01,-0.03
0.57,-4.73,0.21,-0.0,0.01,-0.03
0.57,-4.75,0.13,-0.01,0.01,-0.03
0.5,-4.65,0.11,-0.01,0.01,-0.03
0.57,-4.71,0.23,-0.0,0.0,-0.03
0.57,-4.71,0.19,-0.0,0.0,-0.04
0.48,-4.79,0.23,-0.0,-0.0,-0.04
0.52,-4.71,0.11,-0.01,-0.0,-0.04
0.44,-4.73,0.15,-0.01,-0.01,-0.04
0.54,-4.69,0.13,-0.02,-0.01,-0.04
0.69,-4.77,0.27,-0.02,-0.01,-0.03
0.73,-4.83,0.31,-0.02,-0.01,-0.03
0.75,-4.75,0.34,-0.02,-0.01,-0.03
0.75,-4.85,0.36,-0.02,-0.01,-0.04
0.82,-4.87,0.44,-0.03,-0.0,-0.04
0.79,-4.83,0.4,-0.03,-0.01,-0.04
0.8,-4.87,0.44,-0.03,-0.01,-0.04
0.79,-4.87,0.5,-0.03,-0.01,-0.04
0.77,-4.9,0.44,-0.03,-0.0,-0.04
0.77,-4.87,0.48,-0.02,-0.0,-0.04
0.77,-4.85,0.46,-0.02,0.0,-0.04
0.79,-4.88,0.54,-0.02,0.0,-0.04
0.75,-4.85,0.38,-0.01,0.0,-0.05
0.69,-4.73,0.44,-0.01,0.0,-0.05
0.77,-4.79,0.5,-0.01,0.0,-0.05
0.88,-4.73,0.42,-0.0,0.0,-0.05
0.86,-4.79,0.46,-0.01,0.0,-0.05
0.88,-4.87,0.46,-0.01,0.0,-0.05
0.86,-4.85,0.48,-0.01,0.0,-0.04
0.84,-4.87,0.44,-0.01,0.0,-0.04
0.79,-4.88,0.42,-0.01,0.0,-0.04
0.8,-4.85,0.38,-0.01,0.0,-0.04
0.71,-4.85,0.4,-0.01,-0.0,-0.04
0.73,-4.85,0.44,-0.01,-0.0,-0.04
0.73,-4.85,0.42,-0.02,-0.01,-0.04
0.75,-4.87,0.48,-0.02,-0.01,-0.04
0.79,-4.81,0.4,-0.02,-0.01,-0.04
0.79,-4.85,0.52,-0.02,-0.0,-0.04
0.79,-4.88,0.52,-0.02,-0.0,-0.05
0.75,-4.88,0.52,-0.02,-0.01,-0.05
0.73,-4.85,0.46,-0.02,-0.01,-0.05
0.73,-4.9,0.56,-0.01,-0.01,-0.06
0.73,-4.94,0.54,-0.01,-0.01,-0.06
0.79,-4.87,0.56,-0.01,-0.01,-0.06
0.73,-4.83,0.46,-0.01,-0.01,-0.06
0.75,-4.77,0.5,-0.01,-0.01,-0.07
0.82,-4.83,0.54,-0.01,-0.01,-0.07
0.84,-4.81,0.57,-0.01,-0.01,-0.07
0.86,-4.73,0.59,0.0,-0.01,-0.07
0.88,-4.69,0.46,0.01,-0.01,-0.08
