accX,accY,accZ,gyroX,gyroY,gyroZ
0.46,-4.96,-1.42,-0.04,-0.07,-0.02
0.52,-4.98,-1.47,-0.04,-0.07,-0.02
0.46,-5.0,-1.44,-0.04,-0.07,-0.02
0.48,-4.98,-1.42,-0.04,-0.07,-0.02
0.54,-5.06,-1.51,-0.04,-0.07,-0.02
0.52,-5.02,-1.44,-0.04,-0.07,-0.02
0.5,-5.02,-1.51,-0.04,-0.07,-0.02
0.48,-4.96,-1.49,-0.04,-0.08,-0.02
0.52,-5.02,-1.49,-0.04,-0.08,-0.02
0.5,-5.02,-1.49,-0.04,-0.08,-0.02
0.54,-4.98,-1.51,-0.03,-0.08,-0.02
0.46,-5.04,-1.47,-0.03,-0.09,-0.03
0.4,-5.0,-1.61,-0.03,-0.09,-0.03
0.4,-5.0,-1.49,-0.03,-0.09,-0.03
0.46,-5.04,-1.61,-0.02,-0.09,-0.03
0.31,-4.94,-1.51,-0.02,-0.09,-0.03
0.34,-4.94,-1.49,-0.02,-0.1,-0.03
0.36,-4.92,-1.51,-0.02,-0.1,-0.03
0.4,-4.96,-1.47,-0.01,-0.1,-0.03
0.36,-4.94,-1.51,-0.01,-0.1,-0.03
0.4,-4.92,-1.46,-0.01,-0.11,-0.03
0.38,-4.94,-1.47,-0.01,-0.11,-0.03
0.44,-4.9,-1.51,-0.01,-0.11,-0.03
0.4,-4.9,-1.46,-0.01,-0.12,-0.03
0.42,-4.92,-1.47,-0.01,-0.12,-0.03
0.44,-4.88,-1.49,-0.01,-0.12,-0.03
0.46,-4.94,-1.47,-0.01,-0.12,-0.03
0.4,-4.94,-1.46,-0.01,-0.13,-0.03
0.42,-4.96,-1.4,-0.01,-0.13,-0.03
0.44,-5.02,-1.46,-0.01,-0.13,-0.03
0.44,-5.0,-1.46,-0.01,-0.14,-0.03
0.42,-4.98,-1.49,-0.01,-0.14,-0.03
0.38,-5.02,-1.47,-0.01,-0.15,-0.03
0.36,-5.04,-1.46,-0.01,-0.16,-0.03
0.33,-5.04,-1.51,-0.01,-0.16,-0.03
0.29,-5.0,-1.44,-0.01,-0.17,-0.04
0.33,-5.04,-1.44,-0.0,-0.17,-0.04
0.34,-5.0,-1.44,-0.0,-0.18,-0.04
0.31,-5.04,-1.42,-0.0,-0.19,-0.04
0.33,-5.04,-1.47,-0.0,-0.19,-0.04
0.33,-5.04,-1.47,-0.0,-0.2,-0.04
0.33,-5.0,-1.46,-0.0,-0.21,-0.04
0.4,-5.06,-1.47,-0.01,-0.21,-0.04
0.44,-5.04,-1.55,-0.01,-0.22,-0.05
0.42,-5.02,-1.51,-0.01,-0.22,-0.05
