accX,accY,accZ,gyroX,gyroY,gyroZ
0.17,-4.23,2.18,-0.01,0.03,-0.0
0.17,-4.21,2.2,-0.01,0.03,-0.0
0.17,-4.25,2.18,-0.01,0.03,-0.0
0.17,-4.18,2.15,-0.01,0.03,-0.0
0.27,-4.21,2.15,-0.01,0.03,-0.0
0.17,-4.25,2.16,-0.01,0.03,-0.0
0.15,-4.18,2.13,-0.01,0.04,-0.0
0.21,-4.23,2.18,-0.01,0.03,-0.0
0.13,-4.18,2.15,-0.01,0.03,-0.0
0.13,-4.18,2.11,-0.02,0.03,-0.0
0.21,-4.19,2.18,-0.02,0.03,-0.0
0.21,-4.23,2.15,-0.02,0.03,-0.0
0.15,-4.23,2.24,-0.02,0.03,-0.0
0.19,-4.19,2.11,-0.02,0.03,-0.0
0.19,-4.19,2.15,-0.01,0.03,-0.0
0.19,-4.23,2.15,-0.01,0.03,-0.0
0.15,-4.19,2.18,-0.01,0.03,-0.0
0.1,-4.14,2.16,-0.02,0.03,-0.0
0.15,-4.25,2.18,-0.01,0.03,-0.0
0.15,-4.19,2.18,-0.02,0.04,-0.0
0.1,-4.18,2.11,-0.02,0.04,-0.0
0.21,-4.23,2.2,-0.02,0.04,-0.01
0.29,-4.25,2.26,-0.02,0.04,-0.0
0.13,-4.18,2.32,-0.02,0.04,-0.01
0.29,-4.14,2.15,-0.02,0.04,-0.0
0.11,-4.33,2.15,-0.02,0.04,-0.0
0.27,-4.18,2.22,-0.02,0.04,-0.0
0.19,-4.35,2.13,-0.02,0.04,-0.0
0.15,-4.29,2.26,-0.01,0.04,-0.0
0.25,-4.1,2.13,-0.01,0.04,-0.0
0.19,-4.14,1.93,-0.01,0.04,-0.0
0.15,-4.27,2.03,-0.01,0.04,-0.0
0.21,-4.21,2.13,-0.01,0.04,-0.0
0.21,-4.23,2.15,-0.01,0.04,-0.0
0.29,-4.29,2.24,-0.01,0.03,-0.0
0.33,-4.12,2.13,-0.01,0.04,-0.0
0.23,-4.08,2.28,-0.01,0.03,-0.0
0.15,-4.29,2.18,-0.01,0.04,-0.01
0.27,-4.12,2.07,-0.01,0.03,-0.0
0.17,-4.18,2.11,-0.01,0.04,-0.01
0.19,-4.27,2.16,-0.01,0.03,-0.0
0.17,-4.19,2.11,-0.01,0.03,-0.01
0.15,-4.18,2.18,-0.01,0.04,-0.0
0.21,-4.21,2.15,-0.01,0.04,-0.0
0.19,-4.19,2.16,-0.01,0.04,-0.0
0.21,-4.21,2.09,-0.01,0.03,-0.0
0.19,-4.19,2.13,-0.01,0.03,0.0
0.17,-4.16,2.2,-0.01,0.03,0.0
0.15,-4.16,2.15,-0.01,0.03,0.0
0.17,-4.19,2.13,-0.01,0.03,-0.0
0.23,-4.08,2.13,-0.01,0.03,0.0
0.15,-4.12,2.09,-0.01,0.03,-0.0
0.21,-4.18,2.15,-0.01,0.03,0.0
0.21,-4.19,2.15,-0.01,0.03,0.0
0.21,-4.14,2.09,-0.02,0.03,0.0
0.19,-4.21,2.15,-0.01,0.03,0.0
0.21,-4.21,2.2,-0.01,0.03,0.0
0.15,-4.23,2.24,-0.01,0.04,-0.0
0.21,-4.19,2.24,-0.01,0.04,0.0
0.17,-4.23,2.22,-0.0,0.04,-0.0
0.15,-4.19,2.13,-0.0,0.04,-0.0
0.19,-4.19,2.16,0.0,0.04,-0.0
0.17,-4.25,2.22,-0.0,0.04,-0.0
0.15,-4.12,2.16,-0.0,0.04,-0.0
0.19,-4.18,2.13,-0.0,0.04,-0.0
0.13,-4.18,2.13,-0.0,0.03,-0.0
0.21,-4.16,2.15,-0.01,0.03,-0.0
0.11,-4.1,2.11,-0.01,0.03,-0.0
0.15,-4.21,2.13,-0.01,0.03,-0.0
0.15,-4.19,2.11,-0.01,0.03,-0.0
0.15,-4.19,2.11,-0.01,0.03,-0.0
0.13,-4.18,2.13,-0.01,0.03,-0.0
0.13,-4.16,2.13,-0.01,0.03,-0.0
0.21,-4.21,2.13,-0.01,0.03,-0.0
0.15,-4.25,2.15,-0.01,0.03,-0.0
0.15,-4.25,2.15,-0.01,0.03,-0.0
0.23,-4.21,2.09,-0.01,0.03,-0.0
0.17,-4.25,2.07,-0.01,0.03,-0.0
0.19,-4.18,2.09,-0.01,0.03,-0.0
0.19,-4.23,2.07,-0.01,0.03,-0.0
0.15,-4.25,2.15,-0.01,0.03,-0.0
0.17,-4.25,2.07,-0.01,0.03,-0.0
0.21,-4.25,2.07,-0.01,0.03,-0.0
0.21,-4.23,2.13,-0.01,0.03,-0.0
0.21,-4.25,2.07,-0.01,0.03,-0.0
0.19,-4.19,2.09,-0.01,0.03,-0.0
0.17,-4.25,2.07,-0.01,0.03,-0.0
0.19,-4.19,2.15,-0.01,0.04,-0.01
0.19,-4.25,2.09,-0.0,0.04,-0.0
0.13,-4.18,2.11,-0.01,0.04,-0.01
0.19,-4.25,2.15,-0.01,0.04,-0.0
0.21,-4.25,2.09,-0.01,0.04,-0.01
0.17,-4.23,2.18,-0.01,0.04,-0.0
0.15,-4.18,2.24,-0.0,0.04,-0.0
0.25,-4.27,2.13,-0.0,0.04,-0.0
0.19,-4.21,2.15,0.0,0.04,-0.0
0.19,-4.19,2.16,0.0,0.04,-0.0
0.21,-4.21,2.13,-0.0,0.04,-0.0
0.21,-4.18,2.15,-0.0,0.04,-0.0
0.21,-4.19,2.13,-0.0,0.04,-0.01
0.11,-4.16,2.11,-0.0,0.04,-0.0
0.11,-4.19,2.15,-0.0,0.04,-0.01
0.21,-4.21,2.18,-0.0,0.03,-0.0
0.11,-4.19,2.18,-0.01,0.03,-0.01
0.19,-4.21,2.16,-0.01,0.03,-0.01
0.21,-4.18,2.2,-0.01,0.03,-0.01
