accX,accY,accZ,gyroX,gyroY,gyroZ
-0.15,-4.96,-0.21,-0.04,0.04,0.0
-0.25,-4.98,-0.11,-0.04,0.03,0.0
-0.19,-5.02,-0.15,-0.04,0.03,0.0
-0.23,-4.96,-0.27,-0.04,0.03,0.0
-0.19,-5.06,-0.31,-0.04,0.03,0.0
-0.17,-5.04,-0.1,-0.04,0.03,0.0
-0.17,-5.04,-0.19,-0.04,0.03,0.0
-0.21,-4.96,-0.15,-0.04,0.03,0.0
-0.23,-5.02,-0.17,-0.04,0.03,0.0
-0.23,-4.96,-0.19,-0.03,0.02,0.0
-0.17,-5.0,-0.27,-0.04,0.02,0.0
-0.17,-5.02,-0.25,-0.04,0.02,0.0
-0.15,-4.96,-0.23,-0.04,0.02,0.0
-0.19,-4.98,-0.06,-0.04,0.02,0.0
-0.21,-5.06,-0.15,-0.04,0.02,0.0
-0.27,-5.0,-0.15,-0.04,0.01,0.0
-0.15,-5.04,-0.21,-0.04,0.01,0.0
-0.25,-5.0,-0.21,-0.03,0.01,0.0
-0.25,-4.98,-0.17,-0.03,0.01,0.0
-0.29,-4.94,-0.21,-0.03,0.01,0.0
-0.21,-5.02,-0.17,-0.03,0.01,0.0
-0.19,-4.98,-0.19,-0.03,0.0,0.0
-0.27,-5.02,-0.21,-0.03,0.0,0.0
-0.25,-4.96,-0.13,-0.03,0.0,0.0
-0.25,-5.0,-0.15,-0.03,-0.0,0.0
-0.25,-4.9,-0.19,-0.03,-0.0,0.0
-0.19,-4.96,-0.17,-0.03,-0.0,0.0
-0.21,-4.98,-0.17,-0.03,-0.01,0.0
-0.21,-4.92,-0.15,-0.03,-0.01,0.0
-0.21,-4.98,-0.15,-0.03,-0.01,0.0
-0.25,-4.98,-0.23,-0.03,-0.01,0.0
-0.17,-5.04,-0.19,-0.03,-0.01,0.0
-0.1,-4.98,-0.25,-0.03,-0.01,0.0
-0.21,-4.96,-0.23,-0.03,-0.01,0.0
-0.17,-4.96,-0.27,-0.04,-0.01,0.0
-0.11,-5.0,-0.15,-0.04,-0.01,0.0
-0.11,-5.0,-0.06,-0.04,-0.01,0.0
-0.19,-4.96,-0.17,-0.04,-0.01,0.0
-0.13,-4.98,-0.17,-0.04,-0.01,0.0
-0.1,-4.96,-0.21,-0.04,-0.01,0.0
-0.1,-5.0,-0.21,-0.04,-0.01,0.0
-0.08,-5.0,-0.19,-0.04,-0.01,0.0
-0.1,-5.0,-0.21,-0.04,-0.01,0.0
-0.1,-5.02,-0.23,-0.04,-0.01,0.0
-0.15,-4.96,-0.15,-0.04,-0.01,0.0
-0.13,-5.04,-0.23,-0.04,-0.01,0.0
-0.06,-4.98,-0.17,-0.04,-0.01,0.0
-0.11,-4.96,-0.27,-0.04,-0.01,0.0
-0.11,-5.02,-0.25,-0.04,-0.0,0.0
-0.17,-5.0,-0.19,-0.04,-0.0,0.0
-0.13,-4.94,-0.19,-0.04,-0.0,0.0
-0.19,-4.94,-0.25,-0.04,-0.0,0.0
-0.13,-5.0,-0.19,-0.05,-0.0,0.0
-0.19,-5.0,-0.19,-0.05,-0.0,0.0
-0.15,-4.96,-0.17,-0.05,-0.0,0.0
-0.19,-5.06,-0.27,-0.05,-0.0,0.0
-0.11,-4.98,-0.23,-0.05,-0.0,0.0
-0.13,-5.04,-0.38,-0.05,-0.0,0.0
-0.13,-5.02,-0.31,-0.05,-0.0,0.0
-0.17,-4.94,-0.25,-0.05,-0.0,0.0
-0.11,-5.06,-0.25,-0.05,-0.0,0.0
-0.11,-5.0,-0.25,-0.05,-0.0,0.0
-0.17,-4.96,-0.23,-0.05,-0.0,0.0
-0.15,-4.92,-0.33,-0.05,-0.0,0.0
-0.15,-4.96,-0.31,-0.05,-0.0,0.0
-0.19,-4.94,-0.27,-0.05,-0.0,0.0
-0.1,-4.94,-0.29,-0.06,-0.0,0.0
-0.13,-4.92,-0.31,-0.06,-0.0,0.0
-0.11,-5.06,-0.36,-0.06,-0.0,-0.0
-0.15,-4.96,-0.29,-0.06,0.0,0.0
-0.17,-4.98,-0.23,-0.06,0.0,-0.0
-0.15,-4.96,-0.29,-0.06,0.0,-0.0
-0.15,-4.94,-0.27,-0.06,0.0,-0.0
-0.11,-4.98,-0.27,-0.06,0.0,-0.0
-0.17,-4.98,-0.31,-0.07,0.0,-0.0
-0.19,-4.96,-0.27,-0.07,0.0,-0.0
