accX,accY,accZ,gyroX,gyroY,gyroZ
0.11,-4.54,1.82,-0.01,0.04,-0.0
0.06,-4.42,1.76,-0.01,0.04,-0.0
0.11,-4.46,1.76,-0.01,0.04,-0.0
0.08,-4.48,1.8,-0.02,0.04,0.0
0.17,-4.48,1.78,-0.02,0.04,-0.0
0.13,-4.5,1.93,-0.02,0.04,-0.0
0.17,-4.48,1.92,-0.02,0.03,-0.0
0.13,-4.52,1.86,-0.02,0.04,-0.0
0.1,-4.56,1.95,-0.02,0.04,-0.0
0.13,-4.48,1.88,-0.02,0.04,-0.0
0.13,-4.48,1.8,-0.02,0.04,-0.0
0.13,-4.48,1.86,-0.02,0.04,-0.0
0.11,-4.46,1.84,-0.02,0.04,-0.0
0.13,-4.42,1.78,-0.02,0.04,-0.0
0.11,-4.41,1.84,-0.02,0.04,-0.01
0.1,-4.44,1.86,-0.03,0.04,-0.01
0.15,-4.42,1.86,-0.03,0.04,-0.01
0.17,-4.42,1.86,-0.03,0.04,-0.01
0.13,-4.44,1.88,-0.04,0.04,-0.01
0.1,-4.44,1.82,-0.04,0.04,-0.01
0.13,-4.44,1.82,-0.04,0.04,-0.01
0.08,-4.41,1.8,-0.05,0.04,-0.01
0.1,-4.39,1.88,-0.05,0.04,-0.01
0.11,-4.41,1.86,-0.06,0.04,-0.01
0.1,-4.41,1.9,-0.07,0.04,-0.01
0.08,-4.39,1.93,-0.07,0.04,-0.01
0.06,-4.37,1.88,-0.08,0.04,-0.01
0.02,-4.39,1.88,-0.09,0.04,-0.01
0.08,-4.39,1.8,-0.09,0.04,-0.01
0.08,-4.35,1.93,-0.1,0.04,-0.01
0.04,-4.37,1.84,-0.11,0.03,-0.01
0.08,-4.37,1.82,-0.12,0.03,-0.01
0.06,-4.35,1.78,-0.13,0.03,-0.01
0.04,-4.37,1.9,-0.14,0.04,-0.01
0.06,-4.37,1.86,-0.15,0.04,-0.01
0.02,-4.37,1.88,-0.16,0.04,-0.01
0.17,-4.31,1.84,-0.16,0.04,-0.01
0.08,-4.35,1.92,-0.17,0.04,-0.01
0.06,-4.39,1.86,-0.18,0.04,-0.01
0.1,-4.42,1.72,-0.19,0.04,-0.01
0.08,-4.37,1.82,-0.19,0.04,-0.01
0.1,-4.37,1.76,-0.2,0.04,-0.01
0.15,-4.46,1.76,-0.21,0.04,-0.01
0.15,-4.44,1.78,-0.22,0.04,-0.01
0.1,-4.39,1.76,-0.23,0.05,-0.02
0.13,-4.46,1.72,-0.23,0.05,-0.02
0.06,-4.41,1.72,-0.24,0.05,-0.02
0.17,-4.46,1.74,-0.25,0.05,-0.02
0.11,-4.44,1.72,-0.26,0.05,-0.02
0.13,-4.5,1.67,-0.27,0.05,-0.02
0.11,-4.48,1.67,-0.27,0.05,-0.02
0.02,-4.42,1.63,-0.27,0.05,-0.02
0.06,-4.5,1.69,-0.28,0.05,-0.02
0.08,-4.6,1.69,-0.28,0.05,-0.02
0.06,-4.58,1.63,-0.28,0.05,-0.02
0.04,-4.58,1.67,-0.28,0.05,-0.02
0.1,-4.64,1.57,-0.28,0.05,-0.02
0.1,-4.65,1.57,-0.27,0.05,-0.02
0.15,-4.71,1.57,-0.27,0.04,-0.02
0.15,-4.69,1.55,-0.27,0.04,-0.02
0.15,-4.62,1.42,-0.27,0.04,-0.02
0.08,-4.71,1.46,-0.26,0.04,-0.01
0.08,-4.73,1.46,-0.26,0.04,-0.01
0.04,-4.62,1.47,-0.26,0.04,-0.01
0.21,-4.71,1.23,-0.26,0.04,-0.01
0.15,-4.73,1.28,-0.26,0.03,-0.01
0.15,-4.73,1.28,-0.26,0.03,-0.01
0.19,-4.65,1.4,-0.26,0.03,-0.0
0.06,-4.85,1.3,-0.26,0.03,-0.0
0.15,-4.69,1.26,-0.26,0.03,-0.0
0.19,-4.73,1.24,-0.26,0.03,-0.0
0.21,-4.71,1.24,-0.26,0.03,-0.01
0.13,-4.71,1.15,-0.26,0.04,-0.01
0.17,-4.9,1.24,-0.26,0.04,-0.01
