accX,accY,accZ,gyroX,gyroY,gyroZ
1.49,-7.91,-1.69,0.05,0.28,0.53
1.07,-8.2,-1.17,-0.07,0.3,0.57
0.44,-8.29,-0.63,-0.13,0.31,0.56
-0.21,-8.29,0.02,-0.13,0.31,0.55
-0.73,-8.33,0.5,-0.08,0.27,0.55
-1.3,-7.99,0.84,-0.01,0.21,0.56
-1.76,-7.45,0.84,0.06,0.15,0.58
-2.03,-6.93,0.57,0.1,0.09,0.61
-2.43,-6.15,0.17,0.11,0.04,0.62
-2.83,-5.23,-0.27,0.06,-0.01,0.63
-2.93,-4.41,-0.77,-0.06,-0.07,0.65
-3.06,-3.62,-1.17,-0.22,-0.13,0.65
-2.82,-2.91,-1.49,-0.38,-0.2,0.67
-2.45,-2.32,-1.63,-0.53,-0.26,0.69
-1.78,-2.13,-1.8,-0.64,-0.3,0.69
-1.11,-2.05,-1.72,-0.71,-0.33,0.68
-0.27,-2.13,-1.15,-0.75,-0.36,0.65
0.44,-1.7,-0.88,-0.73,-0.4,0.6
0.69,-1.61,-0.57,-0.67,-0.44,0.52
0.9,-1.32,-0.52,-0.61,-0.45,0.42
1.02,-1.28,-0.44,-0.54,-0.44,0.31
1.03,-1.3,-0.77,-0.44,-0.4,0.2
0.92,-1.46,-1.05,-0.32,-0.33,0.1
0.84,-1.69,-1.11,-0.21,-0.23,-0.01
0.67,-1.74,-0.94,-0.1,-0.13,-0.11
0.4,-1.7,-0.56,0.03,-0.06,-0.2
0.06,-1.59,-0.13,0.17,-0.01,-0.28
-0.21,-1.36,-0.08,0.33,0.01,-0.34
-0.52,-0.92,-0.25,0.48,0.0,-0.37
-0.31,-0.5,-0.4,0.59,0.0,-0.38
-0.52,0.02,-0.79,0.65,0.0,-0.38
-0.79,0.52,-1.17,0.66,-0.01,-0.39
-1.23,0.82,-1.23,0.61,-0.02,-0.39
-1.63,1.15,-1.24,0.52,-0.06,-0.41
-1.82,1.4,-1.28,0.43,-0.12,-0.42
-2.09,1.51,-1.4,0.38,-0.19,-0.42
