accX,accY,accZ,gyroX,gyroY,gyroZ
-0.17,-4.23,2.28,-0.0,0.03,-0.0
-0.15,-4.31,2.3,-0.0,0.03,-0.0
-0.19,-4.25,2.26,-0.0,0.03,-0.0
-0.13,-4.23,2.32,-0.0,0.03,0.0
-0.06,-4.33,2.28,-0.0,0.03,-0.0
-0.11,-4.21,2.32,-0.0,0.03,-0.0
-0.1,-4.19,2.22,-0.0,0.03,-0.0
-0.13,-4.21,2.26,-0.0,0.04,-0.0
-0.1,-4.21,2.36,-0.0,0.04,-0.0
-0.13,-4.29,2.32,-0.0,0.04,-0.0
-0.1,-4.25,2.24,-0.0,0.04,-0.0
-0.11,-4.25,2.28,-0.0,0.04,0.0
-0.1,-4.21,2.26,-0.0,0.04,-0.0
-0.11,-4.25,2.32,-0.0,0.04,-0.0
-0.13,-4.33,2.24,-0.0,0.04,-0.0
-0.15,-4.25,2.3,-0.0,0.04,-0.0
-0.11,-4.21,2.28,-0.0,0.04,-0.0
-0.11,-4.27,2.28,-0.0,0.04,-0.0
-0.08,-4.29,2.28,-0.0,0.04,-0.0
-0.17,-4.25,2.28,-0.0,0.04,-0.0
-0.17,-4.23,2.26,-0.0,0.04,-0.0
-0.15,-4.27,2.24,-0.0,0.04,-0.0
-0.21,-4.31,2.28,-0.0,0.04,-0.0
-0.17,-4.27,2.28,-0.0,0.04,-0.0
-0.21,-4.23,2.28,-0.0,0.04,-0.0
-0.19,-4.27,2.24,-0.0,0.04,-0.0
-0.15,-4.21,2.3,-0.0,0.04,-0.0
-0.17,-4.27,2.2,-0.0,0.04,-0.0
-0.11,-4.25,2.32,-0.0,0.04,-0.0
-0.17,-4.21,2.3,-0.0,0.04,-0.0
-0.11,-4.29,2.3,-0.01,0.04,0.0
-0.11,-4.16,2.18,-0.01,0.04,-0.0
-0.23,-4.25,2.32,-0.01,0.04,0.0
-0.19,-4.23,2.32,-0.01,0.04,0.0
-0.15,-4.29,2.28,-0.0,0.04,0.0
-0.17,-4.27,2.3,-0.0,0.04,0.0
-0.27,-4.23,2.32,-0.0,0.03,0.0
-0.17,-4.23,2.24,-0.0,0.03,0.0
-0.11,-4.25,2.38,-0.0,0.03,0.0
-0.17,-4.27,2.28,-0.0,0.03,-0.0
-0.19,-4.27,2.3,-0.0,0.03,-0.0
-0.11,-4.25,2.26,-0.0,0.03,-0.0
-0.17,-4.23,2.32,-0.0,0.03,-0.0
-0.19,-4.21,2.32,-0.0,0.04,-0.0
-0.17,-4.19,2.38,-0.0,0.04,-0.0
-0.15,-4.18,2.26,-0.0,0.04,-0.0
-0.1,-4.18,2.32,-0.0,0.04,-0.0
-0.17,-4.23,2.32,-0.0,0.03,0.0
-0.11,-4.23,2.24,-0.01,0.03,0.0
-0.13,-4.25,2.32,-0.01,0.03,0.0
-0.13,-4.31,2.28,-0.01,0.03,0.0
-0.08,-4.37,2.28,-0.0,0.03,0.0
-0.02,-4.29,2.3,-0.0,0.04,0.0
-0.11,-4.21,2.26,-0.0,0.04,0.0
-0.06,-4.19,2.28,-0.0,0.04,0.0
