accX,accY,accZ,gyroX,gyroY,gyroZ
-1.0,-4.98,-0.4,-0.03,0.27,-0.07
-0.98,-5.13,-0.31,-0.03,0.25,-0.06
-0.98,-5.27,-0.19,-0.03,0.25,-0.05
-0.96,-5.42,-0.13,-0.03,0.24,-0.05
-0.92,-5.52,-0.02,-0.03,0.24,-0.04
-0.9,-5.67,-0.02,-0.03,0.24,-0.03
-0.75,-5.84,0.04,-0.03,0.24,-0.03
-0.71,-5.86,0.15,-0.02,0.24,-0.02
-0.65,-5.8,0.19,-0.02,0.24,-0.01
-0.61,-5.84,0.23,-0.01,0.23,-0.01
-0.48,-5.75,0.23,0.0,0.23,-0.0
-0.4,-5.69,0.27,0.01,0.23,0.0
-0.33,-5.57,0.33,0.03,0.23,0.0
-0.29,-5.54,0.36,0.05,0.24,0.01
-0.25,-5.52,0.54,0.07,0.24,0.0
-0.21,-5.46,0.48,0.1,0.25,0.0
-0.19,-5.42,0.67,0.12,0.27,0.0
-0.21,-5.44,0.63,0.15,0.28,-0.0
-0.23,-5.31,0.59,0.17,0.29,-0.0
-0.25,-5.29,0.46,0.18,0.3,-0.0
-0.34,-5.31,0.23,0.17,0.32,0.0
-0.57,-5.29,-0.23,0.15,0.32,0.01
-0.56,-5.32,-0.44,0.11,0.32,0.02
-0.71,-5.36,-0.92,0.05,0.32,0.04
-0.9,-5.34,-1.44,-0.01,0.31,0.06
-1.03,-5.48,-1.9,-0.09,0.31,0.08
-1.17,-5.73,-2.41,-0.16,0.29,0.1
-1.42,-5.98,-3.16,-0.23,0.26,0.11
-1.82,-6.28,-3.85,-0.3,0.2,0.13
-2.15,-6.61,-4.29,-0.37,0.13,0.14
-2.36,-7.11,-4.46,-0.43,0.04,0.18
-2.32,-7.72,-4.46,-0.47,-0.05,0.22
-2.03,-8.22,-4.27,-0.46,-0.14,0.26
-1.63,-8.56,-4.0,-0.41,-0.2,0.3
-1.23,-8.71,-4.04,-0.32,-0.24,0.34
-0.79,-8.52,-4.18,-0.22,-0.25,0.38
-0.11,-8.2,-4.27,-0.14,-0.23,0.4
0.61,-7.57,-4.25,-0.11,-0.19,0.42
1.28,-6.78,-4.02,-0.1,-0.13,0.41
1.82,-6.0,-3.79,-0.1,-0.06,0.37
2.15,-5.17,-3.62,-0.1,0.0,0.33
2.39,-4.5,-3.35,-0.09,0.05,0.28
2.55,-3.98,-3.18,-0.08,0.1,0.23
2.6,-3.75,-2.87,-0.06,0.14,0.19
2.47,-3.62,-2.64,-0.03,0.18,0.15
2.3,-3.51,-2.43,0.01,0.23,0.11
1.74,-3.52,-2.32,0.06,0.27,0.07
1.13,-3.64,-2.16,0.11,0.31,0.04
0.56,-3.85,-2.26,0.14,0.33,0.01
0.06,-4.02,-2.18,0.15,0.34,-0.01
-0.38,-4.33,-2.22,0.13,0.34,-0.03
-0.86,-4.56,-2.16,0.09,0.33,-0.06
-1.23,-4.77,-2.09,0.04,0.3,-0.08
-1.4,-5.0,-2.01,-0.01,0.28,-0.1
-1.67,-5.32,-1.86,-0.06,0.25,-0.12
-1.72,-5.54,-1.76,-0.09,0.23,-0.13
-1.8,-5.63,-1.46,-0.11,0.2,-0.15
-1.72,-5.69,-1.53,-0.12,0.17,-0.16
