accX,accY,accZ,gyroX,gyroY,gyroZ
-1.02,-0.9,-1.86,0.16,0.08,0.05
-1.23,-0.69,-1.84,0.19,0.1,0.06
-1.26,-0.44,-1.57,0.21,0.09,0.07
-1.28,-0.04,-1.47,0.22,0.07,0.07
-1.19,0.27,-1.26,0.22,0.02,0.08
-1.07,0.59,-1.26,0.22,-0.04,0.09
-0.9,0.69,-1.26,0.2,-0.1,0.09
-0.67,0.8,-1.3,0.18,-0.15,0.09
-0.36,0.75,-1.42,0.17,-0.2,0.09
0.02,0.61,-1.47,0.15,-0.24,0.08
0.73,0.38,-1.65,0.13,-0.25,0.07
1.36,0.11,-1.86,0.11,-0.24,0.04
2.01,-0.33,-2.05,0.09,-0.2,0.01
2.57,-0.79,-2.24,0.08,-0.13,-0.03
2.59,-1.36,-2.47,0.07,-0.05,-0.05
2.18,-1.8,-3.05,0.05,0.01,-0.07
1.7,-2.03,-4.65,-0.04,0.03,-0.07
0.98,-1.84,-7.95,-0.29,-0.07,-0.07
0.13,-1.67,-12.53,-0.78,-0.26,-0.07
-0.29,-2.36,-15.21,-1.49,-0.47,-0.04
0.77,-4.67,-12.93,-2.14,-0.57,0.02
1.95,-7.76,-8.68,-2.33,-0.5,0.05
2.97,-11.55,-4.94,-2.07,-0.31,0.05
4.44,-15.23,-2.82,-1.61,-0.11,0.08
5.48,-18.04,-2.3,-1.15,0.03,0.09
5.78,-19.25,-2.72,-0.79,0.05,0.06
5.29,-18.87,-3.51,-0.52,-0.01,0.02
4.23,-17.87,-3.89,-0.34,-0.05,-0.0
3.22,-16.82,-3.81,-0.19,0.0,0.01
2.28,-15.82,-3.35,-0.05,0.14,0.04
1.59,-14.69,-2.83,0.07,0.29,0.06
1.09,-13.68,-2.38,0.16,0.39,0.06
0.8,-12.62,-2.15,0.17,0.45,0.06
0.59,-11.53,-1.95,0.08,0.48,0.06
0.1,-10.5,-1.59,-0.06,0.51,0.06
0.06,-9.81,-1.49,-0.21,0.52,0.08
0.08,-9.48,-1.65,-0.34,0.53,0.11
0.11,-9.58,-1.8,-0.44,0.53,0.13
0.29,-9.73,-1.93,-0.49,0.54,0.13
0.29,-9.98,-1.93,-0.5,0.55,0.13
0.38,-10.29,-1.95,-0.48,0.56,0.12
0.84,-10.36,-1.74,-0.45,0.58,0.11
1.24,-10.84,-1.67,-0.37,0.64,0.14
0.96,-11.28,-1.17,-0.27,0.7,0.17
1.72,-11.03,-1.46,-0.22,0.69,0.1
1.67,-11.2,-1.05,-0.16,0.75,0.08
2.15,-10.71,-1.17,-0.11,0.78,0.03
2.78,-10.06,-0.88,-0.06,0.83,0.03
3.12,-9.02,-0.92,0.02,0.87,0.04
3.01,-8.35,-0.67,0.11,0.91,0.06
2.66,-7.11,-0.92,0.18,0.91,0.05
2.6,-6.38,-0.8,0.22,0.93,0.08
2.01,-5.19,-1.19,0.23,0.89,0.07
1.84,-4.04,-1.26,0.23,0.87,0.09
1.78,-3.37,-1.38,0.22,0.87,0.16
1.19,-2.7,-1.17,0.21,0.85,0.22
0.57,-2.36,-1.17,0.2,0.82,0.22
0.13,-1.55,-1.44,0.19,0.77,0.15
0.31,-1.07,-1.51,0.16,0.76,0.16
