accX,accY,accZ,gyroX,gyroY,gyroZ
-0.29,-2.57,-0.86,0.03,0.03,-0.06
-0.46,-2.6,-0.77,0.04,-0.0,-0.05
-0.61,-2.76,-0.84,0.05,-0.03,-0.04
-0.63,-2.93,-0.92,0.06,-0.05,-0.03
-0.63,-3.1,-1.02,0.08,-0.07,-0.01
-0.63,-3.24,-0.77,0.09,-0.09,-0.01
-0.61,-3.12,-0.59,0.11,-0.13,-0.02
-0.59,-2.87,-0.61,0.12,-0.19,-0.02
-0.57,-2.64,-0.56,0.12,-0.25,-0.02
-0.65,-2.3,-0.54,0.13,-0.3,-0.02
-0.59,-1.99,-0.59,0.14,-0.35,-0.03
-0.63,-1.7,-0.65,0.14,-0.39,-0.03
-0.67,-1.36,-0.69,0.13,-0.42,-0.03
-0.73,-1.07,-0.71,0.1,-0.44,-0.03
-0.65,-0.69,-0.8,0.07,-0.47,-0.02
-0.71,-0.44,-0.77,0.01,-0.5,-0.01
-0.82,-0.33,-0.96,-0.05,-0.52,0.0
-0.94,-0.33,-1.02,-0.11,-0.54,0.01
-1.05,-0.27,-1.02,-0.15,-0.56,0.03
-1.21,-0.27,-1.19,-0.19,-0.59,0.05
-1.34,-0.48,-1.46,-0.21,-0.62,0.07
-1.49,-0.56,-1.61,-0.25,-0.64,0.08
-1.74,-0.61,-1.74,-0.29,-0.66,0.09
-1.86,-0.56,-1.8,-0.35,-0.69,0.1
-2.09,-0.59,-1.78,-0.41,-0.73,0.11
-2.34,-0.54,-1.76,-0.49,-0.79,0.12
-2.57,-0.57,-1.69,-0.55,-0.85,0.12
-2.7,-0.59,-1.63,-0.61,-0.91,0.14
-2.8,-0.57,-1.8,-0.66,-0.97,0.16
-2.72,-0.71,-1.88,-0.7,-1.04,0.17
-2.83,-0.69,-1.93,-0.74,-1.1,0.18
-2.6,-0.8,-1.99,-0.78,-1.15,0.21
-2.64,-0.71,-2.28,-0.81,-1.2,0.23
-2.55,-0.61,-2.28,-0.86,-1.25,0.26
-2.53,-0.84,-2.26,-0.92,-1.33,0.31
-2.07,-1.24,-2.49,-1.0,-1.38,0.35
-1.92,-1.47,-2.43,-1.03,-1.38,0.41
-1.69,-1.67,-2.47,-1.06,-1.38,0.48
-1.72,-2.41,-2.57,-1.12,-1.39,0.53
-1.97,-2.74,-2.49,-1.19,-1.41,0.58
-2.01,-2.97,-2.38,-1.22,-1.43,0.63
-1.88,-3.41,-2.49,-1.22,-1.45,0.68
-1.51,-3.52,-2.51,-1.21,-1.44,0.71
-1.51,-3.41,-2.59,-1.18,-1.41,0.75
-1.72,-3.51,-2.66,-1.18,-1.39,0.78
-1.8,-4.18,-2.6,-1.2,-1.41,0.81
-1.99,-4.5,-2.64,-1.19,-1.45,0.84
-2.18,-5.31,-2.57,-1.16,-1.49,0.85
-2.11,-5.82,-2.49,-1.13,-1.54,0.86
-2.55,-5.88,-2.47,-1.04,-1.56,0.86
-2.97,-6.17,-2.32,-0.98,-1.57,0.87
-3.56,-6.28,-1.82,-0.92,-1.61,0.89
-4.21,-6.53,-1.95,-0.86,-1.69,0.91
-5.15,-7.11,-2.2,-0.75,-1.78,0.94
-5.67,-7.41,-2.2,-0.48,-1.81,0.98
-5.8,-7.39,-2.11,-0.24,-1.87,1.03
-5.69,-7.22,-2.47,-0.06,-1.95,1.1
-5.61,-7.09,-2.91,0.07,-2.02,1.16
-5.73,-7.14,-3.24,0.17,-2.04,1.22
-6.28,-7.34,-3.26,0.24,-2.03,1.27
-7.43,-7.8,-3.03,0.33,-2.02,1.34
-8.79,-8.43,-2.66,0.43,-2.02,1.42
-10.17,-9.12,-2.43,0.53,-2.03,1.53
-11.45,-9.77,-2.53,0.64,-2.07,1.69
-13.83,-10.75,-2.09,0.74,-2.14,1.82
-15.38,-11.4,-2.43,0.79,-2.22,1.96
-17.18,-12.66,-2.66,0.93,-2.18,2.2
-18.67,-13.43,-1.61,1.1,-2.07,2.44
-17.41,-13.69,-0.48,1.27,-1.99,2.66
-14.15,-12.85,0.31,1.46,-1.89,2.82
-10.25,-11.45,0.67,1.68,-1.76,2.84
-4.65,-8.79,0.15,1.83,-1.56,2.75
0.11,-5.78,0.0,1.84,-1.28,2.6
2.7,-3.26,-0.15,1.65,-0.93,2.41
3.2,-1.76,0.13,1.23,-0.71,2.29
2.49,-0.98,0.56,0.86,-0.61,2.2
0.82,-0.73,0.82,0.59,-0.6,2.16
-0.44,-1.11,0.61,0.5,-0.66,2.17
-2.59,-1.36,0.02,0.56,-0.72,2.19
-3.66,-1.51,-0.84,0.71,-0.74,2.22
-4.16,-1.19,-0.84,0.83,-0.69,2.21
-3.45,-0.73,-0.29,0.87,-0.56,2.16
-5.92,-0.59,0.8,0.86,-0.39,1.99
-6.44,-0.52,1.88,0.8,-0.29,1.87
-6.26,-0.57,1.9,0.78,-0.33,1.76
-8.06,-0.46,2.15,0.8,-0.43,1.6
-9.02,0.42,1.84,0.79,-0.59,1.47
-10.19,0.98,1.84,0.76,-0.76,1.36
-10.07,2.16,1.93,0.77,-0.91,1.3
-9.6,2.6,1.8,0.79,-1.05,1.29
-9.12,3.28,1.4,0.8,-1.12,1.29
-8.79,4.1,1.63,0.78,-1.17,1.31
-8.43,4.58,2.01,0.75,-1.24,1.37
-7.03,4.48,2.18,0.72,-1.34,1.47
-5.15,4.35,1.84,0.72,-1.42,1.6
-3.81,3.95,1.67,0.74,-1.46,1.74
-3.03,3.43,1.7,0.74,-1.47,1.86
-2.72,2.93,1.84,0.71,-1.51,1.92
-2.8,2.01,2.15,0.62,-1.59,1.88
-2.7,1.72,2.51,0.5,-1.66,1.74
-3.64,1.17,2.87,0.37,-1.66,1.54
-5.15,1.61,3.35,0.3,-1.57,1.27
-6.53,2.13,4.1,0.25,-1.39,0.92
-8.54,2.93,5.0,0.22,-1.22,0.61
-9.56,3.96,5.59,0.17,-1.05,0.29
-9.73,4.77,5.9,0.09,-0.9,-0.03
-9.84,5.69,5.15,0.01,-0.75,-0.33
-9.39,6.07,4.44,-0.04,-0.58,-0.58
-7.83,7.22,2.83,-0.01,-0.28,-0.71
-5.82,6.7,2.66,0.04,0.1,-0.71
-4.12,5.92,3.39,0.06,0.4,-0.64
-2.24,4.83,3.96,0.0,0.47,-0.53
-1.02,3.58,3.81,-0.11,0.27,-0.46
-0.4,2.22,3.29,-0.19,0.02,-0.38
-0.5,1.21,2.85,-0.22,-0.25,-0.3
-1.17,0.33,2.51,-0.22,-0.49,-0.21
-1.67,-0.33,1.93,-0.19,-0.67,-0.13
-1.9,-0.94,1.63,-0.16,-0.79,-0.08
-1.55,-0.92,0.84,-0.11,-0.87,-0.09
-1.97,-1.07,0.84,-0.1,-0.86,-0.12
-1.99,-0.92,0.96,-0.06,-0.8,-0.19
-1.97,-0.29,1.23,-0.0,-0.74,-0.3
-1.8,0.29,1.28,0.06,-0.63,-0.38
-1.63,1.09,1.47,0.12,-0.53,-0.44
-1.4,1.76,1.61,0.16,-0.43,-0.47
-1.36,2.45,2.03,0.19,-0.37,-0.51
-1.15,2.85,2.32,0.2,-0.35,-0.53
-1.0,3.2,2.49,0.19,-0.38,-0.55
-0.98,3.24,2.74,0.17,-0.42,-0.56
-0.86,3.31,2.91,0.16,-0.48,-0.56
-0.88,3.24,3.05,0.14,-0.54,-0.56
-0.92,2.83,3.31,0.12,-0.6,-0.55
-1.02,2.51,3.58,0.12,-0.64,-0.53
-1.09,2.16,3.85,0.13,-0.68,-0.52
