accX,accY,accZ,gyroX,gyroY,gyroZ
0.75,-1.19,-3.58,-0.08,0.41,-0.16
0.67,-1.24,-3.56,-0.08,0.42,-0.16
0.63,-1.24,-3.56,-0.07,0.43,-0.16
0.57,-1.28,-3.56,-0.06,0.45,-0.15
0.57,-1.32,-3.52,-0.05,0.46,-0.15
0.48,-1.36,-3.54,-0.04,0.48,-0.15
0.4,-1.4,-3.51,-0.02,0.49,-0.15
0.4,-1.42,-3.49,-0.01,0.51,-0.15
0.34,-1.42,-3.45,0.01,0.52,-0.15
0.29,-1.53,-3.33,0.04,0.52,-0.14
0.31,-1.65,-3.41,0.07,0.53,-0.14
0.25,-1.65,-3.26,0.1,0.54,-0.14
0.31,-1.74,-3.16,0.15,0.55,-0.14
0.33,-1.82,-3.12,0.19,0.57,-0.14
0.38,-1.88,-3.01,0.23,0.59,-0.14
0.34,-1.76,-2.95,0.26,0.62,-0.15
0.46,-1.76,-2.93,0.29,0.65,-0.15
0.4,-1.69,-2.82,0.32,0.69,-0.16
0.31,-1.7,-2.62,0.35,0.72,-0.16
0.31,-1.63,-2.43,0.39,0.76,-0.16
0.06,-1.63,-2.43,0.43,0.81,-0.16
0.13,-1.76,-2.38,0.48,0.86,-0.15
0.0,-2.05,-2.47,0.53,0.92,-0.14
0.29,-2.22,-2.72,0.56,0.96,-0.12
0.36,-2.3,-3.14,0.59,0.98,-0.11
0.21,-2.36,-3.1,0.58,1.0,-0.13
0.36,-2.22,-3.01,0.58,0.99,-0.18
0.44,-2.01,-2.89,0.57,0.96,-0.25
0.5,-1.76,-2.93,0.58,0.93,-0.31
0.65,-1.61,-2.7,0.59,0.91,-0.36
0.84,-1.17,-2.97,0.61,0.89,-0.4
0.52,-1.17,-2.53,0.6,0.91,-0.43
0.36,-1.19,-2.41,0.59,0.9,-0.46
0.34,-1.09,-2.32,0.58,0.89,-0.51
0.34,-1.26,-2.45,0.55,0.87,-0.54
0.1,-1.51,-2.47,0.5,0.87,-0.56
0.29,-1.95,-2.64,0.45,0.88,-0.58
0.29,-2.53,-2.6,0.42,0.89,-0.61
0.42,-2.7,-2.91,0.41,0.87,-0.65
0.88,-2.51,-3.28,0.42,0.87,-0.68
1.11,-2.6,-3.49,0.42,0.88,-0.7
1.21,-2.49,-3.58,0.43,0.88,-0.73
1.65,-1.97,-3.93,0.45,0.86,-0.76
1.93,-1.51,-4.21,0.46,0.87,-0.78
2.03,-0.98,-4.44,0.44,0.88,-0.8
1.97,-0.52,-4.5,0.39,0.91,-0.81
1.99,-0.06,-4.42,0.34,0.94,-0.8
2.07,0.36,-4.42,0.31,0.99,-0.79
2.28,0.94,-4.56,0.31,1.04,-0.75
2.43,1.38,-4.65,0.31,1.08,-0.69
2.57,1.72,-4.67,0.32,1.12,-0.63
2.78,2.13,-4.56,0.32,1.16,-0.58
3.05,2.36,-4.25,0.32,1.17,-0.54
3.52,2.55,-4.48,0.31,1.18,-0.5
3.77,2.68,-4.71,0.28,1.18,-0.49
3.75,2.91,-4.71,0.22,1.19,-0.5
3.72,3.01,-4.77,0.14,1.2,-0.52
3.93,3.16,-4.87,0.06,1.21,-0.52
3.93,3.01,-4.87,-0.02,1.22,-0.51
3.95,2.83,-4.64,-0.12,1.24,-0.5
4.0,2.45,-4.42,-0.2,1.26,-0.49
4.1,2.05,-4.35,-0.26,1.28,-0.46
3.91,1.69,-4.29,-0.3,1.3,-0.45
3.79,1.53,-4.33,-0.32,1.3,-0.44
3.7,1.38,-4.29,-0.34,1.29,-0.44
3.56,1.23,-4.18,-0.34,1.29,-0.42
3.51,1.09,-4.02,-0.34,1.28,-0.39
3.51,0.88,-3.95,-0.35,1.26,-0.36
3.56,0.63,-3.52,-0.35,1.23,-0.32
3.68,0.46,-3.52,-0.35,1.21,-0.27
3.85,0.4,-3.64,-0.34,1.19,-0.22
3.89,0.21,-3.41,-0.33,1.19,-0.18
3.91,0.21,-3.22,-0.31,1.22,-0.16
3.98,0.29,-3.1,-0.29,1.26,-0.14
4.0,0.44,-2.83,-0.28,1.29,-0.11
3.93,0.56,-2.49,-0.27,1.32,-0.07
3.83,0.79,-2.34,-0.27,1.35,-0.04
3.83,1.03,-2.13,-0.28,1.38,-0.01
4.02,1.34,-1.95,-0.31,1.41,0.02
3.77,1.36,-2.01,-0.35,1.43,0.05
3.79,1.53,-1.88,-0.4,1.46,0.09
3.91,1.72,-2.05,-0.46,1.49,0.12
3.96,1.67,-1.97,-0.57,1.55,0.15
