accX,accY,accZ,gyroX,gyroY,gyroZ
0.5,-4.46,-0.15,0.03,-0.11,0.07
0.42,-4.42,-0.25,0.03,-0.11,0.07
0.44,-4.46,-0.42,0.02,-0.11,0.08
0.48,-4.48,-0.69,0.01,-0.1,0.08
0.44,-4.52,-0.82,-0.01,-0.1,0.09
0.57,-4.6,-1.0,-0.02,-0.09,0.09
0.59,-4.73,-1.07,-0.04,-0.08,0.09
0.69,-4.9,-1.0,-0.06,-0.07,0.09
0.65,-5.0,-0.88,-0.07,-0.07,0.09
0.5,-5.23,-0.69,-0.07,-0.07,0.08
0.36,-5.46,-0.36,-0.06,-0.08,0.08
0.23,-5.59,-0.25,-0.03,-0.09,0.08
0.06,-5.82,0.0,0.0,-0.1,0.07
-0.06,-5.82,0.02,0.05,-0.12,0.07
-0.36,-5.96,0.06,0.09,-0.14,0.06
-0.52,-6.0,0.0,0.13,-0.15,0.05
-0.67,-5.86,-0.11,0.16,-0.17,0.04
-0.8,-5.65,-0.48,0.18,-0.18,0.03
-0.82,-5.42,-0.73,0.19,-0.19,0.02
-0.63,-5.04,-1.05,0.19,-0.19,0.0
-0.23,-4.81,-1.28,0.19,-0.19,-0.01
0.04,-4.56,-1.42,0.17,-0.18,-0.02
0.59,-4.29,-1.51,0.14,-0.17,-0.04
1.07,-4.02,-1.53,0.1,-0.14,-0.05
1.47,-3.91,-1.72,0.05,-0.12,-0.06
1.84,-3.89,-1.55,0.0,-0.09,-0.07
2.01,-3.85,-1.59,-0.04,-0.06,-0.07
2.24,-3.95,-1.53,-0.09,-0.02,-0.06
2.2,-3.98,-1.42,-0.13,0.02,-0.06
2.15,-4.08,-1.36,-0.15,0.06,-0.05
2.07,-4.08,-1.4,-0.16,0.1,-0.04
1.72,-4.18,-1.26,-0.17,0.14,-0.03
1.49,-4.29,-1.38,-0.17,0.17,-0.03
1.21,-4.33,-1.46,-0.18,0.2,-0.02
0.96,-4.46,-1.55,-0.18,0.21,-0.02
0.84,-4.6,-1.51,-0.17,0.23,-0.03
0.56,-4.83,-1.51,-0.17,0.24,-0.03
0.46,-4.9,-1.51,-0.16,0.24,-0.04
0.25,-5.08,-1.47,-0.15,0.24,-0.04
0.13,-5.27,-1.36,-0.14,0.23,-0.04
0.02,-5.36,-1.3,-0.13,0.22,-0.04
-0.04,-5.42,-1.23,-0.11,0.21,-0.04
-0.13,-5.34,-1.19,-0.09,0.2,-0.04
-0.1,-5.23,-1.05,-0.07,0.19,-0.04
-0.21,-5.11,-1.0,-0.05,0.18,-0.03
-0.15,-4.98,-1.0,-0.04,0.18,-0.03
-0.11,-4.73,-0.98,-0.04,0.17,-0.02
-0.15,-4.46,-1.03,-0.04,0.17,-0.02
-0.17,-4.27,-0.98,-0.05,0.17,-0.01
-0.11,-4.16,-0.9,-0.06,0.18,-0.01
-0.06,-4.06,-0.88,-0.08,0.19,-0.02
0.0,-3.96,-0.92,-0.09,0.2,-0.02
-0.08,-4.06,-0.84,-0.11,0.21,-0.02
-0.13,-4.12,-0.86,-0.13,0.22,-0.03
-0.15,-4.23,-0.77,-0.15,0.23,-0.03
-0.21,-4.42,-0.8,-0.17,0.24,-0.04
-0.25,-4.54,-0.86,-0.18,0.24,-0.04
-0.34,-4.56,-0.84,-0.2,0.23,-0.04
-0.33,-4.54,-0.94,-0.21,0.21,-0.05
-0.4,-4.44,-0.94,-0.22,0.2,-0.05
-0.44,-4.31,-0.94,-0.24,0.18,-0.05
-0.44,-4.23,-1.02,-0.25,0.17,-0.05
-0.38,-4.08,-1.02,-0.25,0.15,-0.06
-0.44,-4.0,-1.09,-0.26,0.13,-0.06
-0.4,-3.96,-1.17,-0.27,0.11,-0.07
-0.34,-3.79,-1.13,-0.28,0.09,-0.08
-0.29,-3.85,-1.15,-0.28,0.07,-0.09
-0.21,-3.77,-1.17,-0.29,0.06,-0.1
-0.17,-3.73,-1.24,-0.31,0.05,-0.11
-0.06,-3.75,-1.3,-0.33,0.05,-0.12
0.02,-3.68,-1.44,-0.35,0.04,-0.13
0.0,-3.52,-1.47,-0.38,0.04,-0.14
0.04,-3.43,-1.44,-0.41,0.04,-0.15
0.04,-3.39,-1.47,-0.44,0.03,-0.15
0.02,-3.28,-1.42,-0.46,0.03,-0.16
-0.06,-3.26,-1.38,-0.49,0.02,-0.16
-0.08,-3.35,-1.23,-0.51,0.02,-0.16
-0.1,-3.41,-1.17,-0.53,0.01,-0.17
-0.06,-3.47,-0.98,-0.55,0.01,-0.17
-0.13,-3.58,-0.82,-0.56,0.0,-0.17
0.0,-3.66,-0.94,-0.58,0.0,-0.17
0.0,-3.64,-1.13,-0.61,-0.0,-0.18
0.11,-3.66,-1.21,-0.65,-0.01,-0.17
0.1,-3.64,-1.26,-0.69,-0.02,-0.17
0.19,-3.58,-1.34,-0.73,-0.03,-0.17
0.27,-3.62,-1.49,-0.77,-0.04,-0.16
0.19,-3.54,-1.46,-0.81,-0.04,-0.16
0.13,-3.6,-1.49,-0.85,-0.03,-0.16
0.21,-3.72,-1.4,-0.88,-0.02,-0.16
0.15,-3.75,-1.23,-0.89,-0.02,-0.16
0.11,-3.83,-1.17,-0.89,-0.02,-0.17
0.02,-3.81,-1.0,-0.88,-0.02,-0.18
