accX,accY,accZ,gyroX,gyroY,gyroZ
-2.97,-6.47,-4.5,-0.77,0.45,0.41
-3.22,-8.06,-4.06,-0.86,0.45,0.49
-3.24,-9.46,-3.43,-0.89,0.43,0.55
-2.95,-10.69,-2.57,-0.84,0.38,0.58
-2.59,-11.32,-1.93,-0.72,0.3,0.57
-1.88,-11.49,-1.65,-0.52,0.18,0.52
-1.02,-10.99,-1.63,-0.27,0.03,0.44
-0.46,-10.3,-1.78,-0.04,-0.09,0.36
-0.19,-9.25,-1.84,0.12,-0.19,0.28
0.06,-8.54,-1.72,0.21,-0.26,0.22
0.19,-7.89,-1.69,0.25,-0.31,0.17
0.21,-7.35,-1.47,0.23,-0.33,0.14
0.15,-7.14,-1.24,0.17,-0.32,0.12
-0.23,-7.16,-0.86,0.08,-0.3,0.1
-0.44,-7.6,-0.38,-0.01,-0.25,0.08
-0.9,-8.14,0.1,-0.1,-0.2,0.06
-1.23,-8.77,0.48,-0.18,-0.15,0.04
-1.38,-9.37,0.88,-0.23,-0.11,0.0
-1.32,-9.65,1.03,-0.26,-0.08,-0.03
-1.3,-9.75,0.92,-0.28,-0.05,-0.09
-1.02,-9.65,0.73,-0.29,-0.03,-0.14
-0.94,-9.44,0.42,-0.3,-0.02,-0.19
-0.84,-9.12,0.11,-0.3,-0.01,-0.23
-0.75,-8.7,-0.29,-0.3,-0.02,-0.27
-0.65,-8.14,-0.57,-0.3,-0.03,-0.29
-0.59,-7.66,-0.71,-0.3,-0.05,-0.28
-0.36,-7.13,-0.61,-0.31,-0.08,-0.28
-0.25,-6.53,-0.92,-0.31,-0.12,-0.28
-0.17,-6.01,-1.15,-0.34,-0.16,-0.27
0.11,-5.9,-1.13,-0.39,-0.18,-0.25
0.19,-5.67,-1.02,-0.46,-0.18,-0.25
0.19,-5.46,-1.13,-0.52,-0.16,-0.25
0.13,-5.29,-1.28,-0.55,-0.15,-0.26
0.15,-5.17,-1.17,-0.57,-0.15,-0.27
0.21,-4.87,-1.23,-0.56,-0.14,-0.27
0.21,-4.62,-1.05,-0.54,-0.13,-0.26
0.34,-4.29,-0.88,-0.49,-0.11,-0.24
0.4,-3.85,-0.75,-0.42,-0.08,-0.21
0.29,-3.51,-0.34,-0.34,-0.04,-0.16
0.23,-3.01,0.08,-0.25,-0.01,-0.12
0.0,-2.41,0.5,-0.17,0.01,-0.06
-0.25,-1.78,0.9,-0.08,0.02,-0.01
-0.33,-1.17,1.03,0.01,0.0,0.04
-0.4,-0.31,1.09,0.08,-0.03,0.09
-0.25,0.36,1.0,0.13,-0.06,0.12
-0.06,1.0,0.84,0.14,-0.08,0.13
0.13,1.61,0.71,0.12,-0.09,0.13
0.25,1.95,0.4,0.05,-0.08,0.11
0.17,2.22,0.15,-0.05,-0.06,0.09
0.13,2.24,-0.42,-0.19,-0.05,0.07
-0.04,1.95,-0.79,-0.34,-0.04,0.05
-0.25,1.59,-1.07,-0.5,-0.05,0.05
-0.46,1.23,-1.36,-0.63,-0.07,0.07
-0.86,0.71,-1.65,-0.73,-0.11,0.12
-1.28,0.0,-1.95,-0.79,-0.17,0.18
-1.61,-0.54,-2.26,-0.81,-0.24,0.26
-1.82,-1.19,-2.47,-0.79,-0.32,0.34
-1.95,-1.61,-2.74,-0.74,-0.4,0.4
-2.07,-2.15,-3.05,-0.68,-0.47,0.45
-2.18,-2.38,-3.1,-0.61,-0.55,0.49
-2.16,-2.47,-3.2,-0.54,-0.62,0.51
-2.03,-2.49,-3.22,-0.48,-0.69,0.52
-1.97,-2.38,-3.28,-0.44,-0.75,0.51
-2.01,-2.3,-3.29,-0.42,-0.78,0.5
-1.82,-2.15,-3.54,-0.43,-0.8,0.48
-1.61,-2.11,-3.83,-0.46,-0.81,0.47
-1.21,-2.15,-4.29,-0.53,-0.82,0.47
-0.71,-2.49,-4.65,-0.62,-0.86,0.48
-0.36,-2.91,-5.0,-0.73,-0.91,0.49
-0.04,-3.47,-5.29,-0.84,-0.97,0.49
0.11,-4.18,-5.48,-0.94,-1.04,0.5
0.29,-5.06,-5.29,-1.01,-1.12,0.5
0.34,-6.05,-5.27,-1.05,-1.2,0.49
0.52,-7.41,-5.15,-1.04,-1.25,0.48
0.44,-8.64,-4.81,-0.99,-1.29,0.45
0.36,-9.84,-4.16,-0.91,-1.31,0.41
0.1,-11.03,-3.2,-0.81,-1.31,0.35
-0.36,-12.01,-2.3,-0.72,-1.31,0.29
-0.86,-12.79,-1.51,-0.63,-1.31,0.24
-1.24,-13.12,-1.26,-0.56,-1.31,0.21
-1.47,-13.08,-1.23,-0.52,-1.35,0.21
-1.3,-12.72,-1.32,-0.52,-1.41,0.22
-1.26,-12.05,-1.92,-0.52,-1.51,0.26
-1.17,-11.53,-2.28,-0.55,-1.6,0.32
-1.24,-11.24,-2.13,-0.59,-1.68,0.42
-1.13,-11.42,-1.67,-0.59,-1.76,0.52
-0.94,-11.8,-1.02,-0.5,-1.83,0.62
-0.52,-11.84,-0.5,-0.33,-1.88,0.7
0.02,-11.17,-0.11,-0.13,-1.91,0.74
0.88,-9.75,-0.08,0.02,-1.92,0.72
1.97,-8.04,-0.27,0.07,-1.91,0.65
3.45,-6.38,-1.28,0.03,-1.88,0.55
4.33,-5.21,-1.95,-0.08,-1.82,0.46
4.44,-4.48,-2.09,-0.23,-1.75,0.4
4.29,-4.37,-1.93,-0.39,-1.7,0.37
3.54,-4.25,-1.19,-0.52,-1.67,0.39
2.6,-4.6,-0.21,-0.59,-1.67,0.45
2.16,-4.81,0.52,-0.61,-1.68,0.55
1.97,-4.42,1.21,-0.55,-1.66,0.64
1.38,-3.37,1.53,-0.43,-1.59,0.71
0.8,-1.63,1.24,-0.28,-1.49,0.75
0.29,-0.56,0.63,-0.18,-1.34,0.77
-0.17,0.67,0.36,-0.16,-1.19,0.72
-0.86,1.67,-0.19,-0.21,-1.1,0.62
-1.53,2.36,-0.61,-0.29,-1.04,0.51
-2.55,2.8,-1.02,-0.36,-1.02,0.4
-3.12,3.08,-1.42,-0.42,-1.06,0.31
-3.77,3.66,-1.82,-0.44,-1.13,0.21
-3.77,4.44,-2.87,-0.45,-1.21,0.14
