accX,accY,accZ,gyroX,gyroY,gyroZ
-0.08,-4.0,-2.89,-0.51,0.02,0.0
-0.15,-3.98,-2.85,-0.51,0.02,0.0
-0.21,-3.98,-2.87,-0.52,0.02,-0.0
-0.17,-3.98,-2.93,-0.52,0.02,-0.01
-0.15,-4.08,-2.95,-0.52,0.02,-0.02
-0.08,-3.91,-2.93,-0.53,0.02,-0.02
-0.15,-3.91,-3.03,-0.53,0.02,-0.03
-0.11,-3.85,-3.03,-0.54,0.02,-0.03
-0.11,-3.79,-3.05,-0.54,0.02,-0.04
-0.17,-3.73,-2.99,-0.56,0.01,-0.05
-0.19,-3.66,-3.05,-0.57,0.01,-0.05
-0.08,-3.73,-3.1,-0.58,0.0,-0.05
-0.17,-3.7,-3.14,-0.59,0.0,-0.05
-0.13,-3.72,-3.24,-0.6,0.0,-0.05
-0.08,-3.72,-3.2,-0.62,-0.0,-0.06
-0.11,-3.73,-3.16,-0.63,-0.0,-0.06
-0.04,-3.54,-3.22,-0.65,-0.0,-0.06
-0.08,-3.58,-3.2,-0.67,-0.0,-0.06
-0.06,-3.6,-3.29,-0.69,-0.01,-0.06
0.02,-3.56,-3.37,-0.7,-0.01,-0.06
0.04,-3.62,-3.35,-0.72,-0.0,-0.06
0.08,-3.43,-3.29,-0.73,-0.0,-0.05
-0.04,-4.35,-3.77,-0.74,0.0,-0.05
0.04,-3.41,-3.31,-0.77,0.0,-0.04
0.17,-3.56,-3.47,-0.77,0.01,-0.04
0.11,-3.58,-3.45,-0.77,0.01,-0.03
0.06,-3.54,-3.51,-0.78,0.01,-0.02
0.17,-3.56,-3.54,-0.79,0.01,-0.01
0.08,-3.49,-3.52,-0.8,0.01,-0.0
-0.02,-3.56,-3.43,-0.81,0.01,0.0
0.11,-3.45,-3.66,-0.82,0.02,0.0
0.11,-3.45,-3.56,-0.83,0.02,0.02
0.15,-3.47,-3.62,-0.84,0.02,0.03
0.25,-3.54,-3.7,-0.85,0.01,0.04
0.11,-3.31,-3.66,-0.87,0.01,0.04
0.19,-3.33,-3.75,-0.87,0.01,0.04
0.13,-3.12,-3.72,-0.89,0.01,0.03
0.19,-3.28,-3.81,-0.91,0.01,0.04
0.25,-3.33,-4.06,-0.91,0.0,0.05
0.23,-3.24,-3.98,-0.92,0.0,0.06
0.23,-3.16,-3.96,-0.94,0.0,0.06
0.27,-3.2,-3.98,-0.96,-0.0,0.08
0.25,-3.22,-4.04,-0.97,0.0,0.07
0.29,-2.85,-4.12,-0.99,0.01,0.05
0.46,-3.14,-4.12,-1.01,0.01,0.06
0.29,-2.95,-4.1,-1.02,0.01,0.07
0.02,-3.06,-4.29,-1.03,0.02,0.07
0.44,-3.1,-4.33,-1.06,0.02,0.09
0.08,-2.78,-4.27,-1.08,0.03,0.07
0.1,-2.89,-4.44,-1.08,0.03,0.06
