accX,accY,accZ,gyroX,gyroY,gyroZ
-0.15,-4.9,0.11,0.14,0.4,-0.05
-0.11,-4.85,0.06,0.15,0.39,-0.07
-0.31,-4.88,0.02,0.16,0.37,-0.07
-0.56,-4.87,-0.04,0.16,0.35,-0.07
-0.71,-4.83,-0.27,0.15,0.32,-0.06
-0.59,-4.69,-0.56,0.14,0.3,-0.04
-0.5,-4.69,-0.56,0.11,0.27,-0.03
-0.44,-4.88,-0.57,0.09,0.26,-0.02
-0.33,-5.02,-0.36,0.06,0.24,-0.02
-0.33,-5.36,-0.02,0.06,0.23,-0.02
-0.56,-5.61,0.38,0.06,0.22,-0.03
-0.75,-5.78,0.46,0.08,0.21,-0.03
-0.96,-6.07,0.5,0.09,0.2,-0.03
-1.0,-6.42,0.61,0.09,0.2,-0.03
-0.98,-6.7,0.79,0.08,0.21,-0.03
-0.88,-7.05,1.21,0.07,0.23,-0.03
-0.96,-7.22,1.24,0.07,0.25,-0.03
-1.15,-7.18,1.21,0.09,0.26,-0.01
-1.28,-6.97,0.79,0.11,0.26,0.0
-1.09,-6.82,0.44,0.14,0.26,0.02
-0.82,-6.47,0.17,0.16,0.26,0.02
-0.69,-6.21,-0.02,0.18,0.27,0.02
-0.33,-5.77,-0.65,0.19,0.28,0.01
0.11,-5.25,-1.3,0.17,0.31,0.0
0.61,-5.06,-2.01,0.12,0.34,-0.01
1.02,-4.85,-2.41,0.06,0.38,-0.02
0.98,-4.81,-2.78,-0.0,0.41,-0.02
1.3,-4.54,-3.33,-0.05,0.43,-0.01
1.26,-4.14,-3.79,-0.09,0.43,0.01
1.15,-3.81,-4.23,-0.13,0.43,0.03
1.07,-3.68,-4.33,-0.17,0.41,0.06
0.61,-3.39,-4.67,-0.21,0.37,0.11
0.08,-3.43,-4.88,-0.26,0.33,0.15
-0.17,-3.66,-4.73,-0.32,0.28,0.2
-0.25,-3.96,-4.1,-0.39,0.21,0.25
-0.1,-4.16,-3.56,-0.45,0.13,0.28
0.0,-4.96,-2.6,-0.46,0.06,0.3
0.13,-5.54,-2.05,-0.44,0.01,0.29
0.19,-6.15,-1.55,-0.42,-0.03,0.29
0.29,-6.57,-1.38,-0.41,-0.05,0.29
0.36,-6.91,-1.4,-0.42,-0.05,0.28
0.36,-7.28,-1.4,-0.41,-0.05,0.26
0.42,-7.43,-1.44,-0.39,-0.05,0.24
0.36,-7.47,-1.47,-0.35,-0.03,0.2
0.29,-7.35,-1.49,-0.27,-0.01,0.15
0.25,-7.16,-1.42,-0.17,0.01,0.07
0.19,-6.93,-1.17,-0.05,0.02,-0.03
0.11,-6.61,-1.17,0.09,0.02,-0.13
0.11,-5.73,-1.03,0.21,0.04,-0.23
0.19,-4.9,-1.05,0.3,0.07,-0.31
0.0,-4.52,-0.84,0.37,0.1,-0.36
-0.04,-3.77,-0.92,0.39,0.12,-0.4
-0.4,-3.33,-0.79,0.36,0.14,-0.41
-0.79,-3.1,-0.63,0.3,0.13,-0.4
-1.09,-3.06,-0.57,0.22,0.1,-0.39
-1.26,-3.03,-0.46,0.14,0.05,-0.37
-1.32,-3.03,-0.34,0.07,0.01,-0.35
-1.05,-3.05,-0.17,0.04,-0.03,-0.34
-0.88,-3.08,-0.04,0.03,-0.07,-0.33
-0.82,-3.06,-0.04,0.04,-0.1,-0.34
-0.77,-2.85,-0.15,0.06,-0.13,-0.34
-0.67,-2.53,-0.33,0.06,-0.15,-0.35
-0.69,-2.09,-0.56,0.06,-0.17,-0.37
-0.86,-1.72,-0.73,0.04,-0.2,-0.4
-0.71,-1.38,-0.73,-0.01,-0.23,-0.42
-0.8,-1.32,-0.73,-0.07,-0.26,-0.44
-0.46,-1.46,-0.59,-0.14,-0.28,-0.44
-0.21,-1.86,-0.34,-0.2,-0.28,-0.44
0.11,-2.43,-0.21,-0.26,-0.28,-0.44
0.36,-2.85,-0.04,-0.3,-0.27,-0.44
0.67,-3.45,0.0,-0.33,-0.27,-0.43
0.98,-3.96,0.08,-0.34,-0.27,-0.42
1.0,-4.58,0.11,-0.33,-0.28,-0.4
1.24,-4.83,-0.15,-0.3,-0.3,-0.39
1.17,-4.96,-0.25,-0.27,-0.31,-0.37
1.32,-5.04,-0.5,-0.24,-0.32,-0.36
1.4,-5.0,-0.71,-0.22,-0.32,-0.36
1.38,-4.98,-0.79,-0.2,-0.33,-0.35
1.49,-4.85,-0.88,-0.18,-0.33,-0.35
1.49,-4.77,-0.9,-0.15,-0.32,-0.33
1.36,-4.64,-0.86,-0.1,-0.31,-0.3
1.26,-4.52,-0.8,-0.05,-0.29,-0.26
1.17,-4.39,-0.79,-0.01,-0.28,-0.23
1.0,-4.16,-0.86,0.03,-0.26,-0.2
0.98,-4.18,-0.75,0.06,-0.24,-0.18
0.86,-4.04,-0.73,0.08,-0.22,-0.15
0.79,-3.98,-0.71,0.09,-0.21,-0.14
0.79,-4.0,-0.67,0.08,-0.2,-0.12
0.79,-4.1,-0.71,0.07,-0.21,-0.1
0.65,-4.16,-0.57,0.06,-0.22,-0.09
0.5,-4.39,-0.48,0.05,-0.23,-0.08
0.4,-4.58,-0.42,0.03,-0.25,-0.07
0.27,-4.85,-0.42,0.02,-0.26,-0.06
0.23,-5.06,-0.5,0.01,-0.28,-0.05
0.02,-5.38,-0.46,0.02,-0.31,-0.04
-0.02,-5.77,-0.42,0.03,-0.34,-0.04
0.02,-6.15,-0.4,0.05,-0.38,-0.04
-0.06,-6.76,-0.27,0.08,-0.41,-0.04
0.13,-7.01,-0.36,0.13,-0.44,-0.06
0.13,-7.41,-0.25,0.2,-0.45,-0.08
-0.08,-7.68,-0.1,0.27,-0.45,-0.09
0.15,-7.68,0.15,0.36,-0.47,-0.1
0.27,-7.58,0.25,0.43,-0.48,-0.12
0.13,-7.26,0.29,0.48,-0.5,-0.13
0.17,-6.95,0.38,0.5,-0.51,-0.15
-0.06,-6.55,0.54,0.48,-0.52,-0.16
-0.27,-6.42,0.82,0.43,-0.53,-0.15
-0.31,-6.21,1.05,0.37,-0.53,-0.15
-0.11,-6.21,1.28,0.3,-0.52,-0.14
