accX,accY,accZ,gyroX,gyroY,gyroZ
1.03,-4.65,-0.02,0.14,0.12,-0.5
0.96,-4.41,0.06,0.15,0.11,-0.51
0.67,-4.23,0.17,0.17,0.1,-0.51
0.36,-4.08,0.13,0.18,0.09,-0.51
-0.08,-3.77,0.17,0.19,0.08,-0.51
-0.56,-3.37,0.19,0.2,0.07,-0.49
-0.65,-3.06,0.02,0.21,0.07,-0.48
-0.67,-2.57,-0.06,0.23,0.06,-0.45
-0.82,-2.09,-0.27,0.25,0.05,-0.43
-1.03,-1.8,-0.33,0.27,0.05,-0.39
-1.07,-1.44,-0.34,0.31,0.08,-0.33
-1.23,-1.3,0.06,0.37,0.12,-0.27
-0.92,-1.26,0.25,0.41,0.14,-0.21
-0.52,-1.13,0.57,0.45,0.15,-0.17
0.08,-1.03,0.69,0.48,0.15,-0.12
0.46,-0.82,0.69,0.49,0.14,-0.09
0.77,-0.67,0.57,0.48,0.11,-0.06
0.79,-0.61,0.29,0.46,0.1,-0.05
1.11,-0.52,0.08,0.44,0.1,-0.05
1.05,-0.57,-0.21,0.39,0.1,-0.04
1.19,-0.77,-0.44,0.35,0.1,-0.05
1.19,-0.79,-0.56,0.33,0.08,-0.05
1.07,-0.79,-0.34,0.33,0.06,-0.05
1.02,-0.79,-0.29,0.35,0.04,-0.04
0.92,-0.96,-0.17,0.38,0.01,-0.04
1.02,-1.59,-0.82,0.41,-0.02,-0.04
2.05,-2.8,-0.69,0.43,-0.05,-0.07
0.23,-2.45,-1.21,0.45,-0.07,-0.14
-0.57,-2.7,-2.24,0.49,-0.05,-0.15
0.56,-3.31,-4.06,0.43,-0.05,-0.16
0.69,-3.43,-5.25,0.26,-0.02,-0.22
0.65,-4.04,-5.21,0.06,0.07,-0.24
0.4,-4.92,-3.85,-0.03,0.19,-0.23
0.56,-6.19,-1.24,0.01,0.24,-0.23
0.61,-7.55,1.05,0.14,0.24,-0.25
1.36,-9.06,1.92,0.28,0.18,-0.3
2.01,-9.75,1.51,0.43,0.12,-0.37
1.97,-9.02,0.52,0.52,0.05,-0.43
1.97,-8.52,-0.94,0.5,-0.01,-0.45
2.15,-8.33,-2.07,0.4,-0.05,-0.45
2.47,-8.73,-2.66,0.26,-0.05,-0.42
1.65,-8.91,-2.28,0.15,-0.04,-0.34
0.23,-9.14,-1.88,0.1,-0.04,-0.25
-0.8,-8.66,-1.72,0.14,-0.07,-0.13
-1.36,-8.24,-1.72,0.21,-0.09,-0.03
-1.74,-7.58,-1.59,0.26,-0.1,0.07
-1.92,-7.05,-1.3,0.27,-0.11,0.15
-2.01,-6.9,-0.98,0.23,-0.12,0.23
-1.78,-7.03,-0.56,0.17,-0.14,0.29
-1.7,-7.55,-0.38,0.1,-0.17,0.34
-1.44,-8.26,-0.33,0.01,-0.19,0.37
-0.96,-9.02,-0.06,-0.07,-0.23,0.38
-0.59,-9.4,-0.15,-0.16,-0.25,0.4
-0.33,-9.96,-0.13,-0.22,-0.23,0.43
0.42,-10.15,0.02,-0.23,-0.23,0.45
1.24,-10.17,-0.11,-0.22,-0.23,0.49
1.9,-10.04,-0.19,-0.21,-0.2,0.53
2.18,-10.02,-0.21,-0.2,-0.16,0.58
2.62,-9.79,-0.15,-0.19,-0.13,0.6
2.99,-9.42,-0.38,-0.17,-0.08,0.63
2.93,-8.75,-0.38,-0.13,-0.03,0.66
2.95,-7.78,-0.75,-0.06,0.02,0.66
2.34,-7.24,-0.69,-0.03,0.07,0.66
1.84,-6.86,-0.65,-0.03,0.07,0.64
1.26,-6.49,-0.59,-0.03,0.07,0.6
0.69,-6.19,-0.38,-0.05,0.07,0.57
0.02,-6.22,-0.17,-0.06,0.07,0.53
-0.42,-5.86,0.1,-0.05,0.06,0.48
-0.8,-5.36,0.27,-0.02,0.07,0.43
-1.11,-5.15,0.5,0.02,0.08,0.41
-1.4,-4.75,0.71,0.06,0.09,0.38
-1.63,-4.44,1.05,0.11,0.1,0.37
-1.49,-3.72,1.17,0.13,0.1,0.36
-1.38,-4.37,1.28,0.14,0.09,0.38
-1.55,-4.33,1.19,0.17,0.09,0.34
-1.38,-3.75,0.86,0.19,0.07,0.27
-1.15,-2.72,0.4,0.19,0.05,0.22
-1.49,-2.07,0.15,0.16,0.03,0.2
-1.47,-1.23,-0.23,0.13,-0.04,0.15
-0.94,-0.4,-0.48,0.12,-0.13,0.09
-0.67,0.11,-0.8,0.11,-0.22,0.03
-0.42,0.59,-0.79,0.11,-0.26,-0.01
