accX,accY,accZ,gyroX,gyroY,gyroZ
0.13,-4.06,-1.0,0.03,-0.0,-0.13
0.17,-4.14,-1.05,0.01,-0.01,-0.13
0.25,-4.19,-1.17,-0.0,-0.01,-0.13
0.23,-4.19,-0.98,-0.02,-0.02,-0.12
0.29,-4.23,-1.13,-0.03,-0.02,-0.12
0.31,-4.29,-1.11,-0.04,-0.02,-0.12
0.4,-4.27,-1.09,-0.04,-0.03,-0.12
0.46,-4.31,-1.07,-0.05,-0.03,-0.12
0.54,-4.25,-1.11,-0.05,-0.03,-0.12
0.59,-4.33,-1.09,-0.04,-0.03,-0.13
0.57,-4.25,-1.05,-0.04,-0.03,-0.13
0.61,-4.29,-1.05,-0.03,-0.03,-0.13
0.67,-4.35,-1.05,-0.03,-0.04,-0.13
0.65,-4.39,-1.0,-0.02,-0.04,-0.12
0.67,-4.37,-1.0,-0.01,-0.04,-0.12
0.69,-4.41,-1.05,-0.01,-0.04,-0.12
0.61,-4.37,-1.15,-0.0,-0.04,-0.11
0.63,-4.35,-1.11,0.0,-0.05,-0.11
0.61,-4.35,-1.21,0.0,-0.05,-0.1
0.63,-4.37,-1.21,0.01,-0.05,-0.09
0.5,-4.27,-1.23,0.0,-0.05,-0.09
0.57,-4.33,-1.21,0.0,-0.05,-0.08
0.56,-4.35,-1.21,-0.0,-0.05,-0.07
0.54,-4.29,-1.24,-0.0,-0.06,-0.07
0.61,-4.37,-1.26,-0.01,-0.06,-0.06
0.52,-4.37,-1.24,-0.01,-0.06,-0.06
0.61,-4.42,-1.23,-0.01,-0.06,-0.06
0.52,-4.37,-1.21,-0.01,-0.06,-0.06
0.77,-4.42,-1.05,-0.01,-0.06,-0.06
0.63,-4.5,-1.19,-0.01,-0.06,-0.06
0.59,-4.58,-1.17,-0.0,-0.06,-0.06
0.59,-4.52,-1.11,0.0,-0.06,-0.06
0.59,-4.56,-1.15,0.0,-0.05,-0.06
0.61,-4.62,-1.11,0.01,-0.05,-0.06
0.56,-4.6,-1.13,0.01,-0.05,-0.06
0.59,-4.58,-1.13,0.02,-0.05,-0.05
0.56,-4.6,-1.17,0.02,-0.05,-0.05
0.61,-4.58,-1.15,0.02,-0.05,-0.05
0.56,-4.56,-1.13,0.02,-0.05,-0.05
0.57,-4.48,-1.05,0.01,-0.05,-0.05
0.59,-4.56,-1.03,0.01,-0.05,-0.05
0.61,-4.54,-1.05,0.01,-0.06,-0.05
0.54,-4.48,-1.02,0.01,-0.06,-0.05
0.52,-4.48,-1.02,0.01,-0.07,-0.05
0.48,-4.54,-1.02,0.01,-0.08,-0.05
0.48,-4.5,-1.0,0.0,-0.09,-0.05
0.5,-4.52,-0.96,-0.0,-0.09,-0.05
0.5,-4.5,-0.86,-0.0,-0.1,-0.05
0.48,-4.6,-0.88,-0.0,-0.11,-0.05
0.52,-4.64,-0.86,-0.0,-0.11,-0.05
0.48,-4.67,-0.88,-0.0,-0.12,-0.04
0.5,-4.67,-0.84,-0.0,-0.13,-0.04
0.48,-4.62,-0.86,-0.0,-0.13,-0.04
0.44,-4.67,-0.86,-0.01,-0.13,-0.04
0.44,-4.62,-0.73,-0.01,-0.14,-0.04
0.56,-4.75,-0.79,-0.01,-0.14,-0.04
0.54,-4.69,-0.79,-0.01,-0.14,-0.04
0.56,-4.77,-0.77,-0.01,-0.14,-0.04
0.56,-4.64,-0.8,-0.01,-0.15,-0.04
0.57,-4.73,-0.79,-0.01,-0.15,-0.04
0.56,-4.67,-0.73,-0.01,-0.15,-0.04
0.57,-4.64,-0.79,-0.01,-0.15,-0.03
0.46,-4.56,-0.75,-0.01,-0.15,-0.03
0.52,-4.5,-0.79,-0.02,-0.16,-0.03
0.56,-4.5,-0.79,-0.02,-0.16,-0.03
0.56,-4.48,-0.73,-0.02,-0.17,-0.03
0.56,-4.44,-0.75,-0.03,-0.17,-0.03
0.52,-4.41,-0.77,-0.04,-0.18,-0.02
0.56,-4.41,-0.77,-0.04,-0.18,-0.02
0.52,-4.27,-0.86,-0.05,-0.19,-0.02
0.44,-4.21,-0.82,-0.06,-0.19,-0.02
0.54,-4.29,-0.82,-0.06,-0.2,-0.02
0.52,-4.29,-0.86,-0.07,-0.2,-0.01
0.5,-4.27,-0.96,-0.08,-0.21,-0.01
0.52,-4.27,-0.9,-0.09,-0.21,-0.01
0.5,-4.25,-1.0,-0.1,-0.21,-0.01
0.48,-4.23,-1.05,-0.11,-0.21,-0.01
0.48,-4.25,-1.13,-0.12,-0.21,-0.01
0.5,-4.27,-1.19,-0.13,-0.21,-0.01
0.54,-4.33,-1.19,-0.14,-0.21,-0.01
0.5,-4.44,-1.11,-0.15,-0.21,-0.01
0.38,-4.58,-1.0,-0.15,-0.22,-0.01
0.27,-4.56,-0.94,-0.15,-0.22,-0.01
0.15,-4.62,-0.8,-0.14,-0.23,-0.01
0.0,-4.56,-0.71,-0.13,-0.24,-0.0
-0.02,-4.54,-0.65,-0.11,-0.25,-0.0
-0.17,-4.52,-0.59,-0.09,-0.26,0.0
-0.25,-4.54,-0.59,-0.08,-0.28,0.0
-0.33,-4.42,-0.69,-0.07,-0.29,0.0
-0.33,-4.39,-0.59,-0.06,-0.3,-0.0
-0.21,-4.37,-0.63,-0.06,-0.32,-0.01
-0.25,-4.31,-0.75,-0.07,-0.33,-0.01
-0.17,-4.21,-0.84,-0.08,-0.34,-0.02
-0.08,-4.06,-0.88,-0.09,-0.35,-0.02
0.04,-3.98,-0.94,-0.1,-0.35,-0.03
0.21,-3.93,-0.9,-0.12,-0.36,-0.03
0.23,-3.79,-1.0,-0.14,-0.36,-0.03
0.38,-3.73,-1.02,-0.16,-0.37,-0.03
0.48,-3.72,-1.07,-0.18,-0.37,-0.04
0.57,-3.56,-1.21,-0.21,-0.36,-0.04
0.69,-3.56,-1.24,-0.23,-0.35,-0.04
0.69,-3.62,-1.34,-0.26,-0.34,-0.05
0.73,-3.68,-1.42,-0.3,-0.33,-0.05
0.73,-3.68,-1.51,-0.33,-0.31,-0.05
0.67,-3.77,-1.49,-0.36,-0.3,-0.05
0.63,-3.77,-1.47,-0.39,-0.28,-0.06
0.54,-3.85,-1.59,-0.41,-0.27,-0.06
0.5,-4.0,-1.51,-0.42,-0.26,-0.06
0.38,-4.1,-1.46,-0.43,-0.25,-0.06
0.29,-4.12,-1.53,-0.43,-0.25,-0.05
0.1,-4.14,-1.51,-0.43,-0.24,-0.05
0.04,-4.16,-1.49,-0.43,-0.24,-0.05
0.0,-4.18,-1.38,-0.42,-0.24,-0.05
-0.06,-4.19,-1.34,-0.41,-0.25,-0.06
-0.15,-4.18,-1.36,-0.41,-0.26,-0.06
-0.15,-4.12,-1.4,-0.4,-0.27,-0.06
-0.17,-4.12,-1.42,-0.4,-0.28,-0.07
-0.19,-4.1,-1.38,-0.4,-0.29,-0.07
-0.19,-4.04,-1.38,-0.41,-0.31,-0.08
-0.23,-3.93,-1.3,-0.41,-0.32,-0.09
-0.23,-3.89,-1.38,-0.42,-0.34,-0.09
-0.25,-3.85,-1.28,-0.43,-0.35,-0.1
-0.21,-3.81,-1.36,-0.44,-0.37,-0.1
-0.19,-3.75,-1.4,-0.46,-0.38,-0.11
-0.17,-3.75,-1.42,-0.48,-0.39,-0.11
-0.13,-3.73,-1.38,-0.5,-0.4,-0.11
-0.13,-3.72,-1.46,-0.52,-0.42,-0.11
-0.1,-3.75,-1.51,-0.53,-0.42,-0.11
-0.17,-3.72,-1.53,-0.55,-0.43,-0.11
-0.11,-3.72,-1.53,-0.56,-0.44,-0.1
-0.17,-3.79,-1.61,-0.57,-0.45,-0.1
-0.21,-3.79,-1.69,-0.59,-0.46,-0.09
-0.17,-3.77,-1.65,-0.6,-0.46,-0.08
-0.31,-3.79,-1.74,-0.61,-0.47,-0.08
-0.31,-3.87,-1.78,-0.62,-0.47,-0.07
-0.23,-3.91,-1.76,-0.63,-0.47,-0.06
