accX,accY,accZ,gyroX,gyroY,gyroZ
0.33,-2.85,-2.24,-0.44,0.03,-0.15
0.1,-2.68,-2.09,-0.44,0.03,-0.16
0.0,-2.59,-2.03,-0.45,0.03,-0.17
-0.04,-2.39,-1.93,-0.45,0.05,-0.17
0.15,-2.43,-1.82,-0.44,0.07,-0.16
0.25,-2.39,-1.67,-0.43,0.1,-0.15
0.19,-2.45,-1.57,-0.42,0.14,-0.14
0.33,-2.45,-1.38,-0.41,0.18,-0.11
0.38,-2.49,-1.32,-0.39,0.22,-0.08
0.5,-2.53,-1.11,-0.38,0.26,-0.04
0.44,-2.66,-1.05,-0.38,0.28,-0.0
0.38,-2.78,-0.84,-0.37,0.31,0.04
0.34,-2.97,-0.77,-0.37,0.32,0.1
0.29,-3.37,-0.75,-0.36,0.33,0.15
0.27,-3.58,-0.65,-0.36,0.33,0.2
0.25,-4.06,-0.5,-0.35,0.33,0.25
0.13,-4.5,-0.46,-0.33,0.33,0.29
0.13,-4.94,-0.36,-0.3,0.33,0.34
0.23,-5.21,-0.42,-0.27,0.33,0.37
0.23,-5.36,-0.63,-0.23,0.34,0.41
0.33,-5.32,-0.9,-0.2,0.36,0.44
0.42,-5.11,-1.11,-0.16,0.4,0.47
0.57,-5.0,-1.4,-0.13,0.44,0.48
0.69,-4.79,-1.74,-0.1,0.5,0.49
0.86,-4.58,-1.9,-0.07,0.56,0.49
0.98,-4.23,-2.2,-0.05,0.63,0.49
1.05,-3.98,-2.3,-0.03,0.7,0.48
1.24,-3.85,-2.39,-0.03,0.76,0.48
1.3,-3.7,-2.47,-0.04,0.83,0.47
1.46,-3.58,-2.45,-0.04,0.9,0.46
1.55,-3.47,-2.53,-0.06,0.98,0.46
1.42,-3.33,-2.49,-0.07,1.06,0.45
1.32,-3.16,-2.38,-0.08,1.14,0.45
1.28,-3.22,-2.39,-0.09,1.21,0.45
1.42,-3.18,-2.36,-0.1,1.28,0.45
1.09,-3.01,-2.28,-0.12,1.34,0.44
1.03,-3.05,-2.22,-0.13,1.4,0.43
0.82,-2.97,-2.05,-0.14,1.45,0.42
0.48,-2.87,-1.95,-0.15,1.49,0.41
0.27,-2.8,-1.78,-0.16,1.54,0.39
0.17,-2.89,-1.72,-0.18,1.57,0.37
0.42,-2.8,-1.59,-0.19,1.6,0.35
0.38,-2.99,-1.3,-0.2,1.64,0.31
0.17,-3.1,-1.28,-0.19,1.66,0.27
0.36,-3.37,-1.3,-0.17,1.68,0.24
-0.11,-3.51,-1.3,-0.14,1.7,0.19
-0.48,-3.72,-1.32,-0.11,1.71,0.14
-0.57,-3.7,-1.49,-0.06,1.71,0.09
-0.77,-3.73,-1.72,-0.01,1.71,0.05
-1.21,-3.64,-1.99,0.04,1.7,0.01
-1.32,-3.62,-2.07,0.06,1.68,-0.03
-1.55,-3.49,-2.28,0.08,1.67,-0.07
-1.86,-3.49,-2.41,0.08,1.64,-0.11
-2.2,-3.43,-2.41,0.07,1.6,-0.13
-2.34,-3.39,-2.41,0.06,1.56,-0.16
-2.53,-3.26,-2.38,0.05,1.5,-0.18
-2.7,-3.12,-2.34,0.04,1.45,-0.2
-2.82,-3.1,-2.28,0.03,1.38,-0.22
-3.08,-2.99,-2.2,0.01,1.32,-0.23
-3.28,-3.05,-1.95,0.01,1.26,-0.24
-3.41,-3.05,-1.92,-0.0,1.19,-0.25
-3.29,-3.05,-1.93,-0.01,1.13,-0.24
-3.24,-3.01,-1.74,-0.03,1.06,-0.24
-3.06,-2.99,-1.65,-0.04,1.0,-0.23
-2.85,-2.95,-1.74,-0.05,0.93,-0.23
-2.62,-2.93,-1.67,-0.06,0.85,-0.22
-2.16,-2.89,-1.61,-0.08,0.77,-0.21
-1.8,-2.76,-1.7,-0.1,0.71,-0.21
-1.24,-2.7,-1.7,-0.12,0.65,-0.2
-0.88,-2.59,-1.86,-0.13,0.6,-0.2
-0.71,-2.59,-1.97,-0.15,0.54,-0.2
-0.23,-2.49,-2.13,-0.17,0.49,-0.2
0.08,-2.47,-2.24,-0.19,0.44,-0.21
0.44,-2.43,-2.43,-0.21,0.39,-0.22
0.57,-2.38,-2.57,-0.22,0.36,-0.25
1.03,-2.45,-2.87,-0.25,0.33,-0.27
1.13,-2.51,-2.87,-0.27,0.32,-0.29
