accX,accY,accZ,gyroX,gyroY,gyroZ
0.15,-4.73,-0.13,-0.02,-0.1,0.05
0.11,-4.88,-0.13,-0.02,-0.11,0.05
0.0,-4.98,-0.19,-0.03,-0.11,0.05
0.0,-5.09,-0.25,-0.03,-0.12,0.05
-0.04,-5.15,-0.21,-0.03,-0.12,0.05
0.0,-5.23,-0.29,-0.02,-0.12,0.05
0.0,-5.19,-0.33,-0.01,-0.12,0.05
0.02,-5.09,-0.27,0.0,-0.12,0.05
0.13,-5.13,-0.33,0.01,-0.11,0.05
0.21,-5.0,-0.34,0.03,-0.09,0.05
0.27,-4.98,-0.27,0.04,-0.08,0.05
0.38,-4.9,-0.42,0.05,-0.08,0.05
0.4,-4.83,-0.15,0.06,-0.07,0.04
0.5,-4.79,-0.02,0.07,-0.06,0.04
0.48,-4.71,0.0,0.07,-0.06,0.04
0.5,-4.67,0.08,0.08,-0.06,0.03
0.38,-4.73,0.17,0.08,-0.06,0.03
0.44,-4.71,0.27,0.07,-0.07,0.03
0.38,-4.79,0.31,0.06,-0.07,0.02
0.33,-4.81,0.23,0.05,-0.08,0.02
0.23,-4.88,0.29,0.03,-0.09,0.01
0.21,-4.98,0.13,0.01,-0.1,0.01
0.21,-5.13,0.1,-0.01,-0.1,0.01
0.13,-5.21,0.0,-0.03,-0.11,0.0
0.13,-5.36,-0.17,-0.05,-0.12,-0.0
0.13,-5.5,-0.36,-0.07,-0.13,-0.01
0.21,-5.63,-0.59,-0.09,-0.13,-0.01
0.33,-5.86,-0.86,-0.1,-0.13,-0.02
0.46,-5.96,-1.15,-0.12,-0.11,-0.02
0.65,-6.13,-1.42,-0.13,-0.09,-0.03
0.73,-6.19,-1.7,-0.15,-0.07,-0.03
0.96,-6.3,-1.92,-0.17,-0.03,-0.04
1.17,-6.36,-2.09,-0.18,0.01,-0.05
1.36,-6.59,-2.24,-0.19,0.05,-0.06
1.51,-6.53,-2.34,-0.18,0.11,-0.07
1.51,-6.47,-2.16,-0.17,0.16,-0.08
1.38,-6.42,-2.01,-0.15,0.21,-0.09
1.17,-6.34,-1.72,-0.12,0.25,-0.09
