accX,accY,accZ,gyroX,gyroY,gyroZ
-0.44,-5.15,-1.74,0.16,-0.16,0.12
-0.65,-5.21,-1.67,0.21,-0.13,0.12
-0.75,-5.04,-1.95,0.25,-0.08,0.13
-0.67,-5.0,-1.86,0.27,-0.02,0.15
-0.48,-4.9,-1.84,0.28,0.04,0.15
-0.38,-4.87,-1.59,0.31,0.1,0.13
0.1,-4.52,-1.42,0.35,0.15,0.1
1.03,-4.37,-1.17,0.37,0.19,0.09
1.72,-3.75,-1.47,0.38,0.21,0.06
1.84,-2.95,-2.3,0.33,0.25,0.05
1.32,-2.15,-2.87,0.21,0.3,0.06
0.33,-1.61,-3.08,0.07,0.35,0.08
-0.61,-1.34,-2.55,-0.06,0.41,0.12
-1.4,-1.63,-2.09,-0.15,0.45,0.17
-2.07,-1.92,-1.86,-0.23,0.48,0.21
-2.68,-2.49,-1.95,-0.31,0.5,0.24
-3.06,-3.16,-2.26,-0.38,0.52,0.25
-3.06,-3.98,-2.53,-0.44,0.52,0.26
-2.91,-4.62,-2.62,-0.47,0.52,0.27
-2.6,-4.98,-2.72,-0.48,0.53,0.29
-2.26,-5.06,-2.83,-0.5,0.55,0.31
-1.97,-4.96,-2.85,-0.53,0.56,0.32
-1.76,-4.79,-2.64,-0.55,0.58,0.34
-1.51,-4.5,-2.57,-0.56,0.6,0.36
-1.34,-4.14,-2.53,-0.56,0.63,0.37
-1.15,-3.72,-2.47,-0.56,0.67,0.4
-0.88,-3.2,-2.59,-0.55,0.72,0.42
-0.73,-2.7,-2.51,-0.56,0.78,0.44
-0.27,-2.28,-1.86,-0.57,0.85,0.47
-0.19,-1.84,-1.34,-0.58,0.93,0.49
0.23,-1.32,-1.28,-0.58,1.01,0.52
0.56,-0.92,-1.53,-0.6,1.07,0.55
0.94,-0.56,-1.92,-0.63,1.14,0.58
1.11,-0.33,-1.9,-0.65,1.2,0.62
1.07,-0.15,-1.9,-0.65,1.25,0.63
1.05,-0.04,-1.51,-0.62,1.28,0.62
0.88,0.25,-1.03,-0.58,1.32,0.62
0.61,0.27,-0.34,-0.55,1.36,0.62
0.15,0.38,0.15,-0.53,1.38,0.61
0.42,0.4,0.59,-0.53,1.37,0.56
0.63,0.11,0.82,-0.53,1.38,0.53
0.54,-0.23,0.75,-0.5,1.39,0.5
0.13,-0.67,0.56,-0.49,1.33,0.44
-0.4,-1.44,0.8,-0.47,1.23,0.38
-0.67,-2.32,1.05,-0.44,1.12,0.32
-0.77,-2.93,1.23,-0.41,1.04,0.26
