accX,accY,accZ,gyroX,gyroY,gyroZ
-0.02,-0.44,-0.56,-0.08,0.84,-0.31
-0.08,-0.34,-0.69,-0.13,0.85,-0.3
-0.08,-0.38,-0.84,-0.18,0.86,-0.28
0.13,-0.42,-1.24,-0.22,0.85,-0.25
0.48,-0.48,-1.42,-0.22,0.83,-0.22
0.77,-0.63,-1.61,-0.2,0.8,-0.18
0.86,-0.8,-1.65,-0.18,0.77,-0.14
0.75,-1.02,-1.55,-0.16,0.76,-0.12
0.36,-1.28,-1.72,-0.13,0.76,-0.12
0.02,-1.38,-1.8,-0.09,0.77,-0.12
-0.29,-1.7,-2.24,-0.07,0.77,-0.13
-0.59,-1.82,-2.49,-0.07,0.76,-0.14
-0.67,-1.97,-2.51,-0.11,0.72,-0.15
-0.69,-1.95,-2.64,-0.16,0.66,-0.16
-0.54,-1.97,-2.85,-0.21,0.62,-0.17
-0.34,-1.69,-3.1,-0.25,0.58,-0.18
-0.11,-1.38,-3.41,-0.28,0.55,-0.19
0.19,-1.17,-3.52,-0.3,0.55,-0.19
0.56,-0.82,-3.72,-0.32,0.57,-0.19
0.86,-0.73,-3.73,-0.32,0.61,-0.18
1.13,-0.54,-3.91,-0.33,0.65,-0.17
1.44,-0.46,-3.89,-0.33,0.69,-0.16
1.9,-0.54,-3.93,-0.33,0.72,-0.14
2.18,-0.94,-3.72,-0.33,0.75,-0.14
2.38,-1.63,-3.43,-0.3,0.78,-0.13
2.36,-2.13,-3.37,-0.26,0.8,-0.15
2.24,-2.6,-3.31,-0.24,0.81,-0.16
2.34,-3.41,-3.73,-0.24,0.78,-0.19
2.7,-4.14,-4.88,-0.26,0.73,-0.26
3.51,-4.71,-7.53,-0.32,0.64,-0.38
4.06,-5.63,-10.69,-0.46,0.52,-0.53
3.79,-6.84,-12.12,-0.63,0.33,-0.68
1.65,-9.65,-12.72,-0.71,0.02,-0.72
-2.18,-13.77,-13.22,-0.6,-0.45,-0.58
-4.87,-17.83,-15.34,-0.45,-1.14,-0.35
-6.7,-22.24,-17.51,-0.63,-1.85,-0.13
-8.06,-25.13,-18.0,-1.23,-2.4,0.03
-9.0,-28.71,-18.18,-2.03,-2.82,0.28
-7.03,-31.6,-15.9,-2.77,-3.07,0.62
