accX,accY,accZ,gyroX,gyroY,gyroZ
-0.84,-3.35,-2.47,0.21,0.49,0.16
-0.86,-3.31,-2.53,0.13,0.43,0.16
-0.82,-3.31,-2.57,0.04,0.37,0.16
-0.8,-3.22,-2.66,-0.04,0.34,0.17
-0.67,-3.24,-2.6,-0.12,0.32,0.18
-0.61,-3.37,-2.59,-0.2,0.32,0.18
-0.48,-3.39,-2.57,-0.25,0.31,0.17
-0.34,-3.39,-2.68,-0.3,0.3,0.17
-0.36,-3.54,-2.72,-0.32,0.29,0.16
-0.27,-3.73,-2.59,-0.33,0.3,0.15
-0.08,-4.12,-2.51,-0.34,0.3,0.13
-0.08,-4.33,-2.32,-0.32,0.3,0.12
-0.06,-4.46,-2.26,-0.29,0.31,0.11
0.0,-4.56,-2.26,-0.24,0.32,0.11
-0.04,-4.5,-2.18,-0.2,0.33,0.11
-0.04,-4.33,-2.24,-0.17,0.33,0.13
0.13,-4.16,-2.09,-0.15,0.34,0.16
0.19,-3.95,-2.01,-0.13,0.34,0.2
0.25,-3.89,-1.93,-0.12,0.34,0.23
0.44,-3.79,-1.78,-0.11,0.34,0.26
0.54,-3.75,-1.65,-0.1,0.33,0.28
0.73,-3.77,-1.61,-0.1,0.33,0.3
0.88,-3.81,-1.53,-0.1,0.34,0.32
0.94,-3.87,-1.57,-0.11,0.35,0.32
0.96,-3.95,-1.49,-0.11,0.37,0.32
0.92,-3.93,-1.49,-0.11,0.4,0.32
0.86,-3.98,-1.4,-0.1,0.43,0.31
0.77,-3.98,-1.3,-0.1,0.45,0.31
0.65,-4.1,-1.3,-0.1,0.47,0.3
0.67,-4.0,-1.21,-0.1,0.49,0.3
0.44,-4.08,-1.13,-0.1,0.5,0.3
0.29,-3.95,-1.13,-0.1,0.5,0.3
0.23,-3.95,-1.17,-0.11,0.5,0.31
0.1,-3.79,-1.07,-0.12,0.5,0.31
-0.02,-3.62,-1.07,-0.12,0.51,0.32
-0.11,-3.58,-1.03,-0.12,0.51,0.33
-0.38,-3.49,-0.98,-0.13,0.5,0.34
-0.5,-3.39,-1.03,-0.14,0.49,0.33
-0.52,-3.31,-1.05,-0.14,0.47,0.32
-0.63,-3.26,-1.09,-0.15,0.46,0.31
-0.75,-3.26,-1.03,-0.16,0.45,0.3
-0.8,-3.28,-1.0,-0.16,0.44,0.29
-0.75,-3.31,-0.86,-0.15,0.43,0.28
-0.8,-3.2,-1.0,-0.13,0.43,0.27
-0.84,-3.22,-1.0,-0.13,0.42,0.26
-0.92,-3.1,-1.02,-0.12,0.4,0.24
