accX,accY,accZ,gyroX,gyroY,gyroZ
1.09,-4.06,-1.7,-0.04,-0.17,-0.07
1.17,-4.21,-1.86,-0.06,-0.15,-0.05
1.24,-4.27,-1.74,-0.08,-0.12,-0.04
1.23,-4.25,-1.84,-0.09,-0.09,-0.03
1.19,-4.37,-1.78,-0.1,-0.05,-0.03
1.15,-4.42,-1.63,-0.11,-0.01,-0.03
1.09,-4.48,-1.61,-0.11,0.02,-0.03
1.03,-4.46,-1.46,-0.1,0.05,-0.03
0.9,-4.52,-1.4,-0.09,0.08,-0.03
0.75,-4.58,-1.3,-0.07,0.1,-0.03
0.65,-4.65,-1.21,-0.06,0.11,-0.02
0.52,-4.71,-1.28,-0.04,0.12,-0.01
0.38,-4.75,-1.32,-0.02,0.13,0.01
0.29,-4.83,-1.28,-0.0,0.14,0.02
0.19,-4.87,-1.24,0.01,0.14,0.03
0.04,-4.83,-1.24,0.02,0.14,0.05
0.0,-4.81,-1.24,0.03,0.15,0.06
0.0,-4.79,-1.24,0.04,0.15,0.07
-0.04,-4.75,-1.23,0.05,0.15,0.07
-0.04,-4.79,-1.28,0.05,0.15,0.08
0.04,-4.64,-1.36,0.05,0.15,0.08
0.1,-4.65,-1.36,0.05,0.15,0.09
0.19,-4.69,-1.28,0.05,0.16,0.09
0.33,-4.62,-1.36,0.04,0.16,0.1
0.44,-4.56,-1.26,0.04,0.17,0.1
0.54,-4.5,-1.34,0.04,0.18,0.11
0.56,-4.39,-1.26,0.03,0.18,0.11
0.65,-4.42,-1.34,0.03,0.18,0.12
0.54,-4.29,-1.3,0.03,0.19,0.12
0.56,-4.25,-1.3,0.02,0.19,0.13
0.5,-4.29,-1.4,0.01,0.2,0.13
0.44,-4.29,-1.28,0.0,0.2,0.14
0.33,-4.19,-1.24,-0.01,0.21,0.14
0.19,-4.25,-1.28,-0.02,0.21,0.14
0.08,-4.21,-1.28,-0.03,0.22,0.14
0.02,-4.21,-1.28,-0.04,0.22,0.15
0.0,-4.25,-1.23,-0.05,0.22,0.15
-0.13,-4.19,-1.23,-0.06,0.22,0.15
-0.17,-4.31,-1.21,-0.07,0.22,0.15
-0.17,-4.33,-1.21,-0.07,0.22,0.15
-0.19,-4.5,-1.07,-0.08,0.22,0.15
-0.25,-4.42,-1.11,-0.08,0.22,0.15
-0.13,-4.56,-1.11,-0.08,0.23,0.15
-0.19,-4.58,-1.03,-0.09,0.23,0.14
-0.1,-4.62,-0.96,-0.09,0.24,0.14
0.02,-4.6,-0.92,-0.09,0.24,0.14
0.02,-4.62,-0.96,-0.09,0.25,0.13
0.08,-4.64,-0.9,-0.09,0.25,0.13
0.1,-4.64,-0.88,-0.09,0.26,0.13
0.23,-4.67,-0.84,-0.09,0.26,0.12
0.23,-4.58,-0.8,-0.09,0.27,0.12
0.25,-4.62,-0.8,-0.08,0.27,0.12
0.23,-4.52,-0.73,-0.08,0.28,0.11
