accX,accY,accZ,gyroX,gyroY,gyroZ
0.86,-5.13,-1.19,-0.15,-0.08,-0.11
0.96,-4.94,-1.24,-0.15,-0.1,-0.1
1.0,-4.73,-1.24,-0.16,-0.11,-0.1
1.09,-4.56,-1.49,-0.18,-0.12,-0.09
1.23,-4.48,-1.55,-0.2,-0.13,-0.08
1.38,-4.46,-1.72,-0.22,-0.15,-0.08
1.47,-4.35,-1.9,-0.25,-0.16,-0.08
1.47,-4.37,-2.11,-0.29,-0.17,-0.09
1.46,-4.46,-2.34,-0.33,-0.19,-0.1
1.4,-4.46,-2.45,-0.38,-0.22,-0.12
1.42,-4.62,-2.53,-0.43,-0.24,-0.13
1.36,-4.65,-2.53,-0.47,-0.26,-0.14
1.38,-4.85,-2.55,-0.51,-0.28,-0.15
1.32,-4.81,-2.53,-0.53,-0.29,-0.16
1.38,-5.0,-2.64,-0.55,-0.3,-0.16
1.34,-5.04,-2.7,-0.56,-0.31,-0.16
1.36,-5.08,-2.68,-0.57,-0.31,-0.16
1.32,-5.17,-2.72,-0.57,-0.3,-0.16
1.28,-5.17,-2.76,-0.58,-0.3,-0.16
1.3,-5.15,-2.78,-0.58,-0.3,-0.16
1.34,-5.11,-2.78,-0.57,-0.29,-0.15
1.4,-5.02,-2.8,-0.56,-0.29,-0.14
1.46,-4.98,-2.87,-0.55,-0.29,-0.13
1.49,-5.02,-2.7,-0.53,-0.29,-0.12
1.55,-4.85,-2.64,-0.52,-0.29,-0.11
1.67,-4.79,-2.64,-0.5,-0.29,-0.1
1.67,-4.69,-2.6,-0.49,-0.3,-0.09
1.63,-4.65,-2.51,-0.48,-0.31,-0.09
1.57,-4.77,-2.34,-0.48,-0.32,-0.08
1.53,-4.85,-2.16,-0.46,-0.34,-0.08
1.49,-4.85,-2.03,-0.45,-0.35,-0.07
1.42,-4.79,-1.84,-0.43,-0.36,-0.07
1.28,-4.81,-1.63,-0.41,-0.36,-0.07
1.21,-4.75,-1.51,-0.38,-0.37,-0.07
1.05,-4.6,-1.55,-0.36,-0.39,-0.06
1.03,-4.54,-1.51,-0.33,-0.41,-0.07
0.86,-4.42,-1.36,-0.31,-0.44,-0.07
0.73,-4.31,-1.26,-0.29,-0.46,-0.07
0.61,-4.19,-1.26,-0.27,-0.49,-0.06
0.44,-4.04,-1.17,-0.25,-0.52,-0.06
0.27,-3.87,-1.09,-0.23,-0.54,-0.06
0.04,-3.73,-1.03,-0.21,-0.57,-0.05
-0.02,-3.62,-1.11,-0.19,-0.6,-0.04
-0.15,-3.45,-1.13,-0.17,-0.64,-0.03
