accX,accY,accZ,gyroX,gyroY,gyroZ
-0.44,-5.92,0.23,0.1,0.25,0.04
-0.48,-6.05,0.23,0.12,0.24,0.06
-0.69,-6.13,0.21,0.15,0.23,0.07
-0.86,-6.22,0.36,0.17,0.21,0.08
-1.03,-6.32,0.27,0.19,0.19,0.08
-1.23,-6.3,0.13,0.2,0.16,0.08
-1.28,-6.36,-0.08,0.21,0.14,0.07
-1.42,-6.36,-0.31,0.21,0.13,0.06
-1.61,-6.3,-0.59,0.2,0.11,0.04
-1.67,-6.21,-0.92,0.18,0.1,0.03
-1.76,-6.28,-1.09,0.16,0.09,0.01
-1.61,-6.38,-1.17,0.12,0.08,-0.02
-1.55,-6.49,-1.13,0.09,0.08,-0.06
-1.47,-6.78,-1.09,0.07,0.08,-0.1
-1.42,-7.07,-1.11,0.05,0.08,-0.16
-1.47,-7.26,-1.03,0.03,0.08,-0.22
-1.53,-7.32,-1.26,0.01,0.08,-0.27
-1.44,-7.24,-1.88,-0.01,0.05,-0.31
-1.07,-7.16,-2.97,-0.05,0.03,-0.34
-0.65,-7.07,-3.91,-0.12,0.0,-0.36
-0.63,-6.76,-4.37,-0.18,-0.02,-0.38
-0.73,-6.45,-4.46,-0.21,-0.03,-0.39
-0.96,-6.0,-4.31,-0.2,-0.06,-0.35
-1.15,-5.32,-4.33,-0.16,-0.09,-0.3
-0.96,-4.77,-4.37,-0.11,-0.12,-0.23
-0.59,-3.85,-4.08,-0.06,-0.14,-0.18
-0.52,-3.37,-3.56,-0.03,-0.11,-0.16
-0.1,-2.55,-3.05,0.01,-0.07,-0.13
0.17,-1.95,-2.41,0.05,-0.02,-0.11
0.73,-1.38,-2.13,0.07,0.02,-0.12
1.38,-1.11,-1.69,0.07,0.07,-0.12
1.78,-1.07,-1.46,0.05,0.13,-0.11
2.28,-1.26,-1.07,0.03,0.18,-0.11
2.93,-1.76,-0.8,-0.02,0.23,-0.13
3.47,-2.09,-0.75,-0.05,0.29,-0.16
3.77,-2.41,-0.73,-0.07,0.37,-0.18
3.98,-2.72,-0.79,-0.09,0.46,-0.21
4.04,-3.01,-0.96,-0.1,0.55,-0.22
3.87,-3.18,-1.21,-0.11,0.63,-0.23
3.6,-3.33,-1.42,-0.12,0.71,-0.25
3.51,-3.45,-1.78,-0.13,0.77,-0.27
3.05,-3.56,-1.93,-0.15,0.83,-0.29
2.78,-3.81,-2.01,-0.16,0.88,-0.33
2.3,-4.18,-1.99,-0.17,0.91,-0.35
1.63,-4.54,-2.05,-0.17,0.92,-0.36
1.19,-4.77,-2.07,-0.18,0.91,-0.35
0.46,-5.11,-1.86,-0.2,0.89,-0.34
-0.08,-5.73,-1.59,-0.23,0.84,-0.32
-0.71,-6.01,-1.36,-0.25,0.78,-0.3
-1.23,-6.44,-1.07,-0.25,0.73,-0.28
-1.61,-6.44,-0.98,-0.22,0.66,-0.26
-1.78,-6.68,-0.94,-0.2,0.58,-0.25
-1.86,-6.7,-0.86,-0.14,0.51,-0.25
-2.03,-6.45,-0.98,-0.07,0.43,-0.24
-1.97,-6.19,-1.0,0.01,0.36,-0.24
-1.93,-5.84,-1.05,0.09,0.29,-0.24
-1.86,-5.34,-1.13,0.16,0.22,-0.24
-1.61,-4.96,-1.13,0.22,0.15,-0.25
-1.44,-4.33,-1.15,0.26,0.08,-0.25
-1.02,-3.75,-1.13,0.28,0.0,-0.26
