accX,accY,accZ,gyroX,gyroY,gyroZ
0.13,-5.0,-1.23,-0.28,0.24,0.21
0.15,-5.11,-1.21,-0.25,0.25,0.2
0.15,-5.27,-1.07,-0.2,0.26,0.19
0.25,-5.4,-0.8,-0.16,0.27,0.18
0.25,-5.5,-0.75,-0.12,0.29,0.17
0.27,-5.73,-0.69,-0.08,0.31,0.16
0.15,-5.78,-0.56,-0.03,0.33,0.15
0.21,-5.96,-0.42,0.01,0.36,0.14
0.13,-6.03,-0.34,0.05,0.39,0.13
0.17,-6.15,-0.23,0.08,0.42,0.12
0.1,-6.13,-0.1,0.12,0.45,0.12
0.17,-6.26,-0.04,0.17,0.47,0.11
0.17,-6.3,-0.04,0.21,0.49,0.11
0.27,-6.34,0.15,0.25,0.49,0.1
0.42,-6.4,0.15,0.28,0.5,0.09
0.59,-6.34,0.19,0.31,0.5,0.07
0.61,-6.21,0.19,0.33,0.5,0.06
0.67,-6.07,0.17,0.35,0.49,0.05
0.8,-5.8,0.19,0.35,0.48,0.04
0.75,-5.5,0.13,0.36,0.47,0.02
0.69,-5.09,0.11,0.36,0.46,-0.01
0.65,-4.75,0.08,0.36,0.46,-0.03
0.86,-4.58,0.0,0.35,0.46,-0.06
0.38,-4.1,-0.1,0.33,0.47,-0.09
0.4,-3.81,-0.17,0.3,0.47,-0.12
0.23,-3.41,-0.29,0.26,0.48,-0.15
0.1,-3.2,-0.56,0.22,0.5,-0.18
-0.02,-2.95,-0.69,0.17,0.5,-0.21
-0.29,-2.7,-0.82,0.11,0.51,-0.23
-0.42,-2.66,-0.98,0.06,0.53,-0.25
-0.63,-2.51,-1.05,0.01,0.54,-0.27
-0.77,-2.6,-1.05,-0.03,0.55,-0.28
-1.02,-2.64,-1.23,-0.07,0.56,-0.28
-1.17,-2.7,-1.4,-0.1,0.58,-0.28
-1.32,-2.8,-1.61,-0.12,0.58,-0.28
-1.44,-2.8,-1.99,-0.14,0.58,-0.27
-1.46,-2.95,-2.3,-0.16,0.56,-0.26
-1.46,-3.01,-2.78,-0.18,0.54,-0.25
-1.34,-3.03,-3.12,-0.2,0.51,-0.24
-1.26,-3.06,-3.47,-0.23,0.47,-0.22
-1.02,-3.08,-3.77,-0.25,0.42,-0.21
-1.0,-3.14,-4.04,-0.27,0.38,-0.18
-0.84,-3.16,-4.25,-0.28,0.33,-0.15
-0.77,-3.2,-4.52,-0.29,0.29,-0.12
-0.57,-3.14,-4.64,-0.3,0.24,-0.1
-0.5,-3.14,-4.9,-0.32,0.18,-0.09
-0.33,-2.99,-5.02,-0.34,0.12,-0.07
-0.34,-2.95,-5.19,-0.36,0.06,-0.06
-0.38,-2.91,-5.46,-0.39,-0.01,-0.05
-0.4,-2.95,-5.54,-0.42,-0.07,-0.03
-0.34,-3.1,-5.61,-0.46,-0.14,-0.01
-0.15,-3.28,-5.63,-0.51,-0.21,0.01
0.0,-3.52,-5.57,-0.55,-0.28,0.04
0.25,-3.85,-5.4,-0.59,-0.33,0.07
0.4,-4.27,-5.15,-0.62,-0.39,0.1
0.63,-4.69,-4.75,-0.63,-0.44,0.12
0.71,-5.15,-4.35,-0.61,-0.49,0.14
0.71,-5.48,-3.98,-0.58,-0.53,0.16
0.8,-6.07,-3.54,-0.55,-0.58,0.17
0.75,-6.38,-3.39,-0.51,-0.63,0.17
0.82,-6.74,-3.16,-0.46,-0.68,0.17
0.96,-7.05,-2.91,-0.41,-0.71,0.17
1.02,-7.3,-2.76,-0.35,-0.74,0.16
1.15,-7.43,-2.6,-0.28,-0.76,0.14
1.19,-7.6,-2.39,-0.21,-0.76,0.11
1.15,-7.64,-2.41,-0.13,-0.75,0.07
1.23,-7.64,-2.39,-0.05,-0.74,0.04
1.3,-7.43,-2.47,0.02,-0.71,0.01
1.34,-7.22,-2.62,0.07,-0.67,-0.02
1.53,-7.07,-2.62,0.1,-0.63,-0.05
1.7,-6.65,-2.8,0.12,-0.58,-0.08
1.78,-6.42,-2.89,0.14,-0.53,-0.1
1.97,-6.07,-3.03,0.15,-0.5,-0.12
2.11,-5.82,-3.03,0.15,-0.45,-0.14
2.07,-5.57,-3.01,0.14,-0.41,-0.14
1.95,-5.34,-2.89,0.12,-0.37,-0.14
1.88,-5.19,-2.6,0.1,-0.35,-0.14
1.76,-5.09,-2.38,0.08,-0.33,-0.14
1.69,-5.0,-2.16,0.06,-0.32,-0.14
1.38,-4.94,-1.93,0.03,-0.3,-0.14
1.17,-5.0,-1.67,0.01,-0.29,-0.13
0.92,-5.09,-1.4,0.01,-0.29,-0.13
0.84,-5.15,-1.26,0.01,-0.29,-0.12
0.67,-5.25,-1.11,0.02,-0.29,-0.12
0.5,-5.29,-0.98,0.04,-0.3,-0.11
0.27,-5.36,-0.94,0.08,-0.31,-0.1
0.27,-5.29,-0.96,0.11,-0.33,-0.1
0.11,-5.29,-1.03,0.15,-0.34,-0.1
-0.06,-5.23,-1.07,0.19,-0.36,-0.1
0.04,-5.02,-1.26,0.21,-0.38,-0.1
0.04,-4.92,-1.51,0.23,-0.38,-0.08
-0.17,-4.64,-1.72,0.24,-0.38,-0.07
-0.06,-4.44,-1.92,0.24,-0.39,-0.07
-0.1,-4.46,-2.05,0.23,-0.38,-0.05
-0.15,-4.44,-2.13,0.22,-0.38,-0.04
-0.08,-4.58,-2.26,0.2,-0.38,-0.03
-0.1,-4.75,-2.16,0.17,-0.38,-0.03
0.0,-4.9,-2.05,0.16,-0.37,-0.03
-0.04,-5.23,-1.82,0.15,-0.36,-0.03
0.11,-5.46,-1.7,0.16,-0.36,-0.03
0.17,-5.67,-1.63,0.17,-0.34,-0.03
0.33,-5.84,-1.57,0.18,-0.32,-0.03
0.46,-5.94,-1.36,0.2,-0.3,-0.04
0.54,-6.07,-1.24,0.23,-0.29,-0.04
0.52,-6.13,-1.07,0.26,-0.28,-0.05
0.57,-6.13,-1.09,0.29,-0.28,-0.06
0.63,-6.07,-1.05,0.32,-0.28,-0.07
0.67,-6.07,-1.05,0.35,-0.3,-0.08
0.71,-6.03,-1.07,0.39,-0.32,-0.09
0.77,-5.9,-1.09,0.42,-0.34,-0.09
0.75,-5.82,-1.13,0.45,-0.36,-0.1
0.73,-5.65,-1.21,0.49,-0.39,-0.1
0.61,-5.46,-1.32,0.53,-0.41,-0.1
0.57,-5.06,-1.59,0.58,-0.44,-0.1
0.36,-4.62,-1.78,0.61,-0.46,-0.09
0.34,-4.1,-1.97,0.65,-0.48,-0.07
0.31,-3.62,-2.38,0.67,-0.5,-0.06
0.13,-3.1,-2.53,0.69,-0.52,-0.04
0.06,-2.53,-2.74,0.68,-0.54,-0.03
0.02,-1.95,-2.93,0.66,-0.55,-0.01
-0.08,-1.42,-3.2,0.63,-0.55,0.0
-0.11,-0.86,-3.33,0.57,-0.56,0.01
-0.15,-0.31,-3.45,0.5,-0.57,0.02
-0.21,0.25,-3.37,0.42,-0.57,0.03
-0.19,0.69,-3.2,0.34,-0.58,0.03
-0.25,1.15,-3.12,0.26,-0.57,0.03
-0.19,1.26,-3.1,0.2,-0.57,0.03
-0.13,1.28,-2.95,0.15,-0.55,0.02
-0.08,1.21,-2.91,0.13,-0.53,-0.01
0.1,1.11,-2.83,0.13,-0.51,-0.04
0.38,0.94,-2.83,0.14,-0.47,-0.08
0.65,0.8,-2.97,0.14,-0.42,-0.11
0.77,0.79,-3.22,0.13,-0.35,-0.15
0.96,0.54,-3.52,0.09,-0.27,-0.18
1.07,0.25,-3.7,0.03,-0.18,-0.21
1.15,-0.31,-3.62,-0.03,-0.09,-0.25
1.11,-0.92,-3.56,-0.1,-0.0,-0.29
1.13,-1.55,-3.47,-0.16,0.07,-0.33
1.24,-2.28,-3.28,-0.21,0.14,-0.36
1.3,-3.08,-2.95,-0.25,0.2,-0.4
1.53,-4.06,-2.34,-0.27,0.28,-0.42
1.82,-5.04,-1.61,-0.25,0.38,-0.43
2.01,-6.11,-0.94,-0.19,0.49,-0.43
1.86,-7.05,-0.61,-0.11,0.61,-0.43
1.57,-7.76,-0.63,-0.02,0.71,-0.43
1.49,-8.39,-0.63,0.07,0.8,-0.42
1.28,-8.79,-1.0,0.16,0.84,-0.42
1.34,-9.0,-1.49,0.25,0.85,-0.42
1.34,-9.0,-2.2,0.36,0.83,-0.4
0.69,-8.87,-2.8,0.43,0.78,-0.35
0.08,-8.18,-3.75,0.48,0.69,-0.31
0.19,-7.58,-4.62,0.46,0.59,-0.23
0.36,-7.11,-5.19,0.39,0.51,-0.13
0.71,-6.61,-5.67,0.29,0.43,-0.04
0.75,-6.15,-5.86,0.21,0.38,0.03
0.82,-5.94,-5.88,0.17,0.36,0.1
0.69,-5.88,-5.52,0.16,0.39,0.15
0.59,-5.94,-4.92,0.18,0.43,0.16
0.57,-6.05,-4.35,0.22,0.46,0.14
0.38,-6.13,-3.75,0.27,0.48,0.1
0.06,-6.11,-3.24,0.32,0.48,0.04
-0.11,-5.9,-2.87,0.36,0.48,-0.01
-0.44,-5.46,-2.39,0.38,0.47,-0.05
-0.71,-4.96,-1.93,0.4,0.47,-0.09
-0.92,-4.52,-1.57,0.42,0.48,-0.13
-1.05,-3.87,-1.34,0.45,0.5,-0.17
-1.23,-3.2,-1.26,0.46,0.51,-0.19
-1.24,-2.47,-1.11,0.47,0.52,-0.21
-1.32,-1.86,-1.07,0.47,0.54,-0.21
-1.34,-1.23,-1.09,0.46,0.56,-0.21
-1.53,-0.5,-1.3,0.43,0.57,-0.19
-1.47,0.15,-1.78,0.39,0.59,-0.16
-1.28,0.9,-2.53,0.33,0.6,-0.11
-0.86,1.49,-3.12,0.24,0.61,-0.06
-0.42,1.69,-3.45,0.14,0.62,-0.01
0.04,1.34,-3.45,0.05,0.64,0.04
0.54,0.46,-3.16,-0.01,0.68,0.07
1.15,-0.52,-2.62,-0.04,0.72,0.1
1.61,-1.51,-2.24,-0.06,0.77,0.11
2.05,-2.66,-2.01,-0.07,0.8,0.11
2.39,-3.72,-1.95,-0.1,0.79,0.11
2.68,-4.65,-2.2,-0.14,0.75,0.11
2.82,-5.25,-2.38,-0.2,0.68,0.12
2.66,-5.42,-2.49,-0.26,0.6,0.13
2.34,-5.31,-2.47,-0.3,0.51,0.13
2.13,-5.29,-2.55,-0.31,0.44,0.12
1.84,-5.17,-2.59,-0.31,0.36,0.11
1.51,-4.94,-2.32,-0.31,0.29,0.09
0.94,-4.88,-1.78,-0.28,0.25,0.09
0.25,-4.88,-1.17,-0.21,0.22,0.1
-0.36,-4.9,-0.52,-0.11,0.22,0.12
-1.0,-4.85,0.08,-0.0,0.22,0.14
-1.44,-4.88,0.61,0.12,0.23,0.15
-1.84,-4.65,0.9,0.23,0.22,0.17
-2.28,-4.06,1.17,0.34,0.22,0.18
-2.62,-3.43,1.28,0.43,0.2,0.22
-2.82,-2.72,1.26,0.51,0.17,0.26
-2.93,-2.15,1.21,0.57,0.14,0.31
-2.95,-1.9,0.96,0.6,0.09,0.35
-2.85,-1.76,0.59,0.61,0.04,0.36
-2.72,-1.97,0.11,0.6,-0.0,0.36
-2.51,-2.36,-0.38,0.58,-0.04,0.36
-2.3,-2.72,-0.84,0.57,-0.06,0.36
-2.05,-3.28,-1.15,0.57,-0.06,0.36
-1.78,-3.64,-1.53,0.57,-0.05,0.37
-1.26,-3.91,-1.69,0.55,-0.04,0.38
-0.82,-4.18,-1.76,0.52,-0.03,0.4
-0.31,-4.33,-1.55,0.48,-0.03,0.4
0.25,-4.75,-1.42,0.46,-0.03,0.4
0.84,-4.88,-1.03,0.46,-0.0,0.4
1.11,-5.0,-0.8,0.49,0.02,0.4
1.67,-5.21,-0.4,0.54,0.06,0.39
1.97,-5.4,-0.04,0.62,0.1,0.38
2.03,-5.54,0.25,0.71,0.13,0.37
2.16,-5.61,0.46,0.83,0.16,0.36
2.3,-5.82,0.48,0.96,0.18,0.35
2.18,-5.94,0.4,1.1,0.19,0.34
2.15,-5.88,0.23,1.22,0.2,0.33
2.07,-5.75,0.15,1.33,0.21,0.33
1.8,-5.57,-0.25,1.42,0.22,0.33
1.57,-5.23,-0.36,1.49,0.23,0.33
1.42,-5.11,-0.63,1.56,0.25,0.35
1.09,-4.92,-0.75,1.62,0.28,0.36
1.0,-4.64,-0.98,1.67,0.32,0.38
0.71,-4.23,-1.09,1.71,0.36,0.41
0.63,-3.96,-1.02,1.74,0.42,0.43
0.52,-3.85,-0.92,1.77,0.48,0.46
0.46,-3.81,-0.69,1.79,0.55,0.5
0.52,-3.73,-0.48,1.81,0.61,0.53
0.73,-3.85,-0.1,1.84,0.67,0.56
0.8,-3.98,0.02,1.86,0.72,0.57
1.02,-4.02,0.31,1.89,0.77,0.59
1.19,-4.1,0.59,1.92,0.81,0.6
1.36,-4.27,0.8,1.93,0.83,0.61
1.67,-4.58,1.09,1.95,0.84,0.62
1.76,-4.98,1.34,1.99,0.82,0.62
2.13,-5.5,1.72,2.03,0.78,0.62
2.76,-6.17,2.07,2.08,0.74,0.59
2.15,-6.95,2.6,2.14,0.69,0.54
1.44,-7.76,3.52,2.23,0.62,0.5
1.9,-9.4,4.42,2.33,0.55,0.41
3.52,-12.33,4.56,2.37,0.43,0.27
-4.44,-13.71,6.9,2.37,0.29,0.05
-9.35,-16.09,8.33,2.42,0.01,-0.08
-7.81,-19.06,7.05,2.49,-0.39,-0.16
-15.38,-19.12,6.53,2.47,-0.59,-0.32
-19.08,-19.54,5.75,2.44,-0.6,-0.3
-17.41,-22.03,2.47,2.47,-0.56,-0.19
-16.2,-19.86,1.44,2.45,-0.5,-0.04
-9.17,-16.78,1.44,2.53,-0.47,0.13
-3.87,-13.16,1.46,2.67,-0.52,0.27
-0.19,-9.98,1.26,2.78,-0.55,0.41
2.93,-7.74,1.42,2.79,-0.56,0.54
4.71,-6.49,1.74,2.71,-0.52,0.63
4.41,-6.13,2.64,2.57,-0.48,0.68
4.58,-6.3,4.08,2.4,-0.46,0.73
6.97,-7.37,5.25,2.2,-0.42,0.79
6.34,-7.76,5.71,2.08,-0.28,0.8
3.6,-6.8,5.98,2.08,-0.1,0.77
3.95,-5.11,5.73,2.11,-0.0,0.75
5.82,-3.12,4.92,2.15,0.05,0.72
4.6,-0.77,4.1,2.24,0.1,0.64
3.24,2.05,2.64,2.37,0.12,0.56
2.91,4.94,0.36,2.47,0.1,0.49
2.62,7.93,-1.4,2.46,0.07,0.43
0.17,10.3,-2.39,2.35,0.05,0.35
-1.99,11.03,-2.47,2.17,-0.02,0.28
-3.26,10.73,-2.34,1.97,-0.13,0.26
-3.64,9.42,-2.55,1.82,-0.23,0.26
-5.36,8.06,-2.91,1.69,-0.28,0.28
-7.55,7.18,-2.22,1.53,-0.35,0.29
-7.76,5.48,-0.92,1.36,-0.45,0.37
-7.7,3.03,1.55,1.23,-0.55,0.5
-7.34,0.27,3.26,1.12,-0.66,0.58
-6.42,-2.2,4.37,1.01,-0.78,0.62
-6.03,-4.64,5.36,0.93,-0.86,0.64
-5.08,-6.28,6.59,0.91,-0.91,0.66
-3.85,-6.82,7.64,0.96,-0.92,0.65
-2.49,-5.98,8.27,1.04,-0.91,0.62
-0.94,-4.33,9.14,1.09,-0.88,0.55
0.67,-2.82,10.32,1.12,-0.8,0.45
1.07,-1.26,10.98,1.17,-0.62,0.33
1.99,0.84,11.19,1.22,-0.38,0.23
2.45,3.14,11.36,1.22,-0.13,0.15
3.56,5.78,11.24,1.17,0.04,0.06
4.12,9.0,10.48,1.07,0.13,-0.07
3.6,11.82,9.69,0.91,0.2,-0.21
3.75,13.43,9.14,0.7,0.2,-0.32
3.39,13.79,8.45,0.5,0.13,-0.4
2.85,13.69,7.49,0.32,0.04,-0.47
2.13,13.1,6.34,0.15,-0.07,-0.51
1.55,11.8,5.27,-0.04,-0.18,-0.53
0.23,10.17,4.79,-0.23,-0.26,-0.5
-0.82,8.39,3.93,-0.36,-0.31,-0.41
-1.51,6.7,3.35,-0.44,-0.33,-0.27
-1.59,5.36,3.01,-0.5,-0.38,-0.17
-1.59,4.21,2.91,-0.51,-0.39,-0.08
-1.23,3.35,2.97,-0.46,-0.38,0.01
-1.47,2.59,3.05,-0.38,-0.38,0.06
0.08,1.76,2.87,-0.26,-0.37,0.08
-0.63,1.15,2.97,-0.1,-0.37,0.09
-0.06,0.65,2.62,0.07,-0.37,0.09
0.44,0.06,2.39,0.25,-0.35,0.11
0.69,-0.06,1.99,0.4,-0.35,0.11
0.61,0.13,1.53,0.48,-0.38,0.06
0.65,0.06,1.26,0.5,-0.42,0.03
0.75,0.36,0.88,0.48,-0.43,0.04
0.71,0.88,0.56,0.41,-0.43,0.03
0.04,1.23,0.34,0.3,-0.41,0.01
-0.08,1.51,0.17,0.15,-0.39,-0.03
0.1,1.84,0.33,-0.01,-0.37,-0.07
0.25,1.92,0.29,-0.15,-0.35,-0.09
0.29,1.99,0.38,-0.26,-0.33,-0.12
0.25,1.99,0.54,-0.36,-0.3,-0.15
0.38,1.86,0.79,-0.45,-0.28,-0.17
0.59,1.8,0.98,-0.52,-0.25,-0.19
0.59,1.82,1.24,-0.57,-0.21,-0.21
0.9,1.84,1.38,-0.61,-0.17,-0.22
0.92,1.95,1.63,-0.63,-0.13,-0.24
0.9,1.97,2.03,-0.65,-0.1,-0.24
0.88,2.18,2.36,-0.65,-0.08,-0.23
0.92,2.38,2.64,-0.64,-0.08,-0.21
0.86,2.38,3.06,-0.62,-0.08,-0.19
0.88,2.47,3.41,-0.58,-0.08,-0.16
0.82,2.59,3.7,-0.54,-0.08,-0.13
0.8,2.55,4.04,-0.49,-0.07,-0.09
0.71,2.66,4.42,-0.44,-0.05,-0.06
0.77,2.68,4.75,-0.38,-0.03,-0.03
0.57,2.68,5.0,-0.34,-0.01,0.0
0.84,2.64,5.09,-0.3,-0.0,0.03
0.71,2.62,5.27,-0.29,0.01,0.06
0.75,2.53,5.42,-0.28,0.02,0.08
0.86,2.62,5.59,-0.29,0.03,0.09
1.02,2.49,5.8,-0.31,0.03,0.1
1.05,2.51,6.05,-0.32,0.02,0.09
1.13,2.41,6.11,-0.33,0.0,0.08
1.19,2.24,6.45,-0.33,-0.01,0.07
1.21,1.97,6.59,-0.32,-0.03,0.05
1.05,1.74,6.76,-0.3,-0.05,0.03
1.03,1.72,6.88,-0.27,-0.06,0.01
1.0,1.57,7.05,-0.23,-0.07,0.0
0.92,1.49,7.05,-0.19,-0.06,-0.0
0.8,1.36,7.09,-0.15,-0.06,-0.01
0.63,1.34,7.11,-0.11,-0.05,-0.01
0.65,1.28,6.88,-0.06,-0.04,-0.01
0.63,1.23,6.49,-0.02,-0.03,-0.01
0.59,1.21,6.15,0.01,-0.02,-0.01
0.65,1.17,5.73,0.03,-0.03,-0.0
0.84,1.05,5.27,0.05,-0.03,0.0
0.38,1.21,4.98,0.05,-0.04,0.0
0.23,1.15,4.65,0.05,-0.04,0.0
0.52,1.09,4.37,0.04,-0.04,0.01
0.48,0.94,4.19,0.04,-0.02,0.02
0.54,1.09,3.93,0.03,-0.01,0.04
0.57,1.02,3.68,0.02,0.01,0.07
0.63,1.07,3.54,0.02,0.03,0.08
0.5,1.13,3.37,0.01,0.05,0.09
0.5,1.15,3.28,-0.0,0.08,0.11
0.57,1.17,3.12,-0.02,0.1,0.11
0.57,1.02,3.05,-0.05,0.12,0.11
0.61,1.07,2.99,-0.08,0.15,0.09
0.29,1.42,2.8,-0.13,0.17,0.07
0.34,0.9,3.12,-0.2,0.19,0.07
0.42,0.67,3.24,-0.24,0.2,0.08
0.52,0.96,3.06,-0.25,0.2,0.09
0.56,0.96,2.97,-0.29,0.2,0.09
0.63,0.67,3.45,-0.33,0.19,0.08
0.67,0.92,3.45,-0.34,0.18,0.06
0.79,0.84,3.62,-0.35,0.17,0.06
0.73,0.5,3.87,-0.35,0.16,0.06
0.69,0.59,3.87,-0.31,0.14,0.06
0.77,0.63,3.64,-0.28,0.13,0.06
0.77,0.5,3.85,-0.27,0.13,0.07
0.73,0.4,3.85,-0.26,0.14,0.08
0.59,0.38,3.91,-0.25,0.15,0.07
0.73,-0.04,4.18,-0.25,0.16,0.08
0.9,-0.69,4.52,-0.26,0.18,0.08
0.96,-1.69,5.19,-0.23,0.2,0.08
1.11,-1.86,5.38,-0.13,0.23,0.07
1.32,-2.03,5.5,-0.05,0.27,0.07
1.74,-2.01,5.5,0.0,0.31,0.07
1.61,-2.2,5.57,0.02,0.34,0.07
1.51,-2.95,6.07,0.01,0.37,0.09
1.13,-3.12,6.13,0.06,0.36,0.09
0.9,-2.68,5.78,0.14,0.31,0.07
0.79,-2.38,5.25,0.2,0.24,0.05
0.06,-2.15,4.81,0.22,0.16,0.04
-0.52,-2.13,4.79,0.21,0.06,0.04
-0.65,-2.15,4.62,0.19,-0.04,0.03
-1.02,-2.24,4.6,0.17,-0.14,0.01
-1.59,-2.05,4.52,0.16,-0.22,-0.01
-1.74,-1.84,4.37,0.14,-0.3,-0.03
-2.24,-1.59,4.0,0.13,-0.36,-0.03
-2.38,-1.3,3.51,0.11,-0.4,-0.04
-2.59,-1.02,3.01,0.08,-0.4,-0.04
-2.55,-0.73,2.47,0.04,-0.38,-0.05
-2.59,-0.42,2.16,-0.01,-0.32,-0.05
-2.15,-0.34,1.78,-0.07,-0.26,-0.05
-1.84,-0.33,1.61,-0.13,-0.2,-0.06
-1.09,-0.42,1.4,-0.17,-0.13,-0.07
-0.86,-0.42,1.38,-0.21,-0.05,-0.08
-0.65,-0.42,1.51,-0.24,0.01,-0.09
-0.02,-0.67,1.7,-0.26,0.06,-0.1
0.23,-0.98,1.95,-0.27,0.11,-0.1
0.5,-1.15,2.03,-0.27,0.15,-0.09
0.61,-1.32,2.47,-0.27,0.19,-0.09
0.57,-1.36,2.64,-0.25,0.23,-0.09
0.61,-1.47,2.95,-0.23,0.25,-0.08
0.61,-1.42,3.18,-0.2,0.28,-0.07
0.59,-1.42,3.41,-0.16,0.29,-0.07
0.52,-1.32,3.64,-0.13,0.29,-0.06
0.59,-1.3,3.95,-0.09,0.29,-0.05
0.57,-1.3,4.21,-0.06,0.28,-0.04
0.46,-1.13,4.48,-0.03,0.26,-0.03
0.19,-1.02,4.77,-0.01,0.24,-0.0
-0.02,-0.92,4.98,-0.0,0.22,0.03
-0.31,-0.82,5.06,-0.0,0.19,0.05
-0.65,-0.82,5.32,-0.01,0.15,0.08
-0.77,-0.86,5.34,-0.01,0.1,0.09
-1.07,-0.8,5.38,-0.02,0.04,0.1
-1.26,-0.69,5.42,-0.02,-0.01,0.11
-1.38,-0.71,5.48,-0.02,-0.07,0.12
-1.42,-0.59,5.44,-0.01,-0.12,0.12
-1.53,-0.44,5.25,0.0,-0.16,0.13
-1.61,-0.36,5.23,0.01,-0.19,0.13
-1.44,-0.23,5.15,0.02,-0.21,0.13
-1.47,-0.17,5.08,0.03,-0.22,0.13
-1.32,0.0,4.92,0.05,-0.23,0.12
-1.09,0.11,4.81,0.07,-0.23,0.11
-1.0,0.29,4.79,0.09,-0.23,0.08
-0.46,0.38,4.6,0.1,-0.23,0.06
-0.31,0.46,4.41,0.11,-0.23,0.03
-0.08,0.57,4.18,0.1,-0.23,0.01
0.23,0.67,4.1,0.08,-0.22,-0.01
0.44,0.82,3.93,0.05,-0.21,-0.03
0.59,0.9,3.87,0.01,-0.2,-0.05
0.84,0.84,3.75,-0.04,-0.19,-0.08
1.05,0.79,3.91,-0.09,-0.17,-0.1
1.13,0.82,4.0,-0.11,-0.14,-0.12
