accX,accY,accZ,gyroX,gyroY,gyroZ
-0.42,-3.98,-0.15,0.03,-0.29,-0.27
-0.38,-3.93,-0.08,0.05,-0.3,-0.26
-0.34,-3.96,-0.08,0.06,-0.3,-0.24
-0.31,-3.93,-0.06,0.08,-0.31,-0.23
-0.11,-4.02,-0.13,0.1,-0.31,-0.22
-0.02,-4.12,-0.19,0.12,-0.32,-0.21
0.04,-4.14,0.02,0.14,-0.32,-0.2
0.19,-4.31,0.08,0.16,-0.33,-0.19
0.19,-4.54,0.19,0.17,-0.33,-0.2
0.15,-4.75,0.27,0.19,-0.35,-0.2
-0.02,-4.94,0.27,0.21,-0.36,-0.2
-0.17,-5.02,0.23,0.23,-0.38,-0.2
-0.38,-5.25,0.23,0.25,-0.4,-0.19
-0.59,-5.44,0.17,0.28,-0.42,-0.18
-0.69,-5.55,0.1,0.33,-0.45,-0.17
-0.63,-5.42,0.0,0.38,-0.48,-0.17
-0.59,-5.21,-0.19,0.43,-0.49,-0.16
-0.56,-5.0,-0.04,0.47,-0.51,-0.15
-0.5,-4.64,-0.15,0.49,-0.52,-0.13
-0.73,-4.16,-0.23,0.49,-0.55,-0.11
-0.82,-3.75,-0.1,0.46,-0.58,-0.1
-0.84,-3.68,0.0,0.42,-0.62,-0.09
-0.84,-3.62,0.1,0.37,-0.64,-0.08
-0.82,-3.77,0.19,0.31,-0.65,-0.08
-0.92,-4.08,0.34,0.26,-0.66,-0.08
-0.92,-4.29,0.48,0.2,-0.66,-0.08
-0.75,-4.48,0.52,0.15,-0.67,-0.09
-0.56,-5.0,0.71,0.09,-0.67,-0.09
-0.04,-5.34,0.8,0.06,-0.66,-0.1
0.48,-5.61,1.0,0.04,-0.64,-0.09
0.9,-5.82,1.0,0.02,-0.62,-0.08
1.09,-5.88,1.15,-0.02,-0.62,-0.1
2.11,-5.75,1.11,-0.06,-0.62,-0.14
3.01,-5.75,1.05,-0.08,-0.59,-0.13
3.22,-5.52,1.11,-0.06,-0.55,-0.08
3.43,-5.19,1.13,-0.03,-0.53,-0.05
3.51,-4.87,1.05,-0.02,-0.52,-0.01
