accX,accY,accZ,gyroX,gyroY,gyroZ
-0.23,-6.0,0.52,-0.14,0.23,-0.02
-0.15,-5.96,0.42,-0.16,0.23,-0.0
-0.17,-5.71,0.4,-0.16,0.22,0.01
-0.23,-5.44,0.25,-0.12,0.22,0.01
-0.36,-4.98,0.04,-0.08,0.21,0.0
-0.48,-4.62,-0.38,-0.04,0.2,-0.01
-0.69,-4.29,-0.88,-0.03,0.21,-0.02
-0.9,-4.08,-1.36,-0.04,0.21,-0.04
-1.09,-3.98,-1.69,-0.08,0.22,-0.05
-1.17,-4.02,-1.76,-0.12,0.23,-0.07
-1.23,-4.16,-1.99,-0.15,0.23,-0.08
-1.19,-4.39,-2.11,-0.18,0.24,-0.08
-1.07,-4.62,-2.15,-0.22,0.25,-0.08
-0.9,-4.92,-2.07,-0.26,0.26,-0.07
-0.69,-5.02,-2.24,-0.29,0.25,-0.05
-0.82,-5.09,-2.03,-0.31,0.23,-0.01
-0.57,-5.13,-2.26,-0.31,0.19,0.04
-0.46,-5.09,-2.34,-0.32,0.16,0.09
-0.21,-5.04,-2.32,-0.32,0.12,0.14
-0.19,-4.9,-2.22,-0.33,0.1,0.19
0.0,-4.79,-2.01,-0.33,0.07,0.23
0.06,-4.56,-1.7,-0.3,0.06,0.27
0.21,-4.39,-1.44,-0.28,0.04,0.29
0.46,-4.35,-1.23,-0.24,0.03,0.3
0.42,-4.27,-1.09,-0.2,0.03,0.3
0.59,-4.29,-0.98,-0.17,0.03,0.28
0.61,-4.39,-0.98,-0.14,0.03,0.26
0.54,-4.58,-0.98,-0.13,0.03,0.23
0.42,-4.83,-1.0,-0.14,0.03,0.21
0.4,-4.94,-0.92,-0.16,0.03,0.18
0.4,-5.19,-0.94,-0.19,0.03,0.15
0.34,-5.29,-1.02,-0.21,0.03,0.12
0.31,-5.44,-0.98,-0.23,0.02,0.07
0.23,-5.44,-1.05,-0.23,0.02,0.03
0.19,-5.46,-1.07,-0.22,0.02,-0.01
0.0,-5.29,-1.05,-0.21,0.02,-0.05
-0.31,-5.06,-1.0,-0.2,0.0,-0.1
-0.46,-5.04,-1.02,-0.2,-0.01,-0.14
-0.59,-4.96,-0.98,-0.17,-0.01,-0.17
-0.73,-4.94,-1.07,-0.13,-0.02,-0.19
-0.75,-4.87,-1.02,-0.1,-0.02,-0.2
-0.86,-4.65,-1.07,-0.07,-0.04,-0.21
-0.96,-4.56,-1.09,-0.05,-0.05,-0.2
-0.88,-4.52,-0.92,-0.04,-0.06,-0.2
-0.9,-4.42,-0.92,-0.03,-0.06,-0.19
-0.77,-4.33,-0.86,-0.03,-0.07,-0.17
-0.65,-4.25,-0.84,-0.02,-0.09,-0.16
-1.0,-3.96,-0.67,-0.01,-0.1,-0.15
-0.73,-4.02,-0.56,-0.03,-0.14,-0.17
-0.46,-3.96,-0.57,-0.03,-0.15,-0.18
-0.11,-3.85,-0.5,-0.01,-0.15,-0.17
-0.1,-3.95,-0.5,0.01,-0.14,-0.16
-0.1,-3.81,-0.44,0.03,-0.14,-0.15
-0.06,-3.79,-0.38,0.04,-0.14,-0.15
0.08,-3.77,-0.4,0.04,-0.15,-0.15
0.06,-3.85,-0.27,0.04,-0.16,-0.15
0.04,-3.68,-0.29,0.02,-0.18,-0.17
0.33,-3.81,-0.31,-0.01,-0.2,-0.19
0.36,-3.81,-0.13,-0.02,-0.19,-0.18
0.42,-3.73,-0.23,-0.02,-0.18,-0.16
0.42,-3.81,-0.15,-0.01,-0.18,-0.15
0.46,-3.75,-0.13,0.0,-0.18,-0.14
0.42,-3.72,-0.06,0.01,-0.17,-0.14
0.33,-3.68,-0.15,0.01,-0.17,-0.14
0.36,-3.66,0.0,0.01,-0.16,-0.14
0.31,-3.62,-0.02,0.01,-0.14,-0.15
0.29,-3.58,-0.08,0.01,-0.12,-0.16
0.13,-3.56,0.04,0.0,-0.11,-0.16
0.15,-3.45,-0.08,-0.0,-0.09,-0.16
0.21,-3.51,0.1,-0.0,-0.08,-0.16
0.15,-3.51,0.13,-0.01,-0.07,-0.16
0.11,-3.49,0.13,-0.01,-0.06,-0.16
0.15,-3.51,0.15,-0.02,-0.06,-0.15
0.17,-3.49,0.04,-0.04,-0.06,-0.14
0.29,-3.35,-0.06,-0.06,-0.06,-0.13
0.34,-3.29,-0.04,-0.09,-0.06,-0.11
