accX,accY,accZ,gyroX,gyroY,gyroZ
0.08,-4.77,-0.17,0.05,0.64,0.04
0.08,-4.77,-0.15,0.05,0.65,0.04
0.13,-4.81,-0.13,0.06,0.66,0.04
0.11,-4.79,-0.15,0.06,0.66,0.03
0.13,-4.79,-0.21,0.07,0.66,0.03
0.15,-4.79,-0.15,0.08,0.67,0.02
0.21,-4.87,-0.21,0.08,0.67,0.01
0.23,-4.9,-0.17,0.09,0.66,0.0
0.19,-4.88,-0.08,0.1,0.66,-0.01
0.19,-4.92,-0.11,0.1,0.66,-0.02
0.1,-4.92,-0.08,0.1,0.65,-0.03
0.04,-4.96,0.0,0.11,0.65,-0.03
0.0,-5.04,-0.15,0.1,0.64,-0.04
-0.13,-5.06,-0.13,0.09,0.63,-0.03
-0.21,-5.09,-0.19,0.08,0.62,-0.03
-0.33,-5.13,-0.1,0.07,0.61,-0.03
-0.4,-5.19,-0.1,0.06,0.61,-0.02
-0.48,-5.11,-0.02,0.05,0.61,-0.01
-0.42,-5.23,0.04,0.05,0.6,-0.01
-0.56,-5.17,0.19,0.05,0.59,-0.0
-0.56,-5.21,0.25,0.05,0.58,-0.0
-0.65,-5.15,0.29,0.06,0.57,0.0
-0.71,-5.21,0.44,0.06,0.56,0.01
-0.73,-5.23,0.48,0.06,0.55,0.01
-1.11,-5.15,0.27,0.06,0.54,0.02
-1.03,-5.27,-0.11,0.04,0.53,0.03
-0.36,-5.63,-0.06,-0.0,0.54,0.06
0.04,-6.28,0.08,-0.04,0.56,0.09
0.17,-6.72,-0.25,-0.06,0.57,0.11
0.19,-6.93,-0.8,-0.1,0.57,0.11
0.11,-7.14,-1.3,-0.17,0.55,0.12
0.04,-7.22,-1.36,-0.25,0.51,0.13
-0.29,-7.2,-0.96,-0.3,0.48,0.14
-0.65,-6.97,-0.73,-0.3,0.43,0.16
-0.9,-6.76,-0.59,-0.25,0.38,0.19
-1.02,-6.4,-0.46,-0.18,0.34,0.21
-1.15,-6.05,-0.48,-0.12,0.29,0.22
-1.28,-5.77,-0.38,-0.06,0.25,0.24
-1.21,-5.55,-0.42,-0.02,0.2,0.25
-0.88,-5.54,-0.36,0.02,0.15,0.26
-0.69,-5.55,-0.4,0.06,0.11,0.26
-0.5,-5.44,-0.54,0.1,0.09,0.25
-0.33,-5.29,-0.57,0.12,0.06,0.24
-0.33,-5.19,-0.79,0.13,0.05,0.22
-0.33,-5.08,-0.75,0.12,0.04,0.21
-0.31,-4.96,-0.75,0.12,0.05,0.19
-0.1,-4.81,-0.73,0.11,0.06,0.17
0.02,-4.71,-0.8,0.1,0.08,0.16
0.25,-4.6,-0.84,0.09,0.1,0.14
0.44,-4.42,-1.02,0.08,0.12,0.12
0.61,-4.21,-1.24,0.06,0.15,0.11
0.9,-4.02,-1.34,0.03,0.18,0.1
1.19,-3.95,-1.49,0.0,0.21,0.08
1.38,-3.93,-1.53,-0.03,0.23,0.08
1.53,-3.79,-1.67,-0.07,0.26,0.07
1.65,-3.79,-1.7,-0.1,0.29,0.06
1.72,-3.83,-1.7,-0.13,0.32,0.06
1.69,-3.93,-1.67,-0.16,0.34,0.06
1.57,-4.0,-1.61,-0.18,0.36,0.06
1.42,-4.12,-1.59,-0.19,0.38,0.06
1.24,-4.25,-1.57,-0.19,0.4,0.06
1.15,-4.42,-1.51,-0.2,0.41,0.06
0.94,-4.5,-1.57,-0.2,0.42,0.06
0.75,-4.65,-1.44,-0.21,0.42,0.05
0.63,-4.92,-1.4,-0.21,0.41,0.05
0.5,-5.17,-1.28,-0.21,0.4,0.05
0.34,-5.42,-1.17,-0.21,0.39,0.05
0.13,-5.65,-1.07,-0.21,0.37,0.04
0.0,-5.71,-1.02,-0.21,0.35,0.04
-0.1,-5.8,-1.03,-0.2,0.32,0.03
-0.23,-5.84,-1.05,-0.19,0.3,0.03
-0.33,-5.8,-1.21,-0.19,0.28,0.02
-0.34,-5.71,-1.28,-0.19,0.25,0.01
-0.38,-5.55,-1.4,-0.19,0.23,0.0
-0.46,-5.42,-1.32,-0.19,0.22,-0.0
-0.46,-5.17,-1.4,-0.18,0.21,-0.01
-0.36,-5.02,-1.32,-0.17,0.2,-0.02
-0.29,-4.87,-1.21,-0.15,0.2,-0.03
-0.23,-4.71,-1.13,-0.14,0.2,-0.05
-0.13,-4.62,-1.07,-0.12,0.21,-0.06
0.02,-4.48,-0.98,-0.1,0.21,-0.07
0.08,-4.37,-0.96,-0.08,0.22,-0.08
0.29,-4.27,-0.79,-0.06,0.23,-0.09
0.42,-4.21,-0.79,-0.04,0.24,-0.1
0.56,-4.14,-0.69,-0.03,0.25,-0.1
0.73,-4.19,-0.69,-0.03,0.25,-0.11
0.73,-4.18,-0.73,-0.02,0.25,-0.11
0.88,-4.33,-0.77,-0.03,0.25,-0.11
1.02,-4.25,-0.75,-0.04,0.25,-0.12
1.03,-4.37,-0.77,-0.05,0.25,-0.12
1.0,-4.29,-0.77,-0.05,0.25,-0.12
1.11,-4.31,-0.86,-0.06,0.25,-0.12
1.02,-4.29,-0.86,-0.08,0.24,-0.12
0.92,-4.25,-1.0,-0.09,0.24,-0.11
0.86,-4.21,-0.98,-0.1,0.24,-0.11
0.77,-4.25,-0.98,-0.11,0.23,-0.11
0.69,-4.25,-0.94,-0.12,0.23,-0.1
0.56,-4.18,-1.03,-0.13,0.23,-0.1
0.44,-4.31,-0.92,-0.14,0.22,-0.09
0.36,-4.33,-0.94,-0.15,0.22,-0.09
0.27,-4.41,-0.79,-0.15,0.21,-0.09
0.17,-4.44,-0.8,-0.16,0.2,-0.08
0.04,-4.48,-0.73,-0.16,0.18,-0.08
0.0,-4.46,-0.73,-0.16,0.17,-0.07
-0.1,-4.52,-0.61,-0.16,0.15,-0.07
-0.21,-4.54,-0.63,-0.15,0.13,-0.06
-0.19,-4.48,-0.65,-0.15,0.11,-0.06
-0.23,-4.52,-0.61,-0.14,0.1,-0.05
-0.25,-4.56,-0.59,-0.13,0.08,-0.04
-0.31,-4.48,-0.63,-0.12,0.07,-0.03
-0.27,-4.46,-0.61,-0.12,0.05,-0.02
-0.21,-4.52,-0.69,-0.11,0.04,-0.01
-0.15,-4.58,-0.57,-0.1,0.03,-0.0
0.04,-4.54,-0.69,-0.09,0.03,0.0
0.0,-4.65,-0.67,-0.08,0.02,0.01
0.19,-4.73,-0.67,-0.07,0.02,0.01
0.23,-4.79,-0.67,-0.07,0.02,0.01
0.29,-4.83,-0.65,-0.06,0.02,0.02
0.34,-4.94,-0.67,-0.06,0.02,0.02
0.46,-5.06,-0.69,-0.06,0.02,0.03
0.56,-5.15,-0.75,-0.06,0.02,0.03
0.65,-5.17,-0.82,-0.07,0.03,0.03
0.69,-5.25,-0.98,-0.08,0.04,0.04
0.82,-5.31,-1.19,-0.09,0.04,0.04
0.77,-5.36,-1.42,-0.11,0.06,0.05
