accX,accY,accZ,gyroX,gyroY,gyroZ
-0.5,-4.29,-1.03,0.03,-0.05,0.07
-0.46,-4.16,-1.0,0.04,-0.04,0.06
-0.31,-4.12,-0.92,0.05,-0.04,0.05
-0.23,-4.12,-0.84,0.05,-0.05,0.04
-0.23,-3.98,-0.79,0.06,-0.05,0.03
-0.06,-3.85,-0.8,0.06,-0.05,0.03
0.04,-3.7,-0.77,0.07,-0.04,0.02
-0.06,-3.54,-0.69,0.07,-0.04,0.02
-0.02,-3.37,-0.69,0.06,-0.04,0.02
-0.08,-3.1,-0.65,0.06,-0.05,0.02
-0.08,-3.01,-0.67,0.06,-0.05,0.02
-0.08,-2.95,-0.61,0.07,-0.05,0.02
-0.08,-2.89,-0.59,0.07,-0.06,0.02
-0.11,-2.8,-0.59,0.07,-0.06,0.01
-0.1,-2.83,-0.61,0.06,-0.06,0.01
-0.02,-2.87,-0.65,0.05,-0.05,-0.0
-0.04,-2.83,-0.59,0.03,-0.04,-0.01
0.04,-2.89,-0.56,-0.0,-0.02,-0.02
0.15,-2.97,-0.52,-0.03,0.01,-0.02
0.19,-3.01,-0.4,-0.05,0.03,-0.02
0.25,-3.1,-0.52,-0.06,0.05,-0.02
0.36,-3.18,-0.65,-0.07,0.06,-0.02
0.4,-3.26,-0.77,-0.08,0.08,-0.02
0.46,-3.22,-0.96,-0.1,0.08,-0.02
0.42,-3.31,-1.07,-0.13,0.09,-0.02
0.31,-3.26,-1.11,-0.15,0.09,-0.01
0.34,-3.22,-1.32,-0.18,0.08,-0.01
0.34,-3.18,-1.34,-0.2,0.08,-0.0
0.19,-3.18,-1.32,-0.21,0.07,0.01
0.04,-3.14,-1.36,-0.22,0.07,0.02
0.02,-3.12,-1.36,-0.24,0.08,0.04
0.04,-3.16,-1.26,-0.25,0.1,0.05
0.08,-3.2,-1.13,-0.27,0.13,0.06
0.17,-3.28,-1.03,-0.28,0.16,0.08
0.25,-3.39,-1.02,-0.29,0.2,0.09
0.33,-3.47,-1.05,-0.31,0.24,0.11
0.36,-3.58,-1.05,-0.33,0.27,0.12
0.27,-3.66,-1.07,-0.36,0.29,0.14
0.46,-3.85,-1.03,-0.4,0.3,0.15
0.5,-4.0,-1.05,-0.44,0.29,0.15
0.59,-4.25,-0.8,-0.47,0.27,0.15
0.61,-4.58,-0.57,-0.48,0.26,0.15
0.59,-4.96,-0.44,-0.48,0.27,0.16
0.57,-5.34,-0.31,-0.45,0.28,0.16
0.52,-5.71,-0.23,-0.41,0.29,0.15
0.38,-6.03,-0.27,-0.38,0.31,0.15
0.21,-6.21,-0.31,-0.34,0.32,0.15
-0.08,-6.36,-0.42,-0.32,0.32,0.15
-0.34,-6.55,-0.46,-0.3,0.31,0.14
-0.65,-6.76,-0.48,-0.29,0.31,0.14
-0.82,-6.67,-0.48,-0.28,0.31,0.14
-1.02,-6.63,-0.56,-0.29,0.32,0.13
-1.19,-6.57,-0.48,-0.31,0.34,0.12
-1.17,-6.51,-0.31,-0.32,0.36,0.11
-1.07,-6.57,-0.15,-0.34,0.38,0.09
-1.03,-6.51,-0.11,-0.35,0.39,0.07
-1.02,-6.55,0.15,-0.37,0.4,0.05
-0.92,-6.65,0.1,-0.38,0.39,0.03
-0.79,-6.65,0.19,-0.38,0.37,0.02
-0.71,-6.72,0.15,-0.39,0.34,0.02
-0.56,-6.78,0.0,-0.4,0.3,0.01
-0.57,-6.8,0.17,-0.4,0.27,0.02
-0.67,-7.03,0.02,-0.4,0.24,0.05
-1.0,-7.2,-0.11,-0.38,0.21,0.07
-1.44,-7.39,-0.33,-0.37,0.19,0.1
-1.82,-7.51,-0.54,-0.37,0.15,0.12
-2.18,-7.51,-0.82,-0.38,0.1,0.13
-2.36,-7.49,-1.23,-0.4,0.02,0.16
-2.59,-7.32,-1.46,-0.42,-0.07,0.18
-2.38,-6.95,-1.95,-0.44,-0.17,0.18
-2.18,-6.55,-2.45,-0.44,-0.26,0.18
-1.86,-6.11,-2.72,-0.43,-0.31,0.15
-1.65,-5.65,-3.1,-0.42,-0.32,0.13
-1.51,-5.09,-3.2,-0.42,-0.3,0.09
-1.4,-4.64,-3.2,-0.42,-0.26,0.07
-1.28,-4.19,-3.12,-0.43,-0.22,0.04
-1.09,-3.73,-2.93,-0.43,-0.19,0.01
-0.84,-3.54,-2.82,-0.43,-0.18,-0.0
-0.34,-3.47,-2.66,-0.43,-0.18,-0.01
0.04,-3.45,-2.6,-0.43,-0.19,-0.02
0.61,-3.41,-2.41,-0.42,-0.2,-0.04
1.0,-3.51,-2.36,-0.41,-0.19,-0.06
1.17,-3.52,-2.32,-0.38,-0.15,-0.08
1.3,-3.51,-2.34,-0.35,-0.09,-0.1
1.21,-3.49,-2.43,-0.31,-0.03,-0.1
1.13,-3.39,-2.59,-0.27,0.02,-0.09
0.98,-3.18,-2.7,-0.23,0.04,-0.07
0.79,-3.01,-2.78,-0.21,0.04,-0.04
0.61,-2.82,-2.8,-0.2,0.04,-0.01
0.63,-2.7,-2.95,-0.19,0.04,0.01
