accX,accY,accZ,gyroX,gyroY,gyroZ
0.15,-4.69,0.88,-0.02,0.04,-0.01
0.23,-4.77,0.98,-0.02,0.04,-0.01
0.15,-4.71,0.96,-0.02,0.03,-0.01
0.17,-4.73,0.94,-0.02,0.04,-0.0
0.21,-4.73,0.96,-0.02,0.04,-0.0
0.48,-4.62,1.05,-0.02,0.04,-0.0
0.23,-4.71,1.0,-0.01,0.04,-0.0
0.17,-4.73,0.92,-0.01,0.04,-0.0
0.27,-4.77,1.0,-0.01,0.04,-0.0
0.25,-4.73,1.03,-0.01,0.04,-0.0
0.21,-4.71,0.94,-0.01,0.04,-0.0
0.23,-4.77,1.07,-0.01,0.04,-0.0
0.21,-4.73,1.03,-0.01,0.04,-0.0
0.21,-4.73,1.05,-0.01,0.04,-0.0
0.17,-4.75,1.03,-0.01,0.04,-0.0
0.17,-4.69,1.03,-0.01,0.04,-0.0
0.19,-4.71,1.03,-0.01,0.04,-0.0
0.27,-4.71,1.03,-0.01,0.04,-0.0
0.17,-4.69,1.03,-0.01,0.04,-0.0
0.21,-4.73,0.96,-0.01,0.04,-0.0
0.17,-4.71,1.02,-0.01,0.04,-0.0
0.17,-4.73,1.03,-0.01,0.04,-0.0
0.15,-4.67,1.0,-0.01,0.04,-0.0
0.06,-4.79,0.77,-0.01,0.04,-0.0
0.06,-4.65,0.86,-0.01,0.04,-0.0
0.08,-4.83,0.96,-0.01,0.04,-0.0
0.1,-4.75,1.07,-0.01,0.04,-0.0
0.19,-4.6,1.02,-0.01,0.04,-0.0
0.11,-4.71,1.05,-0.01,0.04,-0.0
0.23,-4.52,0.98,-0.01,0.03,-0.0
0.25,-4.64,0.98,-0.02,0.03,-0.0
0.17,-4.83,0.84,-0.02,0.03,-0.0
0.11,-4.71,1.07,-0.02,0.03,-0.0
0.11,-4.65,0.79,-0.02,0.03,-0.0
0.23,-4.67,0.86,-0.02,0.03,-0.0
0.23,-4.67,1.02,-0.02,0.03,-0.0
0.27,-4.71,1.0,-0.02,0.03,-0.0
0.15,-4.69,0.82,-0.02,0.03,-0.0
0.25,-4.69,1.07,-0.02,0.03,-0.0
0.23,-4.79,0.8,-0.03,0.03,-0.0
0.17,-4.73,0.98,-0.02,0.03,-0.0
0.17,-4.77,1.03,-0.02,0.03,-0.0
0.17,-4.75,1.03,-0.02,0.03,-0.0
0.17,-4.73,0.98,-0.02,0.03,-0.0
0.19,-4.75,1.0,-0.02,0.03,-0.0
0.15,-4.73,0.94,-0.02,0.03,-0.0
0.21,-4.79,1.07,-0.02,0.03,-0.0
0.19,-4.71,0.98,-0.01,0.03,-0.0
0.17,-4.73,1.0,-0.01,0.03,-0.0
0.11,-4.75,0.96,-0.01,0.03,-0.0
0.19,-4.79,0.98,-0.01,0.03,-0.0
0.23,-4.77,0.98,-0.01,0.03,-0.0
0.19,-4.73,0.96,-0.01,0.03,-0.0
0.21,-4.75,1.03,-0.01,0.03,-0.0
0.15,-4.75,1.03,-0.01,0.03,0.0
0.25,-4.79,1.03,-0.01,0.03,-0.0
0.17,-4.71,1.02,-0.01,0.03,-0.0
0.21,-4.75,1.07,-0.01,0.03,-0.0
0.19,-4.73,0.94,-0.01,0.03,-0.0
0.17,-4.67,1.0,-0.01,0.03,-0.0
0.17,-4.69,0.94,-0.01,0.03,-0.0
0.13,-4.67,0.92,-0.01,0.03,-0.0
0.17,-4.67,1.02,-0.01,0.03,-0.0
0.17,-4.65,1.02,-0.01,0.03,-0.0
0.13,-4.71,0.92,-0.01,0.03,-0.0
0.19,-4.71,0.94,-0.01,0.03,-0.0
0.17,-4.71,0.96,-0.01,0.03,-0.0
0.17,-4.73,0.92,-0.01,0.03,-0.0
0.21,-4.73,0.96,-0.01,0.03,-0.0
0.17,-4.65,0.94,-0.01,0.03,-0.0
0.19,-4.71,0.92,-0.01,0.03,-0.0
0.19,-4.69,1.0,-0.01,0.03,-0.0
0.19,-4.69,0.9,-0.01,0.03,-0.0
0.11,-4.67,0.9,-0.02,0.03,-0.0
0.13,-4.69,0.86,-0.02,0.03,-0.0
0.19,-4.75,0.96,-0.02,0.03,-0.0
