accX,accY,accZ,gyroX,gyroY,gyroZ
0.06,-4.73,-1.17,-0.01,0.03,-0.0
-0.02,-4.75,-1.15,-0.01,0.03,-0.0
-0.02,-4.73,-1.21,-0.02,0.03,-0.0
0.02,-4.75,-1.19,-0.01,0.03,-0.0
0.0,-4.75,-1.17,-0.01,0.03,-0.0
-0.04,-4.37,-1.4,-0.01,0.04,-0.0
0.04,-4.73,-1.21,-0.01,0.04,-0.0
0.02,-4.77,-1.23,-0.02,0.04,-0.0
0.11,-4.73,-1.23,-0.02,0.04,-0.0
0.02,-4.81,-1.23,-0.02,0.03,-0.0
0.04,-4.81,-1.13,-0.02,0.03,-0.0
-0.02,-4.81,-1.21,-0.02,0.03,-0.0
-0.02,-4.81,-1.23,-0.01,0.03,-0.0
0.04,-4.69,-1.13,-0.01,0.04,-0.0
0.06,-4.73,-1.15,-0.01,0.04,0.0
0.1,-4.83,-1.09,-0.01,0.04,-0.0
-0.04,-4.65,-1.15,-0.01,0.04,0.0
0.08,-4.79,-1.17,-0.01,0.04,-0.0
0.02,-4.73,-1.15,-0.01,0.04,0.0
-0.04,-4.81,-1.17,-0.01,0.04,0.0
-0.02,-4.79,-1.15,-0.02,0.04,0.0
-0.02,-4.85,-1.13,-0.02,0.04,0.0
0.0,-4.87,-1.15,-0.02,0.04,0.0
0.02,-4.83,-1.07,-0.02,0.04,0.0
-0.02,-4.81,-1.17,-0.02,0.04,0.0
0.0,-4.77,-1.19,-0.02,0.04,0.0
0.11,-4.96,-1.11,-0.01,0.04,0.0
-0.04,-4.75,-1.13,-0.01,0.04,0.0
0.06,-4.73,-1.15,-0.02,0.04,-0.0
0.02,-4.77,-1.11,-0.01,0.04,-0.0
0.08,-4.71,-1.21,-0.01,0.04,-0.0
0.1,-4.75,-1.17,-0.01,0.04,-0.0
0.06,-4.75,-1.19,-0.0,0.04,0.0
0.02,-4.67,-1.19,-0.0,0.04,0.0
0.02,-4.71,-1.21,-0.0,0.04,0.0
0.0,-4.71,-1.23,-0.0,0.05,0.0
0.0,-4.79,-1.05,-0.0,0.05,0.01
-0.02,-4.73,-1.03,-0.01,0.05,0.0
0.02,-4.67,-1.17,-0.01,0.06,0.01
0.08,-4.73,-1.11,-0.01,0.06,0.0
0.02,-4.77,-1.15,-0.01,0.06,0.01
0.06,-4.75,-1.15,-0.01,0.07,0.0
0.06,-4.73,-1.19,-0.02,0.07,0.0
0.08,-4.77,-1.15,-0.02,0.07,0.0
0.02,-4.79,-1.19,-0.02,0.07,0.0
-0.02,-4.75,-1.26,-0.02,0.07,0.0
0.0,-4.77,-1.17,-0.02,0.07,0.0
-0.02,-4.71,-1.23,-0.02,0.07,-0.0
-0.1,-4.69,-1.19,-0.02,0.06,-0.0
0.02,-4.83,-1.15,-0.02,0.06,-0.0
-0.1,-4.73,-1.23,-0.02,0.06,0.0
0.02,-4.79,-1.15,-0.02,0.06,-0.0
-0.02,-4.77,-1.17,-0.02,0.06,-0.0
-0.02,-4.77,-1.13,-0.01,0.06,-0.0
-0.08,-4.73,-1.23,-0.01,0.07,-0.0
-0.02,-4.73,-1.19,-0.01,0.07,-0.01
-0.06,-4.71,-1.19,-0.01,0.07,-0.0
-0.06,-4.79,-1.15,-0.01,0.06,-0.01
-0.1,-4.75,-1.19,-0.01,0.06,-0.0
-0.1,-4.62,-1.44,-0.02,0.06,-0.01
-0.1,-4.81,-1.19,-0.02,0.06,-0.0
-0.15,-4.75,-1.21,-0.02,0.05,-0.0
-0.13,-4.81,-1.17,-0.02,0.05,-0.0
-0.1,-4.81,-1.24,-0.02,0.04,-0.0
-0.08,-4.83,-1.19,-0.02,0.04,-0.0
-0.08,-4.81,-1.17,-0.02,0.04,-0.0
-0.1,-4.83,-1.21,-0.02,0.04,-0.0
-0.11,-4.77,-1.17,-0.02,0.04,-0.01
0.0,-4.71,-1.17,-0.02,0.04,-0.01
0.0,-4.73,-1.28,-0.02,0.04,-0.01
0.02,-4.73,-1.23,-0.02,0.04,-0.0
0.04,-4.73,-1.21,-0.02,0.04,-0.01
-0.02,-4.71,-1.23,-0.02,0.04,-0.0
0.06,-4.75,-1.24,-0.02,0.04,-0.0
0.02,-4.79,-1.17,-0.03,0.04,-0.0
0.06,-4.83,-1.23,-0.03,0.03,-0.0
-0.02,-4.75,-1.21,-0.03,0.03,0.0
-0.06,-4.75,-1.17,-0.02,0.02,0.0
-0.15,-4.81,-1.23,-0.02,0.01,0.01
-0.17,-4.83,-1.13,-0.02,0.01,0.01
-0.11,-4.87,-1.17,-0.02,0.01,0.01
0.06,-4.75,-1.44,-0.02,0.0,0.01
-0.17,-4.83,-1.24,-0.02,0.01,0.01
-0.17,-4.87,-1.24,-0.02,0.01,0.0
-0.13,-4.79,-1.21,-0.02,0.01,0.0
-0.11,-4.83,-1.24,-0.02,0.02,-0.0
-0.19,-4.79,-1.26,-0.03,0.02,-0.0
-0.17,-4.77,-1.3,-0.03,0.02,-0.01
-0.17,-4.73,-1.24,-0.03,0.02,-0.01
-0.21,-4.73,-1.23,-0.03,0.01,-0.01
-0.15,-4.73,-1.24,-0.02,0.01,-0.0
-0.23,-4.88,-1.13,-0.02,0.0,0.0
-0.33,-4.88,-1.24,-0.02,-0.0,0.0
-0.25,-4.83,-1.26,-0.02,-0.01,0.0
-0.27,-4.87,-1.28,-0.02,-0.01,0.01
-0.27,-4.83,-1.26,-0.03,-0.01,0.0
-0.29,-4.87,-1.28,-0.03,-0.01,0.0
-0.33,-4.88,-1.32,-0.03,-0.01,-0.0
-0.29,-4.85,-1.34,-0.03,-0.01,-0.0
-0.29,-4.83,-1.32,-0.02,-0.01,-0.01
-0.38,-4.88,-1.28,-0.01,-0.01,-0.01
-0.31,-4.88,-1.26,-0.0,-0.01,-0.01
-0.29,-4.85,-1.19,0.01,-0.01,-0.01
-0.11,-4.85,-1.17,0.01,-0.01,-0.01
-0.21,-4.83,-1.26,0.02,-0.01,-0.01
-0.23,-4.77,-1.15,0.02,-0.01,-0.02
-0.21,-4.81,-1.15,0.03,-0.01,-0.02
-0.19,-4.71,-1.15,0.03,-0.02,-0.02
-0.17,-4.71,-1.09,0.03,-0.02,-0.02
-0.19,-4.62,-1.19,0.03,-0.02,-0.02
-0.25,-4.58,-1.11,0.03,-0.02,-0.02
-0.15,-4.64,-1.15,0.03,-0.02,-0.03
-0.15,-4.62,-1.11,0.03,-0.02,-0.03
-0.65,-4.46,-0.94,0.02,-0.02,-0.03
-0.17,-4.64,-1.09,0.02,-0.02,-0.03
-0.17,-4.67,-1.02,0.02,-0.01,-0.04
-0.13,-4.65,-1.03,0.02,-0.01,-0.04
-0.13,-4.65,-1.09,0.02,-0.01,-0.04
-0.06,-4.62,-1.05,0.02,-0.0,-0.04
-0.06,-4.65,-1.07,0.02,0.0,-0.04
-0.04,-4.69,-1.09,0.02,0.01,-0.04
-0.02,-4.71,-1.15,0.01,0.02,-0.05
0.0,-4.71,-1.11,0.01,0.02,-0.05
0.06,-4.71,-1.05,0.0,0.03,-0.05
0.13,-4.79,-1.05,-0.0,0.03,-0.05
0.08,-4.64,-1.24,-0.01,0.03,-0.04
0.1,-4.6,-1.23,-0.01,0.03,-0.04
0.04,-4.6,-1.24,-0.01,0.04,-0.04
0.06,-4.58,-1.24,-0.02,0.04,-0.04
0.04,-4.62,-1.21,-0.02,0.04,-0.03
0.06,-4.65,-1.21,-0.02,0.03,-0.03
0.15,-4.67,-1.19,-0.02,0.03,-0.03
0.11,-4.83,-1.23,-0.02,0.03,-0.03
0.04,-4.85,-1.23,-0.02,0.03,-0.02
0.15,-4.92,-1.26,-0.02,0.03,-0.02
0.17,-5.02,-1.28,-0.02,0.03,-0.02
-0.04,-4.94,-1.24,-0.03,0.03,-0.01
-0.06,-4.94,-1.32,-0.02,0.02,-0.01
-0.08,-4.9,-1.32,-0.02,0.02,-0.01
-0.1,-4.9,-1.38,-0.01,0.02,-0.01
0.02,-4.9,-1.36,-0.0,0.02,-0.01
0.0,-4.9,-1.38,0.0,0.02,-0.01
0.02,-4.88,-1.36,0.01,0.02,-0.01
0.06,-4.9,-1.4,0.02,0.02,-0.01
0.04,-4.81,-1.42,0.02,0.03,-0.02
0.08,-4.92,-1.38,0.02,0.03,-0.02
-0.1,-4.96,-1.26,0.02,0.03,-0.02
-0.04,-4.85,-1.38,0.02,0.03,-0.02
-0.15,-4.83,-1.36,0.02,0.03,-0.02
-0.13,-4.77,-1.36,0.02,0.03,-0.02
-0.13,-4.77,-1.3,0.02,0.03,-0.02
-0.23,-4.87,-1.38,0.02,0.03,-0.02
-0.25,-4.81,-1.36,0.02,0.03,-0.02
-0.31,-4.79,-1.44,0.01,0.02,-0.01
-0.33,-4.79,-1.26,0.01,0.02,-0.01
-0.33,-4.83,-1.34,0.01,0.02,-0.01
-0.33,-4.85,-1.36,0.01,0.02,-0.01
-0.36,-4.58,-1.47,0.01,0.01,-0.01
-0.36,-4.9,-1.32,0.01,0.0,-0.01
-0.4,-4.88,-1.38,0.01,-0.0,-0.02
-0.38,-4.96,-1.32,0.02,-0.01,-0.02
-0.4,-4.96,-1.32,0.02,-0.01,-0.02
-0.38,-4.96,-1.28,0.03,-0.01,-0.03
-0.31,-5.02,-1.23,0.04,-0.0,-0.03
-0.36,-5.02,-1.3,0.06,0.0,-0.04
-0.29,-5.0,-1.21,0.07,0.01,-0.04
-0.29,-4.9,-1.26,0.09,0.03,-0.05
-0.27,-4.85,-1.36,0.1,0.04,-0.06
-0.17,-4.81,-1.32,0.11,0.06,-0.06
-0.1,-4.62,-1.38,0.12,0.08,-0.07
0.02,-4.46,-1.46,0.12,0.09,-0.07
0.11,-4.31,-1.46,0.11,0.11,-0.08
0.27,-4.18,-1.42,0.1,0.13,-0.09
0.29,-4.18,-1.42,0.08,0.14,-0.09
0.34,-4.06,-1.4,0.06,0.16,-0.1
0.5,-4.04,-1.32,0.04,0.18,-0.1
0.52,-4.1,-1.21,0.01,0.2,-0.1
0.73,-4.08,-1.13,-0.01,0.22,-0.1
0.71,-4.1,-1.05,-0.02,0.25,-0.09
0.73,-4.39,-0.67,-0.03,0.26,-0.08
0.71,-4.18,-0.79,-0.03,0.28,-0.08
0.63,-4.23,-0.79,-0.02,0.29,-0.06
0.56,-4.21,-0.71,-0.03,0.28,-0.05
0.48,-4.29,-0.69,-0.04,0.27,-0.03
0.4,-4.41,-0.67,-0.05,0.25,-0.02
0.31,-4.48,-0.56,-0.07,0.23,-0.0
0.25,-4.64,-0.54,-0.09,0.21,0.01
0.19,-4.87,-0.42,-0.1,0.18,0.02
0.17,-5.02,-0.36,-0.1,0.16,0.03
0.11,-5.13,-0.38,-0.09,0.12,0.03
0.08,-5.25,-0.46,-0.08,0.09,0.03
0.04,-5.32,-0.42,-0.06,0.07,0.02
0.08,-5.44,-0.54,-0.06,0.04,0.01
0.19,-5.55,-0.61,-0.06,0.01,-0.01
0.17,-5.52,-0.61,-0.07,-0.01,-0.02
0.27,-5.59,-0.75,-0.07,-0.03,-0.04
0.44,-5.59,-0.77,-0.06,-0.05,-0.05
0.56,-5.46,-1.03,-0.06,-0.06,-0.07
0.73,-5.54,-0.98,-0.06,-0.06,-0.08
0.8,-5.52,-0.92,-0.07,-0.05,-0.1
0.75,-5.5,-0.84,-0.06,-0.04,-0.12
0.71,-5.36,-0.71,-0.05,-0.03,-0.13
0.73,-5.34,-0.63,-0.02,-0.01,-0.13
0.63,-5.17,-0.73,0.02,-0.0,-0.14
0.65,-4.98,-0.69,0.04,0.01,-0.14
0.57,-4.87,-0.73,0.06,0.02,-0.15
0.59,-4.73,-0.71,0.07,0.04,-0.15
0.52,-4.58,-0.77,0.07,0.05,-0.16
0.63,-4.46,-0.75,0.06,0.05,-0.16
0.56,-4.44,-0.67,0.05,0.06,-0.17
0.73,-4.41,-0.79,0.04,0.06,-0.17
0.69,-4.39,-0.46,0.01,0.07,-0.17
0.65,-4.42,-0.71,-0.01,0.07,-0.17
0.67,-4.44,-0.61,-0.02,0.06,-0.17
0.67,-4.44,-0.59,-0.03,0.06,-0.17
0.63,-4.54,-0.65,-0.03,0.05,-0.17
0.56,-4.6,-0.63,-0.04,0.05,-0.17
0.57,-4.65,-0.73,-0.04,0.04,-0.16
0.56,-4.71,-0.71,-0.04,0.04,-0.16
0.61,-4.73,-0.69,-0.04,0.04,-0.15
0.65,-4.73,-0.73,-0.03,0.03,-0.15
0.54,-4.79,-0.54,-0.03,0.03,-0.14
0.57,-4.92,-0.46,-0.03,0.03,-0.14
0.56,-4.85,-0.59,-0.03,0.03,-0.14
0.5,-4.85,-0.56,-0.02,0.04,-0.13
0.56,-4.83,-0.67,-0.01,0.04,-0.13
0.46,-4.81,-0.73,-0.01,0.04,-0.12
0.56,-4.81,-0.63,-0.01,0.05,-0.11
0.61,-4.73,-0.73,-0.01,0.06,-0.11
0.67,-4.71,-0.71,-0.01,0.07,-0.1
0.63,-4.6,-0.69,-0.0,0.09,-0.1
0.67,-4.6,-0.61,-0.0,0.09,-0.1
0.59,-4.52,-0.67,0.0,0.1,-0.1
0.88,-4.56,-0.79,0.01,0.1,-0.11
0.63,-4.5,-0.73,0.0,0.1,-0.11
0.57,-4.56,-0.82,-0.0,0.09,-0.11
0.57,-4.62,-0.84,-0.01,0.09,-0.11
0.5,-4.52,-0.84,-0.01,0.08,-0.11
0.4,-4.67,-0.88,-0.02,0.07,-0.11
0.34,-4.71,-0.82,-0.03,0.06,-0.1
0.25,-4.64,-0.8,-0.04,0.05,-0.1
0.23,-4.69,-0.84,-0.04,0.05,-0.1
0.17,-4.75,-0.82,-0.04,0.04,-0.09
0.13,-4.77,-0.65,-0.04,0.04,-0.09
0.13,-4.94,-0.5,-0.03,0.04,-0.09
0.17,-4.77,-0.61,-0.02,0.03,-0.09
0.23,-4.77,-0.56,-0.0,0.02,-0.08
0.29,-4.69,-0.61,0.01,0.02,-0.08
0.31,-4.67,-0.59,0.01,0.01,-0.07
0.36,-4.71,-0.59,0.02,0.01,-0.07
0.42,-4.64,-0.57,0.02,0.01,-0.07
0.48,-4.71,-0.57,0.02,0.01,-0.07
0.48,-4.67,-0.54,0.02,0.01,-0.07
0.63,-4.64,-0.5,0.02,0.0,-0.07
0.63,-4.65,-0.54,0.02,0.0,-0.07
0.79,-4.71,-0.42,0.02,0.01,-0.07
0.61,-4.54,-0.63,0.03,0.01,-0.07
0.67,-4.5,-0.63,0.03,0.01,-0.07
0.59,-4.5,-0.59,0.02,0.01,-0.07
0.57,-4.42,-0.59,0.02,0.01,-0.06
0.52,-4.44,-0.5,0.01,-0.0,-0.05
0.4,-4.41,-0.46,0.0,-0.01,-0.04
0.54,-4.42,-0.42,-0.0,-0.02,-0.03
0.42,-4.35,-0.38,-0.01,-0.03,-0.02
0.48,-4.39,-0.48,-0.01,-0.03,-0.01
0.54,-4.14,-0.61,-0.01,-0.03,-0.0
0.5,-4.42,-0.4,-0.02,-0.03,0.01
0.5,-4.41,-0.44,-0.02,-0.03,0.01
0.5,-4.46,-0.46,-0.04,-0.03,0.02
0.48,-4.48,-0.5,-0.05,-0.03,0.02
0.54,-4.58,-0.46,-0.07,-0.04,0.02
0.52,-4.67,-0.5,-0.09,-0.04,0.03
0.59,-4.77,-0.42,-0.1,-0.05,0.03
0.54,-4.94,-0.54,-0.11,-0.06,0.03
0.73,-4.96,-0.56,-0.11,-0.07,0.03
0.65,-5.0,-0.46,-0.1,-0.08,0.04
0.56,-4.67,-0.67,-0.09,-0.08,0.04
0.73,-4.96,-0.57,-0.09,-0.09,0.04
0.67,-4.92,-0.57,-0.07,-0.1,0.04
0.65,-4.9,-0.63,-0.06,-0.1,0.04
0.63,-4.87,-0.63,-0.05,-0.11,0.04
0.67,-4.83,-0.73,-0.05,-0.11,0.04
0.63,-4.83,-0.73,-0.04,-0.11,0.03
0.63,-4.79,-0.77,-0.04,-0.11,0.03
0.67,-4.71,-0.61,-0.05,-0.11,0.03
0.71,-4.79,-0.65,-0.06,-0.11,0.03
0.67,-4.77,-0.71,-0.06,-0.11,0.03
0.63,-4.79,-0.65,-0.08,-0.12,0.03
0.88,-4.81,-0.63,-0.09,-0.12,0.02
0.86,-4.9,-0.73,-0.1,-0.12,0.02
0.94,-4.9,-0.61,-0.11,-0.13,0.02
1.02,-4.92,-0.63,-0.11,-0.13,0.02
1.11,-4.94,-0.71,-0.11,-0.13,0.03
1.19,-4.98,-0.8,-0.11,-0.13,0.03
1.24,-5.0,-0.98,-0.11,-0.12,0.03
1.32,-4.94,-1.05,-0.12,-0.11,0.03
1.36,-5.04,-1.19,-0.13,-0.1,0.03
1.4,-5.11,-1.23,-0.14,-0.1,0.03
1.65,-5.11,-1.36,-0.15,-0.09,0.03
1.47,-5.59,-1.17,-0.17,-0.09,0.03
1.53,-5.48,-1.0,-0.19,-0.09,0.03
1.55,-5.73,-1.15,-0.21,-0.09,0.02
1.42,-5.98,-0.98,-0.23,-0.09,0.02
1.28,-6.17,-0.9,-0.24,-0.1,0.01
1.15,-6.36,-0.69,-0.24,-0.1,0.01
1.03,-6.57,-0.69,-0.23,-0.09,0.0
0.84,-6.59,-0.75,-0.21,-0.09,-0.01
0.8,-6.63,-0.77,-0.18,-0.08,-0.01
0.65,-6.63,-0.77,-0.16,-0.08,-0.01
0.54,-6.61,-0.77,-0.14,-0.1,-0.02
0.71,-6.45,-1.07,-0.12,-0.11,-0.02
0.77,-6.44,-1.11,-0.11,-0.13,-0.01
0.9,-6.4,-1.21,-0.11,-0.15,-0.0
1.02,-6.45,-1.26,-0.1,-0.16,0.01
1.15,-6.47,-1.46,-0.11,-0.17,0.01
1.36,-6.55,-1.49,-0.12,-0.18,0.03
1.44,-6.59,-1.53,-0.13,-0.19,0.04
1.38,-6.8,-1.55,-0.14,-0.2,0.05
1.44,-6.84,-1.88,-0.14,-0.21,0.05
1.49,-7.03,-1.74,-0.13,-0.22,0.06
1.28,-6.97,-1.72,-0.12,-0.23,0.06
1.17,-7.01,-1.86,-0.11,-0.23,0.06
1.05,-6.9,-1.9,-0.1,-0.22,0.06
0.8,-6.76,-1.95,-0.09,-0.21,0.06
0.65,-6.53,-1.99,-0.07,-0.2,0.06
0.42,-6.28,-2.15,-0.05,-0.2,0.06
0.13,-5.98,-2.24,-0.01,-0.2,0.06
-0.04,-5.73,-2.36,0.02,-0.22,0.07
-0.21,-5.36,-2.38,0.04,-0.24,0.09
-0.38,-4.98,-2.38,0.06,-0.26,0.1
-0.42,-4.62,-2.49,0.08,-0.29,0.11
-0.54,-4.35,-2.34,0.1,-0.31,0.12
-0.4,-4.16,-2.32,0.11,-0.33,0.13
-0.38,-3.91,-2.24,0.12,-0.34,0.14
-0.36,-3.79,-2.24,0.12,-0.34,0.15
-0.29,-3.87,-2.26,0.11,-0.33,0.16
-0.23,-3.91,-2.16,0.08,-0.31,0.15
-0.15,-3.98,-2.11,0.05,-0.29,0.15
-0.1,-4.1,-2.03,0.02,-0.27,0.15
-0.1,-4.27,-1.97,0.0,-0.25,0.15
-0.08,-4.44,-1.78,-0.01,-0.23,0.16
0.04,-4.5,-1.84,-0.01,-0.22,0.17
0.06,-4.54,-1.78,-0.01,-0.21,0.18
0.1,-4.64,-1.72,0.0,-0.2,0.19
0.15,-4.69,-1.78,0.01,-0.19,0.21
0.13,-4.71,-1.72,0.03,-0.19,0.22
0.13,-4.73,-1.76,0.04,-0.18,0.24
0.08,-4.71,-1.78,0.06,-0.18,0.24
0.08,-4.65,-1.97,0.07,-0.18,0.25
-0.15,-4.62,-1.92,0.07,-0.17,0.24
-0.23,-4.52,-1.88,0.07,-0.17,0.23
-0.29,-4.31,-1.95,0.07,-0.16,0.22
-0.56,-4.23,-2.15,0.08,-0.16,0.21
-0.52,-4.06,-1.88,0.09,-0.16,0.2
-0.63,-4.12,-1.84,0.1,-0.16,0.19
-0.73,-4.0,-1.76,0.11,-0.16,0.18
-0.73,-3.98,-1.67,0.13,-0.16,0.17
-0.8,-3.89,-1.65,0.14,-0.17,0.16
-0.69,-4.0,-1.49,0.15,-0.17,0.15
-0.75,-3.89,-1.55,0.15,-0.17,0.14
-0.69,-3.91,-1.51,0.14,-0.18,0.14
-0.57,-3.98,-1.46,0.12,-0.18,0.14
-0.42,-4.0,-1.4,0.1,-0.18,0.14
-0.33,-3.96,-1.86,0.09,-0.17,0.15
-0.29,-4.12,-1.42,0.07,-0.15,0.15
-0.23,-4.1,-1.38,0.05,-0.14,0.15
-0.19,-4.25,-1.44,0.04,-0.13,0.16
-0.17,-4.29,-1.49,0.03,-0.13,0.16
-0.11,-4.27,-1.49,0.02,-0.12,0.16
-0.06,-4.41,-1.47,0.02,-0.12,0.16
-0.1,-4.39,-1.53,0.03,-0.12,0.16
-0.21,-4.42,-1.53,0.03,-0.11,0.16
-0.25,-4.37,-1.59,0.03,-0.11,0.16
-0.27,-4.33,-1.53,0.03,-0.11,0.16
-0.15,-4.6,-1.38,0.03,-0.1,0.16
-0.23,-4.5,-1.53,0.04,-0.1,0.15
-0.33,-4.42,-1.49,0.05,-0.09,0.15
-0.31,-4.42,-1.55,0.06,-0.07,0.15
-0.38,-4.42,-1.46,0.07,-0.06,0.14
-0.38,-4.42,-1.44,0.08,-0.05,0.14
-0.5,-4.33,-1.28,0.08,-0.04,0.14
-0.57,-4.25,-1.36,0.08,-0.03,0.13
-0.52,-4.16,-1.21,0.08,-0.03,0.13
-0.46,-4.18,-1.26,0.09,-0.03,0.14
0.06,-4.19,-1.36,0.08,-0.02,0.13
-0.54,-4.02,-1.32,0.08,-0.02,0.13
-0.56,-3.98,-1.28,0.07,-0.02,0.13
-0.63,-3.89,-1.26,0.06,-0.03,0.13
-0.71,-3.87,-1.23,0.04,-0.04,0.12
-0.65,-3.85,-1.3,0.03,-0.06,0.12
-0.65,-3.77,-1.32,0.02,-0.07,0.13
-0.59,-3.83,-1.34,0.0,-0.07,0.13
-0.59,-3.89,-1.28,-0.01,-0.08,0.14
-0.71,-3.93,-1.21,-0.02,-0.08,0.14
-0.86,-3.98,-1.23,-0.03,-0.09,0.15
-0.65,-4.08,-1.15,-0.04,-0.09,0.15
-0.8,-4.0,-1.13,-0.05,-0.09,0.15
-0.73,-4.1,-1.09,-0.04,-0.09,0.16
-0.63,-4.29,-1.23,-0.03,-0.09,0.16
-0.63,-4.39,-1.15,-0.03,-0.08,0.16
-0.61,-4.29,-1.13,-0.04,-0.07,0.16
-0.4,-4.37,-1.24,-0.04,-0.06,0.15
-0.27,-4.39,-1.24,-0.05,-0.05,0.15
-0.19,-4.31,-1.19,-0.06,-0.04,0.14
-0.19,-4.21,-1.17,-0.06,-0.02,0.13
-0.06,-4.06,-1.11,-0.05,-0.0,0.13
0.04,-4.18,-1.17,-0.03,0.01,0.13
-0.11,-4.12,-1.21,-0.02,0.01,0.12
-0.21,-4.02,-1.21,-0.02,0.02,0.11
-0.21,-4.04,-1.23,-0.02,0.02,0.11
-0.27,-4.0,-1.21,-0.02,0.02,0.11
-0.27,-3.93,-1.07,-0.02,0.01,0.12
-0.31,-3.96,-1.07,-0.02,0.01,0.12
-0.5,-3.96,-1.02,-0.02,0.0,0.13
-0.57,-4.0,-1.0,-0.03,-0.0,0.13
-0.59,-4.04,-1.11,-0.05,-0.0,0.13
-0.75,-4.19,-1.07,-0.06,0.0,0.12
-0.94,-4.02,-1.19,-0.07,0.0,0.12
-0.98,-4.23,-1.11,-0.07,0.01,0.12
-0.92,-4.23,-1.02,-0.07,0.01,0.12
-1.02,-4.23,-1.11,-0.07,0.0,0.12
-1.09,-4.31,-1.11,-0.07,-0.0,0.12
-1.03,-4.41,-1.15,-0.06,-0.01,0.12
-1.0,-4.42,-1.19,-0.05,-0.02,0.11
-1.05,-4.42,-1.15,-0.04,-0.03,0.1
-0.96,-4.31,-1.21,-0.03,-0.04,0.09
-0.96,-4.27,-1.19,-0.01,-0.05,0.09
-0.96,-4.19,-1.19,-0.0,-0.06,0.08
-1.11,-4.14,-1.24,0.01,-0.06,0.07
-0.88,-4.08,-1.13,0.01,-0.07,0.06
-0.86,-4.04,-1.09,0.01,-0.08,0.05
-0.9,-4.06,-1.07,0.0,-0.08,0.05
-0.88,-4.1,-1.05,-0.01,-0.09,0.05
-0.8,-4.19,-1.03,-0.03,-0.09,0.04
-0.73,-4.21,-1.02,-0.04,-0.09,0.04
-0.77,-4.31,-0.98,-0.06,-0.09,0.04
-0.65,-4.29,-0.94,-0.07,-0.08,0.03
-0.56,-4.39,-1.05,-0.08,-0.06,0.02
-0.61,-4.39,-0.94,-0.09,-0.04,0.01
-0.56,-4.33,-1.02,-0.09,-0.03,-0.0
-0.56,-4.31,-0.96,-0.09,-0.01,-0.01
-0.52,-4.27,-1.09,-0.09,-0.01,-0.02
-0.44,-4.21,-1.05,-0.08,0.0,-0.02
-0.56,-4.14,-1.09,-0.07,0.01,-0.03
-0.48,-4.04,-1.15,-0.07,0.02,-0.04
-0.56,-4.0,-1.11,-0.08,0.02,-0.04
-0.61,-4.0,-1.21,-0.09,0.02,-0.04
-0.67,-4.08,-1.11,-0.11,0.02,-0.04
-0.75,-4.14,-1.19,-0.13,0.03,-0.04
-0.61,-4.29,-1.19,-0.15,0.02,-0.04
-0.73,-4.62,-1.0,-0.17,0.02,-0.04
-0.82,-4.71,-1.03,-0.18,0.02,-0.04
-0.88,-4.83,-1.05,-0.19,0.02,-0.04
-0.94,-5.06,-1.0,-0.19,0.02,-0.03
-0.94,-5.21,-0.96,-0.18,0.03,-0.03
-0.94,-5.25,-0.98,-0.17,0.03,-0.02
