accX,accY,accZ,gyroX,gyroY,gyroZ
0.04,-4.0,-0.36,0.03,0.17,-0.13
0.0,-3.95,-0.48,0.05,0.16,-0.13
-0.06,-4.06,-0.57,0.06,0.16,-0.13
-0.08,-4.16,-0.75,0.05,0.16,-0.13
-0.04,-4.23,-0.79,0.05,0.18,-0.13
-0.19,-4.39,-0.8,0.04,0.19,-0.12
-0.11,-4.52,-0.77,0.04,0.2,-0.12
-0.17,-4.71,-0.79,0.05,0.21,-0.12
-0.17,-4.83,-0.75,0.05,0.22,-0.11
-0.19,-4.94,-0.82,0.06,0.21,-0.11
-0.31,-5.02,-0.67,0.08,0.21,-0.1
-0.36,-5.04,-0.4,0.09,0.2,-0.09
-0.21,-5.02,-0.42,0.11,0.19,-0.09
-0.15,-4.92,-0.19,0.13,0.19,-0.08
-0.04,-4.81,0.0,0.16,0.19,-0.07
0.02,-4.71,0.0,0.19,0.21,-0.06
0.04,-4.62,0.17,0.22,0.23,-0.05
0.0,-4.35,0.08,0.24,0.25,-0.05
0.17,-4.12,0.06,0.26,0.27,-0.04
0.4,-3.96,0.0,0.26,0.3,-0.03
0.54,-3.81,0.04,0.25,0.33,-0.03
0.73,-3.75,0.0,0.23,0.38,-0.03
1.02,-3.73,-0.06,0.22,0.43,-0.03
1.15,-3.79,-0.25,0.21,0.49,-0.03
1.21,-3.91,-0.59,0.2,0.56,-0.03
1.21,-4.12,-1.24,0.19,0.62,-0.03
1.21,-4.25,-2.03,0.16,0.69,-0.02
0.96,-4.42,-3.08,0.1,0.75,-0.0
0.46,-4.56,-4.23,0.01,0.8,0.02
0.0,-4.81,-5.02,-0.1,0.79,0.05
-0.75,-5.4,-5.63,-0.22,0.72,0.09
-1.42,-6.38,-5.44,-0.33,0.61,0.14
-1.88,-7.49,-4.6,-0.36,0.49,0.19
-2.32,-8.45,-3.81,-0.31,0.37,0.23
-2.34,-8.7,-3.45,-0.19,0.23,0.28
-2.09,-8.79,-3.05,-0.07,0.1,0.32
-1.65,-8.33,-2.59,0.04,-0.0,0.35
-1.13,-7.83,-2.36,0.14,-0.05,0.35
-0.8,-7.3,-2.26,0.23,-0.06,0.32
-0.65,-6.86,-2.15,0.32,-0.04,0.27
-0.44,-6.42,-2.13,0.38,-0.02,0.21
-0.27,-6.01,-2.11,0.42,0.0,0.14
-0.25,-5.67,-2.03,0.44,0.02,0.07
-0.06,-5.38,-1.76,0.44,0.05,-0.0
-0.02,-5.19,-1.61,0.43,0.09,-0.07
0.0,-4.88,-1.46,0.41,0.13,-0.13
0.0,-4.81,-1.47,0.38,0.17,-0.18
0.0,-4.6,-1.42,0.33,0.18,-0.22
-0.08,-4.48,-1.42,0.26,0.18,-0.24
-0.13,-4.52,-1.34,0.18,0.17,-0.25
-0.17,-4.56,-1.51,0.1,0.14,-0.25
-0.15,-4.64,-1.53,0.02,0.1,-0.24
-0.06,-4.71,-1.65,-0.05,0.06,-0.22
0.0,-4.73,-1.76,-0.1,0.0,-0.19
0.27,-4.77,-2.07,-0.14,-0.05,-0.17
0.33,-4.83,-2.15,-0.18,-0.11,-0.15
0.52,-4.88,-2.13,-0.2,-0.16,-0.13
0.54,-4.81,-1.86,-0.21,-0.2,-0.11
0.61,-4.77,-2.15,-0.2,-0.23,-0.09
0.73,-4.71,-1.99,-0.18,-0.25,-0.08
0.88,-4.54,-2.01,-0.15,-0.25,-0.06
1.11,-4.39,-1.84,-0.11,-0.23,-0.05
1.15,-4.19,-1.69,-0.08,-0.2,-0.04
1.21,-4.08,-1.57,-0.06,-0.17,-0.04
1.3,-4.04,-1.55,-0.05,-0.13,-0.03
1.26,-4.04,-1.55,-0.05,-0.1,-0.04
1.11,-3.98,-1.53,-0.04,-0.07,-0.05
0.88,-3.89,-1.57,-0.04,-0.04,-0.05
0.73,-3.85,-1.44,-0.04,-0.03,-0.05
0.59,-3.79,-1.38,-0.04,-0.02,-0.06
0.48,-3.79,-1.36,-0.03,-0.02,-0.05
0.42,-3.77,-1.3,-0.03,-0.01,-0.05
0.34,-3.73,-1.34,-0.03,-0.01,-0.05
0.31,-3.72,-1.36,-0.03,-0.01,-0.05
0.27,-3.7,-1.3,-0.05,-0.01,-0.04
0.29,-3.66,-1.28,-0.06,-0.0,-0.03
0.36,-3.66,-1.19,-0.07,0.01,-0.03
0.36,-3.56,-1.23,-0.08,0.01,-0.02
0.42,-3.68,-1.07,-0.08,0.01,-0.01
0.42,-3.68,-1.05,-0.08,0.0,-0.01
0.42,-3.64,-1.0,-0.08,-0.0,-0.01
0.38,-3.62,-0.94,-0.07,-0.01,-0.01
0.4,-3.64,-0.9,-0.06,-0.02,-0.01
0.48,-3.73,-0.82,-0.05,-0.03,-0.01
0.34,-3.75,-0.77,-0.05,-0.04,-0.01
0.42,-3.83,-0.75,-0.04,-0.05,-0.01
0.31,-3.83,-0.84,-0.04,-0.05,-0.01
0.4,-3.89,-0.56,-0.04,-0.06,-0.01
0.34,-3.91,-0.63,-0.02,-0.07,-0.01
0.31,-3.98,-0.56,-0.0,-0.07,-0.01
0.29,-3.95,-0.54,0.01,-0.08,-0.01
0.33,-4.0,-0.56,0.03,-0.08,-0.01
0.31,-4.06,-0.54,0.04,-0.08,-0.0
0.31,-4.06,-0.56,0.05,-0.08,0.0
0.31,-3.96,-0.59,0.07,-0.07,0.01
0.33,-3.93,-0.67,0.08,-0.05,0.01
0.36,-3.87,-0.77,0.08,-0.03,0.02
0.42,-3.75,-0.82,0.08,-0.02,0.02
0.48,-3.79,-0.9,0.07,-0.01,0.03
0.38,-3.75,-1.0,0.07,-0.01,0.04
0.38,-3.75,-0.96,0.06,-0.01,0.05
0.5,-3.87,-0.79,0.06,-0.02,0.06
0.34,-3.83,-0.88,0.05,-0.03,0.06
0.29,-3.98,-0.82,0.05,-0.05,0.07
0.29,-4.1,-0.82,0.05,-0.06,0.07
0.31,-4.33,-0.79,0.05,-0.07,0.08
0.33,-4.41,-0.9,0.05,-0.07,0.07
0.31,-4.48,-1.03,0.05,-0.07,0.07
0.34,-4.67,-1.05,0.04,-0.05,0.07
0.34,-4.77,-0.94,0.03,-0.03,0.06
0.44,-4.88,-1.02,0.01,-0.01,0.05
0.5,-4.9,-1.0,0.0,0.03,0.04
0.48,-4.94,-0.9,-0.0,0.06,0.03
0.48,-5.06,-0.79,0.0,0.09,0.01
0.44,-5.04,-0.69,0.01,0.11,-0.0
0.46,-5.0,-0.67,0.03,0.12,-0.02
0.46,-4.92,-0.61,0.05,0.13,-0.03
0.42,-4.83,-0.57,0.07,0.14,-0.03
0.36,-4.77,-0.48,0.09,0.14,-0.04
0.27,-4.6,-0.42,0.1,0.14,-0.04
0.21,-4.58,-0.33,0.11,0.13,-0.04
0.13,-4.52,-0.36,0.12,0.12,-0.04
0.06,-4.41,-0.21,0.13,0.1,-0.04
0.02,-4.41,-0.27,0.13,0.08,-0.04
-0.06,-4.35,-0.36,0.13,0.05,-0.04
-0.17,-4.33,-0.34,0.12,0.02,-0.04
-0.29,-4.19,-0.4,0.11,-0.02,-0.04
-0.23,-4.27,-0.4,0.09,-0.06,-0.04
-0.25,-4.31,-0.5,0.07,-0.11,-0.04
-0.23,-4.46,-0.4,0.06,-0.15,-0.04
-0.11,-4.62,-0.48,0.05,-0.19,-0.04
0.06,-4.71,-0.5,0.05,-0.21,-0.04
0.19,-4.75,-0.61,0.04,-0.22,-0.04
0.21,-4.71,-0.59,0.04,-0.22,-0.04
0.27,-4.69,-0.65,0.05,-0.22,-0.05
0.23,-4.52,-0.56,0.08,-0.22,-0.05
0.27,-4.44,-0.63,0.11,-0.23,-0.04
0.25,-4.23,-0.73,0.14,-0.26,-0.04
