accX,accY,accZ,gyroX,gyroY,gyroZ
0.42,-4.79,-0.67,-0.06,-0.01,-0.0
0.5,-4.87,-0.59,-0.07,-0.01,-0.0
0.46,-4.83,-0.59,-0.07,-0.01,-0.01
0.48,-4.85,-0.63,-0.07,-0.0,-0.0
0.46,-4.85,-0.61,-0.07,-0.01,-0.0
0.46,-4.75,-0.65,-0.07,-0.0,-0.0
0.52,-4.79,-0.65,-0.07,-0.0,-0.0
0.5,-4.79,-0.67,-0.07,-0.0,-0.0
0.46,-4.79,-0.69,-0.07,-0.0,-0.0
0.42,-4.77,-0.65,-0.07,-0.01,0.0
0.4,-4.73,-0.57,-0.07,-0.01,0.0
0.42,-4.77,-0.57,-0.07,-0.01,0.0
0.36,-4.71,-0.5,-0.07,-0.01,0.01
0.36,-4.69,-0.5,-0.07,-0.01,0.01
0.36,-4.71,-0.46,-0.07,-0.01,0.01
0.36,-4.71,-0.56,-0.06,-0.01,0.02
0.4,-4.71,-0.59,-0.07,-0.01,0.02
0.36,-4.69,-0.63,-0.07,-0.01,0.02
0.4,-4.65,-0.73,-0.07,-0.01,0.02
0.46,-4.71,-0.71,-0.08,-0.01,0.02
0.42,-4.71,-0.79,-0.1,-0.0,0.03
0.42,-4.69,-0.9,-0.11,0.0,0.03
0.42,-4.75,-0.82,-0.13,0.01,0.04
0.42,-4.73,-0.84,-0.14,0.01,0.04
0.44,-4.75,-0.94,-0.16,0.01,0.05
0.44,-4.77,-0.9,-0.17,0.01,0.06
0.33,-4.83,-0.82,-0.18,0.01,0.08
0.29,-4.88,-0.94,-0.19,0.01,0.1
0.27,-4.81,-0.98,-0.2,0.01,0.12
0.31,-4.77,-1.02,-0.22,-0.0,0.13
0.31,-4.77,-1.0,-0.22,-0.01,0.14
0.27,-4.71,-1.0,-0.22,-0.01,0.14
0.11,-4.67,-0.92,-0.22,-0.02,0.15
0.17,-4.69,-0.9,-0.22,-0.02,0.15
0.25,-4.69,-0.82,-0.23,-0.02,0.17
0.36,-4.71,-0.75,-0.25,-0.01,0.19
0.5,-4.69,-0.67,-0.28,-0.0,0.21
0.57,-4.71,-0.65,-0.29,0.0,0.21
0.63,-4.62,-0.38,-0.3,0.01,0.2
0.57,-4.6,-0.27,-0.28,0.01,0.19
0.44,-4.62,-0.08,-0.25,0.01,0.17
0.21,-4.46,0.11,-0.21,0.02,0.15
-0.02,-4.48,0.21,-0.17,0.02,0.14
-0.1,-4.41,0.25,-0.13,0.03,0.13
-0.13,-4.41,0.34,-0.11,0.04,0.13
-0.04,-4.44,0.34,-0.09,0.07,0.13
0.1,-4.48,0.59,-0.08,0.1,0.13
0.21,-4.54,0.61,-0.08,0.15,0.12
0.4,-4.46,0.75,-0.07,0.19,0.11
0.63,-4.62,0.79,-0.06,0.23,0.1
0.9,-4.64,0.71,-0.06,0.26,0.09
1.17,-4.69,0.54,-0.06,0.29,0.08
1.36,-4.65,0.34,-0.07,0.31,0.07
1.51,-4.65,0.21,-0.1,0.31,0.06
1.61,-4.64,0.08,-0.14,0.32,0.04
1.57,-4.6,-0.08,-0.19,0.32,0.04
1.57,-4.65,-0.17,-0.26,0.31,0.04
1.44,-4.65,-0.31,-0.33,0.3,0.04
1.21,-4.65,-0.27,-0.4,0.28,0.06
0.92,-4.77,-0.23,-0.47,0.27,0.07
0.67,-4.85,-0.25,-0.54,0.25,0.09
0.33,-4.85,-0.33,-0.59,0.24,0.11
-0.17,-4.79,-0.48,-0.65,0.22,0.13
-0.5,-4.77,-0.59,-0.7,0.2,0.15
-0.9,-4.71,-0.69,-0.75,0.17,0.17
-1.32,-4.56,-0.75,-0.8,0.12,0.18
-1.51,-4.35,-0.94,-0.85,0.08,0.18
-1.65,-4.33,-1.03,-0.9,0.03,0.17
-1.57,-4.37,-1.3,-0.95,-0.01,0.15
-1.55,-4.42,-1.24,-0.98,-0.04,0.11
-1.42,-4.62,-1.26,-0.98,-0.07,0.07
-1.24,-4.77,-1.34,-0.94,-0.09,0.03
-1.02,-5.02,-1.19,-0.87,-0.1,0.0
-0.67,-5.27,-1.24,-0.77,-0.11,-0.02
-0.4,-5.42,-1.13,-0.67,-0.11,-0.04
-0.27,-5.57,-1.26,-0.57,-0.1,-0.05
-0.02,-5.65,-1.3,-0.48,-0.09,-0.06
0.15,-5.69,-1.19,-0.41,-0.07,-0.07
0.34,-5.65,-1.24,-0.37,-0.05,-0.08
0.46,-5.54,-1.23,-0.34,-0.04,-0.09
0.5,-5.48,-1.21,-0.32,-0.03,-0.1
0.56,-5.31,-1.17,-0.3,-0.03,-0.1
0.54,-5.31,-1.11,-0.29,-0.03,-0.11
0.56,-5.11,-1.11,-0.28,-0.03,-0.11
0.46,-4.9,-1.07,-0.27,-0.04,-0.11
0.44,-4.83,-1.03,-0.26,-0.05,-0.11
0.46,-4.73,-1.09,-0.26,-0.06,-0.1
0.38,-4.65,-1.09,-0.26,-0.07,-0.1
0.33,-4.58,-1.02,-0.26,-0.08,-0.1
0.19,-4.41,-1.0,-0.27,-0.09,-0.1
0.13,-4.33,-0.98,-0.27,-0.1,-0.1
0.06,-4.23,-0.84,-0.28,-0.12,-0.1
0.02,-4.39,-0.84,-0.3,-0.14,-0.11
-0.02,-4.33,-0.82,-0.31,-0.16,-0.11
-0.02,-4.35,-0.88,-0.32,-0.18,-0.12
0.02,-4.52,-0.96,-0.33,-0.19,-0.13
0.06,-4.58,-0.98,-0.34,-0.19,-0.14
0.17,-4.71,-0.92,-0.33,-0.2,-0.15
0.15,-4.85,-1.05,-0.33,-0.2,-0.15
0.13,-4.88,-1.07,-0.32,-0.2,-0.16
0.25,-5.06,-1.13,-0.31,-0.21,-0.16
0.33,-5.09,-1.13,-0.3,-0.22,-0.16
0.38,-5.15,-1.24,-0.28,-0.23,-0.16
0.4,-5.13,-1.26,-0.28,-0.23,-0.16
0.44,-5.13,-1.38,-0.27,-0.24,-0.16
0.46,-5.09,-1.4,-0.28,-0.24,-0.16
0.46,-5.08,-1.26,-0.29,-0.23,-0.16
0.5,-5.06,-1.28,-0.29,-0.22,-0.15
0.52,-5.09,-1.23,-0.28,-0.22,-0.14
0.52,-5.06,-1.07,-0.27,-0.21,-0.14
0.61,-5.08,-0.98,-0.24,-0.21,-0.14
0.71,-5.04,-0.9,-0.22,-0.2,-0.13
0.77,-5.02,-0.75,-0.19,-0.18,-0.13
0.92,-4.92,-0.79,-0.16,-0.16,-0.13
1.02,-4.77,-0.69,-0.15,-0.13,-0.13
1.11,-4.73,-0.77,-0.14,-0.11,-0.12
1.26,-4.6,-0.79,-0.14,-0.09,-0.12
1.28,-4.46,-0.75,-0.15,-0.08,-0.12
1.36,-4.35,-0.92,-0.16,-0.08,-0.12
1.36,-4.25,-0.96,-0.18,-0.08,-0.12
1.26,-4.18,-1.13,-0.2,-0.08,-0.12
1.19,-4.08,-1.26,-0.22,-0.08,-0.12
1.13,-4.1,-1.34,-0.24,-0.08,-0.11
1.13,-4.21,-1.36,-0.26,-0.08,-0.11
1.05,-4.27,-1.49,-0.27,-0.08,-0.1
1.09,-4.41,-1.42,-0.28,-0.07,-0.1
1.0,-4.5,-1.46,-0.3,-0.07,-0.09
0.96,-4.73,-1.32,-0.31,-0.07,-0.09
0.94,-4.94,-1.0,-0.32,-0.08,-0.08
0.94,-5.34,-0.86,-0.32,-0.09,-0.07
0.94,-5.65,-0.59,-0.29,-0.1,-0.07
0.98,-6.0,-0.36,-0.25,-0.11,-0.06
0.94,-6.28,-0.27,-0.19,-0.12,-0.06
0.86,-6.65,-0.34,-0.12,-0.14,-0.07
0.84,-6.84,-0.61,-0.06,-0.16,-0.07
0.73,-6.95,-1.03,-0.01,-0.19,-0.08
0.73,-6.95,-1.46,0.01,-0.21,-0.08
0.59,-6.88,-1.88,0.04,-0.22,-0.07
0.38,-6.72,-2.22,0.06,-0.21,-0.06
0.13,-6.45,-2.6,0.08,-0.2,-0.03
0.1,-6.26,-2.97,0.11,-0.19,-0.0
0.13,-5.98,-3.43,0.11,-0.18,0.03
0.42,-5.77,-3.83,0.07,-0.17,0.05
0.57,-5.54,-4.21,-0.02,-0.16,0.07
0.86,-5.32,-4.02,-0.14,-0.17,0.08
1.0,-5.38,-3.66,-0.26,-0.19,0.09
0.98,-5.4,-3.14,-0.33,-0.2,0.1
0.96,-5.65,-2.66,-0.34,-0.21,0.1
0.88,-5.77,-2.32,-0.29,-0.21,0.09
0.73,-5.88,-2.13,-0.21,-0.19,0.07
0.5,-5.86,-2.18,-0.13,-0.17,0.05
0.23,-5.75,-2.24,-0.07,-0.14,0.04
-0.08,-5.52,-2.15,-0.04,-0.12,0.03
-0.29,-5.42,-1.9,-0.01,-0.1,0.02
-0.4,-5.25,-1.7,0.01,-0.08,0.01
-0.65,-5.08,-1.42,0.06,-0.07,-0.0
-0.48,-4.94,-1.3,0.12,-0.05,-0.02
-0.48,-4.77,-1.28,0.2,-0.01,-0.02
-0.42,-4.6,-1.36,0.25,0.03,-0.02
-0.31,-4.33,-1.46,0.27,0.07,-0.01
-0.31,-4.02,-1.57,0.24,0.1,-0.0
-0.17,-3.77,-1.7,0.17,0.11,0.01
0.0,-3.56,-1.93,0.06,0.11,0.02
