accX,accY,accZ,gyroX,gyroY,gyroZ
-0.13,-4.44,1.23,-0.02,0.01,0.0
-0.1,-4.44,1.28,-0.02,0.01,0.0
-0.08,-4.42,1.19,-0.02,0.01,0.0
-0.08,-4.39,1.32,-0.02,0.01,0.0
-0.06,-4.42,1.3,-0.02,0.01,0.0
-0.17,-4.42,1.23,-0.03,0.01,0.0
-0.1,-4.35,1.34,-0.03,0.01,-0.0
0.02,-4.37,1.19,-0.03,0.01,-0.0
-0.04,-4.35,1.24,-0.03,0.01,0.0
0.02,-4.39,1.28,-0.03,0.01,0.0
-0.1,-4.33,1.36,-0.03,0.01,0.0
-0.08,-4.33,1.26,-0.03,0.0,0.0
-0.06,-4.41,1.26,-0.03,0.0,0.0
-0.04,-4.46,1.3,-0.03,0.0,0.0
-0.02,-4.35,1.26,-0.03,0.0,0.0
-0.08,-4.46,1.26,-0.03,0.0,0.0
-0.04,-4.44,1.34,-0.03,0.0,0.0
-0.08,-4.37,1.34,-0.03,0.0,0.0
-0.04,-4.41,1.3,-0.03,0.0,0.0
-0.08,-4.37,1.28,-0.03,-0.0,0.0
-0.1,-4.37,1.28,-0.03,-0.0,0.0
-0.08,-4.41,1.32,-0.03,0.0,0.0
-0.06,-4.41,1.3,-0.03,0.0,0.0
-0.04,-4.42,1.3,-0.04,0.0,0.0
-0.06,-4.37,1.32,-0.04,0.0,0.0
-0.1,-4.42,1.24,-0.04,0.0,0.0
-0.06,-4.41,1.4,-0.04,0.0,0.0
-0.06,-4.41,1.26,-0.04,0.0,0.0
-0.06,-4.42,1.28,-0.04,0.0,0.0
-0.04,-4.46,1.26,-0.04,0.0,0.0
-0.02,-4.46,1.24,-0.04,0.0,0.0
-0.06,-4.44,1.3,-0.04,0.0,0.0
-0.1,-4.44,1.42,-0.04,0.0,0.0
-0.11,-4.42,1.34,-0.04,0.0,0.0
-0.1,-4.5,1.3,-0.04,-0.0,0.0
-0.04,-4.42,1.34,-0.04,-0.0,0.0
-0.04,-4.42,1.28,-0.04,-0.0,0.0
0.0,-4.39,1.38,-0.03,-0.0,0.0
-0.06,-4.39,1.36,-0.03,0.0,0.0
0.0,-4.37,1.26,-0.03,0.0,0.0
-0.04,-4.27,1.26,-0.02,0.0,0.0
-0.1,-4.35,1.34,-0.02,-0.0,0.0
-0.1,-4.33,1.28,-0.03,-0.0,0.0
-0.06,-4.31,1.32,-0.03,-0.0,0.0
0.0,-4.33,1.34,-0.04,-0.0,0.0
0.04,-4.29,1.4,-0.04,-0.0,0.0
-0.02,-4.29,1.28,-0.04,-0.0,0.0
-0.04,-4.23,1.36,-0.05,-0.0,0.0
-0.04,-4.31,1.15,-0.06,0.0,0.0
-0.02,-4.27,1.28,-0.07,0.0,0.0
0.0,-4.19,1.28,-0.08,0.01,0.0
0.0,-4.21,1.32,-0.09,0.01,0.0
-0.08,-4.06,1.32,-0.1,0.01,0.01
0.0,-4.12,1.38,-0.11,0.01,0.01
-0.02,-4.04,1.28,-0.12,0.01,0.01
0.04,-4.02,1.32,-0.14,0.01,0.01
-0.08,-4.06,1.38,-0.16,0.01,0.02
0.08,-4.14,1.34,-0.18,0.01,0.02
0.08,-4.08,1.36,-0.19,0.02,0.03
0.04,-4.18,1.36,-0.21,0.02,0.03
0.04,-4.14,1.24,-0.22,0.03,0.04
0.0,-4.19,1.26,-0.23,0.03,0.04
0.0,-4.18,1.26,-0.25,0.04,0.05
-0.06,-4.19,1.17,-0.26,0.04,0.05
0.02,-4.37,1.15,-0.27,0.05,0.06
0.36,-4.65,1.07,-0.28,0.05,0.05
0.04,-4.69,1.02,-0.29,0.07,0.03
0.08,-4.71,1.11,-0.3,0.07,0.03
0.1,-4.77,1.15,-0.31,0.06,0.02
0.02,-4.81,1.19,-0.31,0.04,0.01
-0.08,-4.71,1.23,-0.29,0.02,0.01
-0.13,-4.83,1.28,-0.28,-0.0,0.01
-0.34,-4.75,1.3,-0.26,-0.02,0.02
-0.38,-4.67,1.36,-0.24,-0.04,0.02
-0.54,-4.58,1.32,-0.21,-0.06,0.03
-0.65,-4.5,1.15,-0.19,-0.07,0.04
-0.71,-4.42,1.15,-0.18,-0.08,0.04
-0.75,-4.33,1.07,-0.18,-0.08,0.05
-0.79,-4.16,1.07,-0.18,-0.08,0.05
-0.73,-4.18,1.03,-0.2,-0.08,0.06
-0.61,-4.16,0.94,-0.21,-0.07,0.07
-0.56,-4.06,0.92,-0.23,-0.07,0.07
-0.46,-4.29,1.0,-0.24,-0.06,0.07
-0.4,-4.35,1.05,-0.25,-0.06,0.07
-0.36,-4.46,0.94,-0.26,-0.05,0.06
-0.34,-4.56,1.02,-0.26,-0.05,0.06
-0.21,-4.69,0.98,-0.25,-0.05,0.06
-0.29,-4.71,0.98,-0.23,-0.05,0.06
-0.23,-4.81,0.96,-0.21,-0.06,0.06
-0.23,-4.83,0.96,-0.19,-0.08,0.06
-0.27,-4.85,0.98,-0.17,-0.09,0.06
-0.17,-4.85,0.88,-0.15,-0.11,0.06
-0.19,-4.9,1.02,-0.13,-0.12,0.06
-0.21,-4.87,0.9,-0.12,-0.13,0.07
-0.17,-4.81,0.9,-0.1,-0.14,0.07
-0.19,-4.79,0.94,-0.09,-0.14,0.07
-0.25,-4.81,0.9,-0.07,-0.15,0.07
-0.23,-4.77,0.9,-0.06,-0.15,0.07
-0.27,-4.81,0.73,-0.05,-0.15,0.07
-0.29,-4.75,0.79,-0.04,-0.15,0.07
-0.23,-4.77,0.75,-0.03,-0.15,0.07
-0.27,-4.69,0.75,-0.01,-0.14,0.06
-0.29,-4.73,0.77,0.0,-0.14,0.06
-0.31,-4.9,0.57,0.02,-0.13,0.06
-0.25,-4.81,0.69,0.03,-0.13,0.06
-0.13,-4.87,0.67,0.05,-0.12,0.05
-0.15,-4.9,0.73,0.07,-0.12,0.05
-0.15,-4.85,0.73,0.09,-0.11,0.05
-0.08,-4.75,0.79,0.1,-0.1,0.04
-0.04,-4.85,0.82,0.12,-0.1,0.04
0.0,-4.71,0.8,0.13,-0.1,0.04
0.02,-4.67,0.86,0.14,-0.11,0.04
-0.02,-4.65,0.98,0.14,-0.11,0.04
0.25,-4.54,0.9,0.15,-0.12,0.04
0.02,-4.58,0.84,0.15,-0.12,0.04
0.04,-4.56,0.96,0.15,-0.13,0.04
0.04,-4.48,1.0,0.15,-0.13,0.04
0.02,-4.48,0.88,0.15,-0.13,0.04
-0.04,-4.5,0.86,0.15,-0.13,0.04
-0.06,-4.44,0.82,0.15,-0.13,0.04
-0.06,-4.5,0.8,0.15,-0.13,0.04
-0.08,-4.52,0.9,0.15,-0.13,0.04
-0.11,-4.46,0.9,0.15,-0.13,0.04
-0.1,-4.48,0.9,0.15,-0.13,0.05
-0.11,-4.42,0.77,0.15,-0.13,0.05
-0.17,-4.42,0.88,0.15,-0.14,0.05
-0.11,-4.37,0.96,0.14,-0.14,0.06
-0.1,-4.42,0.9,0.14,-0.15,0.06
-0.11,-4.39,0.98,0.13,-0.15,0.07
-0.15,-4.35,0.92,0.13,-0.15,0.07
-0.1,-4.42,0.94,0.12,-0.16,0.08
-0.11,-4.44,0.96,0.11,-0.16,0.08
-0.15,-4.37,0.86,0.1,-0.15,0.08
-0.1,-4.42,0.88,0.08,-0.15,0.08
-0.08,-4.39,0.92,0.07,-0.15,0.09
-0.25,-4.42,0.96,0.05,-0.15,0.09
-0.06,-4.42,0.9,0.04,-0.15,0.09
-0.1,-4.48,0.94,0.03,-0.15,0.09
-0.11,-4.42,1.0,0.02,-0.16,0.09
-0.19,-4.44,0.96,0.01,-0.16,0.09
-0.1,-4.48,0.9,0.0,-0.16,0.09
-0.15,-4.5,0.96,0.0,-0.16,0.09
-0.13,-4.39,0.98,-0.0,-0.16,0.09
-0.13,-4.46,1.09,-0.01,-0.17,0.09
-0.11,-4.58,0.9,-0.01,-0.17,0.09
-0.15,-4.56,0.94,-0.01,-0.17,0.09
-0.11,-4.58,1.02,-0.01,-0.16,0.09
-0.17,-4.46,0.98,-0.01,-0.16,0.09
-0.11,-4.56,0.9,-0.01,-0.16,0.08
-0.11,-4.52,0.92,-0.01,-0.16,0.08
-0.13,-4.5,0.88,-0.02,-0.16,0.08
-0.13,-4.54,1.03,-0.02,-0.15,0.08
-0.11,-4.44,0.96,-0.02,-0.15,0.07
-0.06,-4.56,0.94,-0.02,-0.15,0.07
-0.11,-4.52,0.98,-0.02,-0.15,0.07
-0.13,-4.54,0.88,-0.02,-0.15,0.07
-0.04,-4.54,0.96,-0.01,-0.15,0.06
-0.15,-4.62,1.05,-0.01,-0.14,0.06
-0.08,-4.54,1.0,-0.0,-0.14,0.06
-0.11,-4.52,0.92,0.0,-0.14,0.06
-0.11,-4.54,0.88,0.0,-0.14,0.06
-0.1,-4.56,0.92,0.0,-0.14,0.06
-0.11,-4.48,0.92,0.0,-0.14,0.05
-0.11,-4.46,1.03,0.0,-0.14,0.05
-0.08,-4.56,0.98,-0.0,-0.13,0.05
-0.17,-4.52,0.94,-0.01,-0.13,0.05
-0.17,-4.54,1.02,-0.01,-0.13,0.05
-0.08,-4.5,1.02,-0.01,-0.13,0.05
-0.11,-4.39,0.96,-0.01,-0.13,0.05
-0.13,-4.5,1.05,-0.01,-0.13,0.04
-0.08,-4.56,1.07,-0.01,-0.12,0.04
-0.11,-4.48,1.07,-0.01,-0.12,0.04
-0.1,-4.54,1.07,-0.01,-0.12,0.04
-0.11,-4.52,1.02,-0.02,-0.11,0.04
-0.06,-4.46,1.02,-0.02,-0.11,0.04
-0.08,-4.52,1.03,-0.02,-0.11,0.04
-0.19,-4.52,1.02,-0.02,-0.1,0.04
-0.04,-4.52,1.09,-0.02,-0.1,0.04
-0.11,-4.5,1.05,-0.02,-0.1,0.04
-0.06,-4.44,1.13,-0.02,-0.1,0.04
-0.1,-4.48,1.11,-0.03,-0.1,0.03
-0.11,-4.52,1.0,-0.03,-0.1,0.03
-0.1,-4.46,0.98,-0.03,-0.1,0.03
-0.11,-4.48,1.02,-0.03,-0.1,0.03
-0.08,-4.5,1.07,-0.03,-0.1,0.03
-0.06,-4.46,1.05,-0.03,-0.09,0.03
-0.06,-4.44,1.07,-0.04,-0.09,0.03
-0.1,-4.42,1.05,-0.04,-0.09,0.03
-0.08,-4.46,1.09,-0.04,-0.08,0.03
-0.19,-4.48,1.09,-0.05,-0.08,0.03
-0.11,-4.39,1.17,-0.05,-0.07,0.03
-0.15,-4.48,1.07,-0.06,-0.07,0.02
-0.13,-4.46,1.17,-0.06,-0.07,0.03
-0.17,-4.5,1.19,-0.06,-0.07,0.03
-0.23,-4.5,1.19,-0.06,-0.07,0.03
-0.21,-4.44,1.17,-0.05,-0.07,0.03
-0.31,-4.46,1.23,-0.05,-0.07,0.03
-0.25,-4.42,1.11,-0.05,-0.08,0.03
-0.27,-4.42,1.19,-0.05,-0.08,0.03
-0.25,-4.42,1.07,-0.06,-0.08,0.03
-0.34,-4.41,1.02,-0.06,-0.09,0.04
-0.33,-4.46,1.24,-0.06,-0.09,0.04
-0.34,-4.41,1.17,-0.07,-0.1,0.04
-0.33,-4.48,1.17,-0.07,-0.1,0.05
-0.38,-4.46,1.21,-0.07,-0.11,0.05
-0.36,-4.42,1.23,-0.07,-0.11,0.05
-0.36,-4.46,1.19,-0.06,-0.12,0.05
-0.34,-4.48,1.23,-0.06,-0.12,0.06
-0.34,-4.46,1.17,-0.06,-0.13,0.06
-0.34,-4.48,1.11,-0.06,-0.13,0.06
-0.36,-4.42,1.21,-0.06,-0.13,0.07
-0.34,-4.48,1.13,-0.06,-0.13,0.07
-0.38,-4.42,1.11,-0.07,-0.14,0.08
-0.33,-4.52,1.09,-0.07,-0.14,0.08
-0.34,-4.46,1.13,-0.08,-0.15,0.08
-0.36,-4.44,0.98,-0.08,-0.15,0.09
-0.31,-4.44,1.09,-0.08,-0.15,0.09
-0.34,-4.39,1.11,-0.09,-0.16,0.09
-0.33,-4.41,1.05,-0.09,-0.16,0.09
-0.27,-4.44,1.02,-0.09,-0.17,0.09
-0.27,-4.42,1.02,-0.09,-0.17,0.09
-0.31,-4.44,1.13,-0.1,-0.17,0.1
-0.33,-4.5,1.0,-0.1,-0.17,0.1
-0.29,-4.42,1.13,-0.1,-0.17,0.1
-0.31,-4.46,1.15,-0.11,-0.17,0.1
-0.34,-4.46,1.17,-0.11,-0.17,0.1
-0.31,-4.5,1.17,-0.12,-0.17,0.1
-0.34,-4.48,1.15,-0.12,-0.17,0.1
-0.38,-4.46,1.13,-0.12,-0.17,0.1
-0.36,-4.46,1.15,-0.12,-0.18,0.1
-0.34,-4.48,1.11,-0.12,-0.18,0.1
-0.33,-4.42,1.09,-0.12,-0.18,0.1
-0.33,-4.54,1.02,-0.12,-0.18,0.1
-0.46,-4.35,1.05,-0.13,-0.19,0.11
-0.44,-4.37,1.07,-0.13,-0.19,0.11
-0.42,-4.39,1.03,-0.13,-0.2,0.11
-0.46,-4.42,1.03,-0.13,-0.2,0.12
-0.46,-4.48,1.02,-0.14,-0.21,0.12
-0.44,-4.42,1.05,-0.14,-0.21,0.12
-0.46,-4.46,0.98,-0.14,-0.22,0.13
-0.56,-4.42,1.13,-0.15,-0.22,0.13
-0.52,-4.41,1.07,-0.15,-0.22,0.13
-0.54,-4.42,1.11,-0.16,-0.23,0.14
-0.52,-4.5,0.98,-0.16,-0.23,0.14
-0.48,-4.48,0.94,-0.17,-0.24,0.14
-0.56,-4.44,0.98,-0.17,-0.25,0.14
-0.56,-4.44,0.9,-0.17,-0.25,0.15
-0.63,-4.39,0.86,-0.17,-0.26,0.15
-0.63,-4.39,0.88,-0.18,-0.26,0.15
-0.65,-4.33,0.88,-0.19,-0.26,0.15
-0.67,-4.31,0.88,-0.2,-0.27,0.15
-0.86,-4.31,0.86,-0.21,-0.27,0.16
-0.82,-4.37,0.84,-0.22,-0.28,0.17
-0.98,-4.27,0.92,-0.23,-0.3,0.17
-0.98,-4.29,0.84,-0.23,-0.31,0.18
-1.09,-4.16,0.86,-0.24,-0.33,0.19
-1.05,-4.19,0.88,-0.24,-0.34,0.19
-1.07,-4.1,0.88,-0.25,-0.35,0.2
-1.03,-4.1,0.94,-0.26,-0.36,0.2
-1.07,-3.98,0.96,-0.27,-0.36,0.2
-1.13,-3.95,1.0,-0.28,-0.37,0.2
-1.13,-3.96,1.02,-0.29,-0.38,0.19
-1.09,-3.91,1.11,-0.29,-0.38,0.18
-1.05,-3.91,1.07,-0.3,-0.39,0.18
-1.03,-3.93,1.15,-0.3,-0.4,0.17
-1.03,-3.89,1.15,-0.3,-0.41,0.17
-0.9,-4.0,1.32,-0.3,-0.41,0.16
-0.82,-4.08,1.38,-0.3,-0.41,0.16
-0.75,-4.19,1.44,-0.3,-0.4,0.15
