accX,accY,accZ,gyroX,gyroY,gyroZ
0.08,-4.85,-0.8,-0.01,0.03,-0.01
0.04,-4.83,-0.75,-0.01,0.03,-0.01
0.08,-4.83,-0.79,-0.01,0.03,-0.01
0.06,-4.81,-0.67,-0.01,0.02,-0.01
0.1,-4.83,-0.73,-0.01,0.02,-0.01
0.1,-4.83,-0.59,-0.01,0.02,-0.01
0.15,-4.9,-0.75,-0.01,0.02,-0.01
0.13,-4.81,-0.75,-0.01,0.02,-0.01
0.11,-4.75,-0.75,-0.01,0.02,-0.01
0.11,-4.77,-0.69,-0.01,0.02,-0.01
0.04,-4.75,-0.71,-0.01,0.02,-0.0
0.15,-4.75,-0.75,-0.01,0.02,-0.0
0.17,-4.77,-0.75,-0.01,0.03,-0.0
0.13,-4.73,-0.71,-0.01,0.03,-0.0
0.21,-4.71,-0.75,-0.01,0.03,0.0
0.15,-4.73,-0.75,-0.01,0.03,0.0
0.19,-4.71,-0.73,-0.01,0.04,0.0
0.23,-4.65,-0.75,-0.01,0.04,0.01
0.25,-4.67,-0.75,-0.01,0.04,0.01
0.27,-4.73,-0.65,-0.01,0.05,0.01
0.31,-4.81,-0.61,-0.01,0.05,0.01
0.38,-4.83,-0.67,-0.01,0.05,0.02
0.36,-4.9,-0.57,-0.01,0.05,0.02
0.48,-5.09,-0.69,-0.01,0.05,0.02
0.21,-5.31,-0.73,-0.02,0.05,0.01
0.17,-5.06,-0.96,-0.03,0.05,0.0
0.29,-5.06,-0.65,-0.04,0.05,-0.0
0.23,-5.21,-0.73,-0.05,0.04,-0.01
0.04,-5.21,-0.71,-0.05,0.04,-0.01
0.17,-5.11,-0.69,-0.04,0.04,-0.02
0.19,-5.25,-0.44,-0.03,0.04,-0.02
-0.02,-5.29,-0.63,-0.0,0.04,-0.02
-0.15,-4.98,-0.84,0.02,0.04,-0.02
0.08,-4.98,-0.63,0.04,0.04,-0.02
-0.06,-4.94,-0.73,0.05,0.04,-0.01
0.06,-4.94,-0.69,0.05,0.04,-0.01
0.1,-4.83,-0.71,0.05,0.04,-0.01
0.06,-4.75,-0.59,0.05,0.04,-0.0
0.17,-4.54,-0.69,0.04,0.03,0.0
0.15,-4.69,-0.31,0.02,0.03,0.0
0.08,-4.69,-0.79,0.01,0.03,0.01
0.06,-4.71,-0.79,0.0,0.03,0.01
0.1,-4.71,-0.71,-0.0,0.03,0.01
0.08,-4.65,-0.73,-0.01,0.03,0.01
0.11,-4.69,-0.71,-0.01,0.03,0.01
0.08,-4.69,-0.67,-0.02,0.03,0.01
0.08,-4.6,-0.73,-0.02,0.03,0.01
0.15,-4.75,-0.67,-0.02,0.03,0.01
0.1,-4.69,-0.73,-0.03,0.03,0.01
0.1,-4.75,-0.69,-0.03,0.03,0.0
0.15,-4.77,-0.73,-0.03,0.03,0.01
0.15,-4.81,-0.75,-0.03,0.03,0.0
0.17,-4.83,-0.71,-0.03,0.03,0.0
0.15,-4.81,-0.75,-0.03,0.03,0.0
0.21,-4.83,-0.65,-0.03,0.03,0.0
0.19,-4.85,-0.71,-0.03,0.04,0.0
0.13,-4.88,-0.8,-0.03,0.04,0.0
0.15,-4.87,-0.75,-0.03,0.04,0.0
0.17,-4.88,-0.73,-0.02,0.04,0.01
0.15,-4.87,-0.79,-0.02,0.04,0.01
0.19,-4.9,-0.71,-0.01,0.04,0.01
0.17,-4.88,-0.79,-0.01,0.04,0.0
0.17,-4.88,-0.75,-0.01,0.04,0.01
0.25,-4.88,-0.82,-0.01,0.04,0.0
0.15,-4.85,-0.8,-0.01,0.04,0.0
0.23,-4.77,-0.75,-0.01,0.04,0.0
0.23,-4.85,-0.8,-0.01,0.04,0.0
0.23,-4.81,-0.8,-0.01,0.04,-0.0
0.21,-4.85,-0.8,-0.02,0.05,-0.0
0.21,-4.83,-0.86,-0.02,0.05,-0.0
0.17,-4.88,-0.75,-0.02,0.05,-0.0
0.13,-4.9,-0.82,-0.03,0.05,-0.0
0.19,-4.9,-0.82,-0.03,0.05,0.0
0.17,-4.87,-0.84,-0.02,0.05,0.0
0.11,-4.88,-0.77,-0.02,0.05,0.01
0.11,-4.85,-0.75,-0.02,0.04,0.01
0.15,-4.87,-0.75,-0.01,0.04,0.01
0.13,-4.88,-0.79,-0.01,0.04,0.01
0.19,-4.94,-0.77,-0.02,0.04,0.01
0.06,-4.96,-0.84,-0.02,0.04,0.01
0.1,-5.02,-0.8,-0.03,0.04,0.01
0.1,-5.02,-0.8,-0.04,0.04,0.01
0.11,-5.06,-0.82,-0.05,0.04,0.01
0.17,-5.06,-0.79,-0.05,0.04,0.01
0.23,-5.11,-0.9,-0.04,0.04,0.01
0.21,-5.06,-0.86,-0.04,0.04,0.01
0.23,-5.04,-0.94,-0.03,0.05,0.01
0.23,-5.0,-0.98,-0.03,0.05,0.01
0.19,-4.98,-0.96,-0.04,0.06,0.01
0.29,-5.0,-0.94,-0.04,0.06,0.01
0.21,-4.9,-0.96,-0.05,0.07,0.01
0.27,-4.96,-0.98,-0.05,0.08,0.0
0.31,-4.96,-0.9,-0.05,0.08,0.0
0.31,-4.85,-0.94,-0.05,0.08,0.01
0.23,-4.81,-0.9,-0.04,0.08,0.01
0.29,-4.85,-0.88,-0.04,0.08,0.01
0.13,-4.77,-0.86,-0.04,0.08,0.01
0.11,-4.71,-0.92,-0.04,0.07,0.01
0.08,-4.67,-0.94,-0.05,0.07,0.01
0.02,-4.65,-0.9,-0.06,0.06,0.01
-0.06,-4.6,-0.94,-0.07,0.06,0.01
0.0,-4.65,-0.92,-0.07,0.05,0.01
-0.06,-4.62,-0.98,-0.08,0.05,0.01
-0.13,-4.56,-0.94,-0.08,0.04,0.01
-0.1,-4.64,-0.96,-0.08,0.04,0.01
-0.13,-4.62,-0.98,-0.08,0.04,0.01
-0.19,-4.58,-1.0,-0.08,0.04,0.01
-0.21,-4.58,-0.92,-0.08,0.04,0.01
-0.21,-4.6,-0.9,-0.08,0.04,0.01
-0.23,-4.6,-0.96,-0.08,0.03,0.01
-0.19,-4.65,-0.96,-0.08,0.03,0.01
-0.23,-4.67,-0.96,-0.08,0.03,0.01
-0.25,-4.67,-0.96,-0.08,0.03,0.01
-0.19,-4.71,-0.88,-0.08,0.03,0.01
-0.21,-4.75,-0.98,-0.08,0.02,0.01
-0.21,-4.71,-0.92,-0.08,0.02,0.01
-0.17,-4.73,-0.88,-0.08,0.02,0.01
-0.21,-4.77,-0.84,-0.08,0.01,0.01
-0.23,-4.73,-0.92,-0.07,0.01,0.0
-0.23,-4.77,-0.88,-0.07,0.01,0.0
-0.23,-4.71,-0.75,-0.06,0.0,0.0
-0.17,-4.85,-0.82,-0.06,0.0,0.0
-0.13,-4.88,-0.79,-0.06,0.0,0.0
-0.1,-4.87,-0.79,-0.06,0.0,0.0
-0.06,-4.9,-0.86,-0.06,0.0,0.0
-0.02,-4.9,-0.75,-0.06,0.0,0.01
-0.02,-4.88,-0.84,-0.05,0.0,0.01
-0.02,-4.96,-0.84,-0.05,0.0,0.01
0.06,-4.92,-0.84,-0.05,0.0,0.01
