accX,accY,accZ,gyroX,gyroY,gyroZ
0.67,-4.6,1.09,-0.02,0.03,0.0
0.67,-4.65,1.09,-0.02,0.03,0.0
0.75,-4.67,1.05,-0.03,0.03,0.0
0.71,-4.64,1.05,-0.03,0.03,0.0
0.67,-4.67,0.98,-0.03,0.03,0.0
0.71,-4.67,1.05,-0.02,0.03,0.0
0.75,-4.73,1.0,-0.02,0.03,0.0
0.71,-4.71,1.02,-0.02,0.03,0.0
0.79,-4.75,1.05,-0.01,0.02,0.0
0.71,-4.71,0.98,-0.01,0.02,0.01
0.75,-4.75,1.0,-0.0,0.02,0.0
0.79,-4.71,0.96,0.0,0.02,0.01
0.77,-4.67,1.0,0.0,0.01,0.01
0.77,-4.71,0.94,0.01,0.01,0.01
0.75,-4.65,0.94,0.01,0.01,0.01
0.73,-4.62,0.94,0.0,0.02,0.01
0.79,-4.69,1.02,0.0,0.02,0.0
0.77,-4.58,1.0,-0.0,0.02,0.0
0.69,-4.62,1.05,-0.01,0.02,0.0
0.77,-4.62,0.98,-0.01,0.02,0.0
0.77,-4.62,1.0,-0.02,0.03,0.0
0.75,-4.64,1.09,-0.02,0.03,-0.0
0.79,-4.62,1.05,-0.02,0.03,-0.0
0.61,-4.64,0.88,-0.03,0.03,-0.0
0.65,-4.6,0.98,-0.03,0.03,-0.0
0.54,-4.69,0.9,-0.03,0.03,0.0
0.8,-4.71,0.96,-0.03,0.03,0.0
0.86,-4.62,0.79,-0.04,0.03,0.0
0.75,-4.71,1.13,-0.04,0.03,0.0
0.9,-4.65,1.11,-0.03,0.03,0.0
0.75,-4.73,0.9,-0.03,0.03,-0.0
0.65,-4.71,1.03,-0.03,0.03,-0.0
0.61,-4.69,0.98,-0.02,0.03,-0.0
0.73,-4.65,1.23,-0.01,0.03,-0.0
0.92,-4.67,1.03,-0.01,0.03,-0.0
0.71,-4.69,1.0,-0.01,0.03,-0.0
0.84,-4.54,1.07,-0.01,0.03,-0.0
0.77,-4.69,1.07,-0.0,0.03,-0.0
0.77,-4.64,1.21,-0.0,0.03,-0.0
0.79,-4.75,0.48,-0.01,0.03,-0.01
0.77,-4.65,1.03,-0.01,0.03,-0.01
0.79,-4.64,0.98,-0.02,0.03,-0.01
0.79,-4.62,0.98,-0.02,0.03,-0.01
0.75,-4.62,1.02,-0.03,0.04,-0.01
0.8,-4.65,1.0,-0.03,0.04,-0.01
0.77,-4.62,0.96,-0.04,0.04,-0.01
0.77,-4.62,1.05,-0.04,0.04,-0.01
0.79,-4.64,0.96,-0.04,0.04,-0.0
0.84,-4.62,1.03,-0.04,0.04,-0.0
0.79,-4.65,0.9,-0.04,0.04,-0.0
0.8,-4.65,1.0,-0.04,0.04,0.0
0.84,-4.64,0.94,-0.04,0.04,0.0
0.82,-4.67,1.02,-0.04,0.04,0.0
0.82,-4.64,0.98,-0.04,0.04,0.0
0.8,-4.64,1.02,-0.04,0.04,0.01
0.84,-4.62,0.94,-0.04,0.04,0.01
0.82,-4.69,0.96,-0.04,0.04,0.01
0.79,-4.65,0.98,-0.04,0.03,0.01
0.79,-4.64,0.92,-0.04,0.03,0.01
0.82,-4.65,0.96,-0.04,0.03,0.01
0.73,-4.64,0.96,-0.05,0.03,0.01
0.75,-4.64,1.05,-0.05,0.03,0.01
0.8,-4.64,1.02,-0.05,0.03,0.01
0.75,-4.67,0.96,-0.05,0.03,0.01
0.79,-4.65,1.0,-0.05,0.03,0.01
0.73,-4.65,1.03,-0.05,0.03,0.01
