accX,accY,accZ,gyroX,gyroY,gyroZ
-1.32,-5.54,-5.08,-0.17,0.3,0.22
-1.17,-6.4,-4.04,-0.15,0.29,0.24
-1.3,-7.2,-3.73,-0.09,0.28,0.25
-1.4,-7.47,-3.77,0.02,0.26,0.24
-1.59,-7.68,-4.27,0.12,0.23,0.24
-1.61,-7.74,-4.79,0.19,0.21,0.24
-1.4,-7.53,-5.19,0.23,0.22,0.24
-1.15,-7.72,-5.25,0.24,0.26,0.23
-0.77,-7.78,-5.19,0.25,0.31,0.2
-0.25,-7.93,-4.98,0.26,0.37,0.16
-0.25,-7.99,-4.81,0.28,0.42,0.11
-0.08,-7.85,-4.54,0.3,0.47,0.06
0.02,-7.66,-4.37,0.31,0.5,0.02
0.02,-7.57,-4.23,0.31,0.53,-0.02
-0.1,-7.34,-4.08,0.31,0.55,-0.05
-0.02,-7.13,-3.68,0.3,0.57,-0.07
-0.13,-6.82,-3.54,0.31,0.57,-0.08
-0.29,-6.49,-3.33,0.3,0.56,-0.09
-0.34,-6.24,-3.24,0.27,0.53,-0.08
-0.44,-6.15,-2.99,0.23,0.51,-0.08
-0.46,-6.01,-2.78,0.17,0.48,-0.08
-0.44,-6.11,-2.59,0.12,0.47,-0.09
-0.54,-6.19,-2.45,0.07,0.48,-0.1
-0.63,-6.36,-2.53,0.02,0.49,-0.11
-0.63,-6.53,-2.45,-0.02,0.5,-0.13
-0.73,-6.9,-2.6,-0.05,0.5,-0.16
-0.67,-7.3,-2.64,-0.08,0.51,-0.18
-0.63,-7.64,-2.78,-0.1,0.5,-0.21
-0.5,-7.89,-2.72,-0.13,0.5,-0.23
-0.1,-8.18,-2.78,-0.15,0.49,-0.24
-0.11,-8.49,-2.57,-0.16,0.48,-0.26
0.15,-8.58,-2.32,-0.16,0.48,-0.26
0.34,-8.62,-2.2,-0.14,0.47,-0.26
0.57,-8.52,-2.18,-0.12,0.46,-0.24
0.82,-8.24,-1.93,-0.09,0.45,-0.22
1.11,-7.83,-1.88,-0.06,0.45,-0.19
1.19,-7.32,-1.67,-0.03,0.44,-0.15
1.3,-6.93,-1.7,0.0,0.44,-0.11
1.28,-6.42,-1.63,0.03,0.43,-0.06
1.36,-5.73,-1.46,0.05,0.42,-0.03
1.21,-5.04,-1.36,0.09,0.41,-0.0
1.28,-4.41,-1.17,0.14,0.4,0.02
1.15,-3.83,-1.02,0.17,0.4,0.03
1.07,-3.05,-0.77,0.22,0.4,0.01
0.59,-2.32,-0.8,0.28,0.41,-0.02
-0.13,-1.51,-0.84,0.34,0.41,-0.06
-0.52,-0.8,-0.67,0.39,0.4,-0.08
-0.94,-0.31,-0.71,0.41,0.38,-0.08
-1.28,0.17,-0.4,0.41,0.36,-0.06
-1.4,0.63,-0.19,0.4,0.35,-0.01
-1.51,0.98,0.0,0.37,0.34,0.04
-1.63,1.15,0.04,0.34,0.33,0.1
-1.47,1.17,0.0,0.29,0.33,0.16
-1.19,1.15,0.02,0.23,0.33,0.22
-0.61,1.11,0.04,0.16,0.33,0.28
0.08,0.79,0.1,0.09,0.35,0.32
0.63,0.56,0.02,0.03,0.38,0.34
0.92,0.25,-0.13,-0.01,0.41,0.34
1.19,-0.02,-0.23,-0.04,0.43,0.33
1.3,-0.17,-0.52,-0.05,0.43,0.32
1.26,-0.42,-0.77,-0.06,0.41,0.3
1.17,-0.5,-0.82,-0.07,0.37,0.28
0.9,-0.59,-1.02,-0.06,0.31,0.26
0.36,-0.73,-1.3,-0.03,0.24,0.23
0.0,-0.86,-1.49,-0.01,0.16,0.2
-0.48,-0.96,-1.59,0.02,0.07,0.18
-0.71,-0.98,-1.55,0.05,-0.02,0.16
-0.98,-1.07,-1.53,0.09,-0.09,0.14
-1.09,-1.28,-1.51,0.14,-0.16,0.11
-1.05,-1.42,-1.38,0.19,-0.19,0.08
-0.94,-1.57,-1.13,0.24,-0.19,0.06
-0.75,-1.65,-1.13,0.29,-0.16,0.04
-0.5,-1.67,-1.11,0.35,-0.1,0.02
-0.25,-1.76,-1.23,0.41,-0.01,-0.01
-0.04,-1.84,-1.32,0.47,0.09,-0.04
0.27,-1.93,-1.76,0.51,0.18,-0.07
0.54,-2.18,-2.28,0.54,0.27,-0.09
0.8,-2.43,-3.26,0.52,0.35,-0.12
0.59,-2.59,-4.83,0.43,0.44,-0.16
0.0,-3.03,-6.09,0.25,0.51,-0.21
-0.71,-3.96,-5.82,0.02,0.55,-0.25
-1.11,-5.02,-4.64,-0.15,0.55,-0.27
-0.96,-6.63,-2.3,-0.15,0.51,-0.29
-0.52,-7.62,-0.4,0.02,0.48,-0.3
0.04,-7.78,-0.11,0.32,0.48,-0.31
0.34,-6.93,-1.61,0.62,0.48,-0.33
0.48,-6.07,-3.08,0.79,0.46,-0.35
0.44,-4.96,-4.83,0.79,0.38,-0.37
0.21,-4.35,-5.9,0.67,0.24,-0.38
0.1,-4.58,-6.13,0.5,0.06,-0.38
0.08,-4.98,-5.8,0.35,-0.14,-0.38
-0.1,-5.92,-4.64,0.24,-0.32,-0.37
-0.11,-7.18,-3.7,0.19,-0.47,-0.37
-0.42,-8.35,-3.06,0.18,-0.55,-0.35
-0.9,-9.35,-2.91,0.17,-0.55,-0.3
-1.32,-10.0,-3.05,0.15,-0.49,-0.23
-1.82,-10.65,-3.29,0.1,-0.41,-0.15
-2.15,-11.19,-3.54,0.03,-0.36,-0.07
-2.05,-11.43,-3.66,-0.02,-0.36,0.01
-1.57,-11.65,-3.73,-0.05,-0.4,0.08
-1.32,-11.61,-3.72,-0.05,-0.45,0.12
-0.69,-11.78,-3.43,-0.03,-0.51,0.14
-0.48,-11.74,-2.97,0.01,-0.55,0.16
-0.11,-11.57,-2.55,0.06,-0.61,0.16
0.04,-11.15,-2.51,0.15,-0.68,0.18
0.02,-10.65,-2.49,0.23,-0.74,0.21
0.1,-9.9,-2.57,0.28,-0.77,0.25
0.06,-9.06,-2.34,0.31,-0.79,0.29
-0.02,-8.26,-2.24,0.31,-0.83,0.33
-0.11,-7.8,-1.86,0.27,-0.89,0.35
-0.34,-7.47,-1.65,0.21,-0.93,0.37
-0.42,-7.03,-1.26,0.15,-0.94,0.4
-0.56,-6.45,-0.9,0.09,-0.93,0.42
-0.82,-5.9,-0.65,0.03,-0.9,0.43
-1.21,-5.4,-0.34,-0.02,-0.87,0.44
-1.32,-4.94,-0.27,-0.09,-0.88,0.44
-1.28,-4.25,-0.02,-0.16,-0.9,0.44
-1.36,-3.58,-0.02,-0.21,-0.93,0.44
-1.19,-2.68,0.15,-0.23,-0.95,0.43
-1.03,-2.24,0.15,-0.24,-0.99,0.44
-0.42,-1.99,-0.17,-0.24,-1.03,0.42
0.54,-2.11,-0.34,-0.25,-1.03,0.35
0.86,-2.01,-0.4,-0.27,-1.01,0.24
1.07,-1.74,-0.19,-0.26,-0.96,0.15
1.59,-1.47,-0.06,-0.21,-0.9,0.08
2.05,-1.11,-0.34,-0.11,-0.85,0.01
2.11,-0.69,-0.38,-0.01,-0.78,-0.06
1.84,-0.15,-0.38,0.08,-0.71,-0.13
1.32,0.23,-0.34,0.17,-0.65,-0.18
0.96,0.56,-0.1,0.23,-0.59,-0.23
0.63,0.79,0.04,0.27,-0.55,-0.25
0.56,0.71,0.1,0.3,-0.52,-0.26
0.48,0.73,0.04,0.3,-0.48,-0.28
0.56,0.79,0.02,0.27,-0.42,-0.28
0.57,0.54,-0.27,0.24,-0.34,-0.28
0.67,0.38,-0.73,0.2,-0.24,-0.28
0.61,0.15,-0.94,0.13,-0.13,-0.27
0.67,-0.04,-1.34,0.05,-0.03,-0.26
0.63,-0.13,-1.51,-0.03,0.06,-0.24
0.65,-0.27,-1.7,-0.09,0.15,-0.22
0.65,-0.59,-1.78,-0.15,0.22,-0.2
0.48,-0.9,-1.72,-0.2,0.3,-0.19
0.36,-1.11,-1.49,-0.23,0.35,-0.17
0.25,-1.23,-1.23,-0.21,0.39,-0.14
0.15,-1.42,-1.28,-0.16,0.41,-0.12
0.06,-1.49,-1.21,-0.08,0.41,-0.1
-0.02,-1.55,-1.0,0.01,0.38,-0.08
-0.11,-1.72,-1.0,0.11,0.35,-0.06
-0.27,-1.86,-1.13,0.2,0.31,-0.04
-0.29,-1.76,-1.17,0.28,0.28,-0.03
-0.38,-1.84,-1.67,0.35,0.25,-0.03
-0.61,-1.9,-1.93,0.4,0.22,-0.03
-1.02,-2.3,-2.26,0.44,0.19,-0.03
-1.26,-2.74,-2.39,0.45,0.16,-0.03
-1.32,-3.52,-3.1,0.43,0.13,-0.01
-1.34,-4.06,-4.85,0.35,0.16,0.02
-1.15,-4.75,-6.44,0.17,0.25,0.09
-0.57,-6.11,-6.55,-0.06,0.39,0.2
0.23,-7.6,-5.38,-0.18,0.52,0.27
0.86,-9.21,-3.47,-0.04,0.59,0.24
1.51,-9.73,-2.16,0.34,0.57,0.16
1.24,-8.77,-2.82,0.8,0.51,0.04
0.46,-7.13,-4.18,1.11,0.47,-0.06
-0.11,-5.8,-5.17,1.15,0.49,-0.1
-0.92,-4.31,-6.09,1.0,0.54,-0.1
-1.19,-3.39,-6.28,0.74,0.62,-0.06
-1.13,-3.18,-5.78,0.45,0.71,-0.02
-0.9,-3.54,-4.9,0.19,0.79,0.01
-0.61,-4.27,-4.12,-0.03,0.86,0.04
-0.42,-5.48,-3.47,-0.2,0.88,0.05
-0.54,-6.7,-2.99,-0.32,0.85,0.03
-0.8,-7.81,-2.95,-0.39,0.76,-0.0
-1.15,-8.6,-3.06,-0.42,0.63,-0.02
-1.09,-8.96,-3.33,-0.41,0.49,-0.02
-0.79,-9.23,-3.73,-0.39,0.37,0.0
-0.44,-9.27,-3.75,-0.37,0.27,0.04
-0.17,-9.46,-3.31,-0.37,0.21,0.08
0.11,-9.63,-2.99,-0.36,0.18,0.11
0.29,-9.79,-2.43,-0.33,0.18,0.12
0.5,-9.71,-2.13,-0.27,0.21,0.11
0.52,-9.63,-1.95,-0.23,0.26,0.08
0.61,-9.5,-2.09,-0.21,0.32,0.03
0.71,-9.48,-1.99,-0.24,0.38,-0.02
0.77,-9.39,-2.15,-0.28,0.44,-0.07
0.94,-9.25,-2.01,-0.33,0.51,-0.13
0.94,-9.14,-2.18,-0.36,0.57,-0.18
0.98,-8.73,-1.82,-0.37,0.62,-0.23
0.69,-8.79,-1.78,-0.36,0.64,-0.27
0.63,-8.7,-1.7,-0.36,0.65,-0.28
0.4,-8.39,-1.82,-0.36,0.63,-0.29
0.1,-7.99,-1.88,-0.36,0.61,-0.29
-0.17,-7.6,-1.69,-0.37,0.59,-0.27
-0.1,-7.39,-1.59,-0.37,0.58,-0.24
-0.17,-6.7,-1.28,-0.38,0.58,-0.19
0.04,-5.8,-1.03,-0.38,0.56,-0.14
0.0,-4.98,-1.05,-0.37,0.55,-0.1
0.23,-4.23,-0.98,-0.37,0.53,-0.03
0.38,-3.66,-0.56,-0.37,0.5,0.01
0.21,-2.91,-0.57,-0.33,0.48,0.04
0.13,-2.28,-0.54,-0.31,0.45,0.06
0.0,-1.76,-0.38,-0.28,0.43,0.09
-0.11,-1.49,-0.06,-0.26,0.41,0.12
-0.27,-1.21,0.0,-0.21,0.39,0.14
-0.67,-0.77,0.13,-0.14,0.4,0.15
-0.9,-0.42,0.13,-0.06,0.41,0.16
-0.96,-0.04,0.36,0.01,0.43,0.18
-0.84,0.29,0.52,0.09,0.46,0.18
-0.73,0.75,0.46,0.16,0.5,0.18
-0.56,1.09,0.29,0.21,0.53,0.17
-0.36,1.26,0.25,0.23,0.56,0.17
-0.17,1.32,0.04,0.21,0.57,0.17
0.08,1.13,-0.23,0.16,0.56,0.18
-0.1,0.86,-0.42,0.09,0.54,0.18
-0.38,0.42,-0.57,0.0,0.49,0.18
-0.82,0.02,-0.8,-0.09,0.41,0.19
-1.28,-0.46,-0.96,-0.17,0.31,0.21
-1.61,-0.84,-1.03,-0.23,0.17,0.23
-1.95,-1.23,-1.11,-0.27,0.03,0.26
-2.09,-1.38,-1.11,-0.27,-0.11,0.28
