accX,accY,accZ,gyroX,gyroY,gyroZ
0.61,-4.81,-1.47,-0.44,-0.28,-0.04
0.52,-4.81,-1.51,-0.45,-0.29,-0.04
0.67,-4.83,-1.46,-0.46,-0.28,-0.04
0.69,-4.87,-1.57,-0.48,-0.28,-0.04
0.71,-4.9,-1.53,-0.49,-0.28,-0.04
0.92,-4.87,-1.51,-0.49,-0.29,-0.05
1.07,-4.69,-1.53,-0.51,-0.29,-0.06
1.11,-4.65,-1.59,-0.52,-0.27,-0.07
1.44,-4.56,-1.63,-0.53,-0.25,-0.07
1.61,-4.31,-1.61,-0.54,-0.22,-0.08
1.82,-4.27,-1.49,-0.56,-0.19,-0.08
2.09,-4.16,-1.53,-0.57,-0.16,-0.09
2.22,-4.29,-1.49,-0.59,-0.13,-0.1
2.39,-4.08,-1.42,-0.61,-0.1,-0.11
2.53,-4.08,-1.36,-0.63,-0.08,-0.12
2.57,-4.1,-1.46,-0.65,-0.05,-0.14
2.57,-4.06,-1.4,-0.67,-0.03,-0.15
2.53,-4.04,-1.49,-0.69,-0.0,-0.16
2.43,-4.08,-1.63,-0.71,0.02,-0.16
2.32,-4.04,-1.8,-0.73,0.04,-0.16
2.22,-3.96,-1.95,-0.76,0.06,-0.16
2.11,-4.08,-2.09,-0.79,0.07,-0.16
1.86,-4.0,-2.26,-0.82,0.09,-0.16
1.78,-4.04,-2.49,-0.84,0.11,-0.16
1.59,-4.06,-2.64,-0.87,0.13,-0.16
1.46,-4.06,-2.82,-0.89,0.15,-0.16
1.3,-4.18,-2.89,-0.92,0.17,-0.16
1.07,-4.27,-2.93,-0.95,0.18,-0.16
0.98,-4.44,-2.85,-0.98,0.19,-0.16
0.9,-4.5,-2.74,-1.01,0.19,-0.16
0.84,-4.58,-2.72,-1.03,0.18,-0.16
0.69,-4.62,-2.7,-1.04,0.16,-0.16
0.34,-4.64,-2.7,-1.05,0.14,-0.17
-0.06,-4.27,-3.03,-1.07,0.13,-0.17
-0.56,-3.79,-3.37,-1.09,0.11,-0.16
-1.17,-3.28,-3.64,-1.12,0.09,-0.14
-1.61,-2.76,-3.98,-1.16,0.06,-0.11
-1.88,-2.24,-4.19,-1.19,0.04,-0.07
