accX,accY,accZ,gyroX,gyroY,gyroZ
0.02,-4.48,-0.13,-0.17,-0.24,0.02
0.0,-4.39,-0.21,-0.15,-0.25,0.01
0.0,-4.25,-0.11,-0.14,-0.25,0.01
-0.08,-4.08,-0.1,-0.13,-0.26,0.01
-0.11,-3.81,-0.21,-0.12,-0.26,0.01
-0.08,-3.66,-0.29,-0.11,-0.26,0.0
-0.15,-3.45,-0.42,-0.1,-0.26,-0.0
-0.19,-3.33,-0.46,-0.1,-0.26,-0.01
-0.19,-3.14,-0.46,-0.09,-0.26,-0.01
-0.19,-2.97,-0.48,-0.08,-0.25,-0.02
-0.15,-2.82,-0.34,-0.07,-0.25,-0.02
-0.04,-2.78,-0.31,-0.06,-0.25,-0.03
-0.13,-2.62,-0.23,-0.05,-0.26,-0.04
-0.04,-2.51,-0.25,-0.05,-0.27,-0.05
0.0,-2.41,-0.27,-0.05,-0.28,-0.06
0.11,-2.32,-0.31,-0.05,-0.28,-0.05
0.19,-2.3,-0.31,-0.05,-0.27,-0.05
0.31,-2.18,-0.31,-0.06,-0.26,-0.04
0.46,-2.09,-0.36,-0.07,-0.24,-0.03
0.54,-2.01,-0.4,-0.08,-0.22,-0.02
0.73,-2.01,-0.4,-0.08,-0.2,-0.01
0.9,-1.92,-0.4,-0.09,-0.17,-0.0
1.19,-1.8,-0.25,-0.09,-0.14,-0.0
1.11,-1.8,-0.54,-0.07,-0.11,-0.01
1.13,-1.67,-0.69,-0.08,-0.08,-0.02
1.26,-1.47,-0.63,-0.11,-0.03,-0.01
1.38,-1.47,-0.59,-0.14,0.02,-0.01
1.57,-1.4,-0.71,-0.16,0.06,-0.01
1.57,-1.24,-0.61,-0.18,0.11,-0.01
1.67,-1.21,-0.8,-0.2,0.16,-0.03
1.7,-1.11,-0.69,-0.22,0.2,-0.05
1.65,-1.0,-0.8,-0.23,0.24,-0.08
1.63,-0.98,-0.92,-0.23,0.28,-0.1
1.4,-0.79,-1.03,-0.25,0.3,-0.14
1.23,-0.73,-1.19,-0.27,0.32,-0.16
1.24,-0.94,-1.24,-0.31,0.33,-0.17
1.21,-1.13,-1.34,-0.35,0.34,-0.19
0.98,-1.42,-1.4,-0.41,0.34,-0.21
0.52,-1.86,-1.3,-0.48,0.34,-0.23
0.15,-2.45,-1.15,-0.54,0.32,-0.25
-0.31,-2.93,-0.9,-0.6,0.29,-0.27
-0.88,-3.56,-0.67,-0.64,0.25,-0.29
-1.4,-3.98,-0.25,-0.68,0.2,-0.31
-1.86,-4.41,-0.08,-0.68,0.15,-0.31
-2.13,-4.69,-0.02,-0.66,0.11,-0.3
-2.28,-4.87,-0.1,-0.62,0.07,-0.27
-2.03,-4.9,-0.38,-0.56,0.04,-0.23
-1.55,-4.96,-1.13,-0.51,0.01,-0.18
-1.13,-4.79,-1.78,-0.48,-0.02,-0.13
-0.44,-4.56,-2.45,-0.49,-0.05,-0.08
0.11,-4.27,-2.82,-0.53,-0.07,-0.03
1.11,-4.02,-3.26,-0.6,-0.1,0.02
1.82,-3.73,-3.62,-0.67,-0.14,0.05
2.38,-3.49,-3.79,-0.75,-0.16,0.07
2.64,-3.41,-3.98,-0.84,-0.18,0.08
2.72,-3.6,-4.08,-0.93,-0.18,0.09
2.53,-3.93,-4.29,-1.02,-0.16,0.1
2.28,-4.37,-4.41,-1.1,-0.13,0.11
1.9,-5.02,-4.25,-1.15,-0.09,0.11
1.55,-5.44,-4.08,-1.18,-0.04,0.1
