accX,accY,accZ,gyroX,gyroY,gyroZ
0.88,-4.64,-1.42,-0.02,-0.44,-0.15
0.92,-4.71,-1.42,-0.03,-0.45,-0.17
0.71,-4.75,-1.49,-0.03,-0.44,-0.16
0.63,-4.67,-1.42,-0.03,-0.43,-0.15
0.63,-4.77,-1.42,-0.03,-0.43,-0.14
0.65,-4.77,-1.38,-0.03,-0.43,-0.14
0.61,-4.73,-1.34,-0.03,-0.43,-0.13
0.59,-4.73,-1.32,-0.03,-0.42,-0.12
0.5,-4.75,-1.24,-0.04,-0.42,-0.11
0.5,-4.77,-1.17,-0.04,-0.42,-0.1
0.44,-4.79,-1.17,-0.04,-0.42,-0.1
0.42,-4.79,-1.21,-0.05,-0.43,-0.09
0.33,-4.85,-1.15,-0.05,-0.43,-0.09
0.31,-4.88,-1.07,-0.05,-0.44,-0.09
0.17,-4.85,-1.05,-0.05,-0.44,-0.08
0.23,-4.88,-1.07,-0.05,-0.45,-0.08
0.21,-4.98,-0.98,-0.04,-0.46,-0.08
0.15,-4.96,-0.98,-0.04,-0.47,-0.08
0.11,-4.96,-0.9,-0.04,-0.48,-0.08
0.06,-5.0,-0.94,-0.03,-0.5,-0.08
0.08,-5.04,-0.9,-0.02,-0.51,-0.08
0.02,-4.98,-0.94,-0.02,-0.52,-0.08
0.02,-5.04,-1.0,-0.01,-0.54,-0.08
-0.1,-4.98,-0.92,-0.0,-0.55,-0.07
-0.19,-4.96,-0.9,0.0,-0.57,-0.07
-0.29,-4.87,-0.75,0.01,-0.58,-0.06
-0.31,-4.87,-0.77,0.02,-0.61,-0.05
-0.44,-4.88,-0.8,0.03,-0.63,-0.04
-0.52,-4.85,-0.73,0.04,-0.65,-0.03
-0.61,-4.79,-0.77,0.05,-0.68,-0.01
-0.69,-4.69,-0.86,0.06,-0.7,0.0
-0.65,-4.62,-0.98,0.07,-0.72,0.02
-0.65,-4.6,-1.0,0.08,-0.74,0.05
-0.57,-4.56,-1.13,0.08,-0.75,0.07
-0.52,-4.52,-1.17,0.08,-0.76,0.09
-0.31,-4.5,-1.3,0.08,-0.76,0.11
-0.15,-4.6,-1.36,0.07,-0.76,0.13
-0.11,-4.54,-1.46,0.06,-0.76,0.14
0.06,-4.67,-1.63,0.05,-0.76,0.14
0.21,-4.67,-1.74,0.04,-0.75,0.14
0.34,-4.83,-1.82,0.02,-0.75,0.13
0.5,-4.96,-1.95,-0.0,-0.74,0.12
0.57,-5.09,-2.13,-0.03,-0.74,0.1
0.63,-5.32,-2.2,-0.06,-0.73,0.08
0.69,-5.38,-2.34,-0.09,-0.73,0.05
0.73,-5.59,-2.45,-0.12,-0.74,0.03
0.71,-5.8,-2.43,-0.13,-0.74,-0.0
0.71,-6.01,-2.6,-0.14,-0.74,-0.04
0.67,-5.94,-2.57,-0.14,-0.74,-0.06
0.67,-6.0,-2.51,-0.13,-0.73,-0.09
0.67,-5.94,-2.59,-0.11,-0.72,-0.1
0.67,-5.86,-2.66,-0.09,-0.7,-0.12
0.67,-5.67,-2.66,-0.07,-0.68,-0.12
0.71,-5.57,-2.62,-0.05,-0.65,-0.13
0.59,-5.4,-2.72,-0.03,-0.62,-0.13
0.57,-5.29,-2.72,-0.01,-0.6,-0.13
0.54,-5.19,-2.66,0.01,-0.57,-0.13
0.54,-5.13,-2.47,0.02,-0.55,-0.13
0.36,-5.09,-2.6,0.04,-0.53,-0.13
0.27,-5.04,-2.51,0.05,-0.52,-0.12
0.17,-4.94,-2.43,0.06,-0.51,-0.12
0.13,-4.87,-2.43,0.07,-0.51,-0.12
0.08,-4.73,-2.34,0.08,-0.52,-0.12
0.02,-4.6,-2.26,0.08,-0.52,-0.12
-0.02,-4.48,-2.22,0.08,-0.53,-0.11
-0.02,-4.35,-2.24,0.08,-0.54,-0.11
0.02,-4.21,-2.24,0.08,-0.55,-0.11
0.02,-4.06,-2.01,0.07,-0.56,-0.1
0.21,-4.12,-2.03,0.06,-0.57,-0.1
0.02,-4.02,-1.9,0.05,-0.58,-0.09
0.06,-3.98,-1.95,0.03,-0.59,-0.09
0.08,-3.89,-1.95,0.02,-0.6,-0.08
0.04,-3.93,-1.88,0.0,-0.6,-0.07
0.08,-3.87,-1.8,-0.01,-0.6,-0.06
0.13,-3.89,-1.69,-0.03,-0.6,-0.05
0.13,-3.85,-1.69,-0.05,-0.6,-0.05
0.25,-3.89,-1.7,-0.07,-0.6,-0.04
0.25,-3.95,-1.72,-0.08,-0.6,-0.03
0.17,-3.93,-1.7,-0.1,-0.6,-0.03
0.23,-3.96,-1.59,-0.11,-0.59,-0.02
0.29,-4.1,-1.82,-0.13,-0.59,-0.02
0.27,-4.21,-1.8,-0.14,-0.59,-0.01
0.33,-4.33,-1.92,-0.15,-0.59,-0.01
0.25,-4.37,-1.9,-0.16,-0.59,-0.01
0.27,-4.48,-1.95,-0.17,-0.59,-0.01
0.15,-4.46,-1.9,-0.17,-0.58,-0.01
0.21,-4.6,-2.03,-0.16,-0.58,-0.01
0.21,-4.64,-2.03,-0.15,-0.58,-0.01
0.13,-4.64,-2.11,-0.14,-0.58,-0.0
0.1,-4.52,-2.32,-0.13,-0.58,0.0
0.0,-4.6,-2.13,-0.12,-0.57,0.0
0.0,-4.6,-2.13,-0.11,-0.56,0.01
0.04,-4.56,-2.15,-0.11,-0.55,0.01
0.02,-4.48,-2.2,-0.1,-0.54,0.01
0.04,-4.52,-2.18,-0.1,-0.53,0.02
0.04,-4.44,-2.18,-0.1,-0.52,0.02
0.04,-4.39,-2.13,-0.1,-0.5,0.02
0.02,-4.44,-2.18,-0.11,-0.49,0.02
0.04,-4.42,-2.03,-0.11,-0.48,0.02
0.13,-4.5,-2.05,-0.12,-0.47,0.02
0.17,-4.62,-1.93,-0.12,-0.47,0.02
0.13,-4.54,-1.93,-0.12,-0.47,0.02
0.11,-4.54,-1.93,-0.12,-0.48,0.02
0.17,-4.65,-1.82,-0.12,-0.49,0.02
0.1,-4.62,-1.8,-0.11,-0.5,0.02
0.02,-4.62,-1.84,-0.11,-0.52,0.03
0.06,-4.64,-1.7,-0.1,-0.53,0.03
0.04,-4.71,-1.78,-0.09,-0.54,0.04
-0.02,-4.77,-1.76,-0.09,-0.56,0.04
-0.06,-4.71,-1.86,-0.09,-0.57,0.05
-0.06,-4.67,-1.69,-0.09,-0.58,0.05
0.0,-4.64,-1.8,-0.09,-0.58,0.05
-0.1,-4.71,-1.84,-0.09,-0.59,0.06
-0.04,-4.77,-1.88,-0.1,-0.59,0.06
-0.13,-4.75,-1.95,-0.11,-0.59,0.06
-0.02,-4.77,-1.92,-0.12,-0.6,0.06
-0.1,-4.75,-1.99,-0.13,-0.6,0.06
-0.06,-4.81,-1.93,-0.13,-0.59,0.06
-0.13,-4.87,-2.07,-0.14,-0.59,0.06
-0.04,-4.87,-2.03,-0.15,-0.59,0.06
-0.02,-4.85,-1.97,-0.16,-0.59,0.06
-0.04,-4.85,-1.92,-0.16,-0.58,0.06
-0.02,-4.92,-1.95,-0.16,-0.58,0.06
-0.08,-4.88,-1.92,-0.15,-0.58,0.06
-0.08,-4.88,-1.95,-0.15,-0.57,0.07
0.0,-4.92,-1.92,-0.14,-0.57,0.07
