accX,accY,accZ,gyroX,gyroY,gyroZ
0.29,-6.86,-6.28,-0.44,0.04,-0.25
-0.42,-6.84,-6.4,-0.48,-0.02,-0.24
-0.86,-7.03,-6.0,-0.51,-0.07,-0.2
-1.46,-7.01,-5.13,-0.48,-0.09,-0.17
-1.74,-6.91,-4.48,-0.39,-0.08,-0.16
-1.84,-6.7,-3.98,-0.29,-0.04,-0.14
-1.74,-6.45,-3.52,-0.19,-0.01,-0.12
-1.63,-5.98,-3.2,-0.1,0.01,-0.11
-1.49,-5.54,-2.72,-0.03,0.01,-0.11
-1.42,-5.0,-2.57,0.06,-0.01,-0.13
-0.88,-4.42,-2.32,0.13,-0.05,-0.13
-0.77,-4.04,-2.13,0.19,-0.1,-0.12
-0.36,-3.7,-2.09,0.22,-0.15,-0.11
-0.15,-3.37,-1.8,0.23,-0.18,-0.1
0.04,-3.18,-1.65,0.22,-0.2,-0.09
0.23,-3.31,-1.44,0.2,-0.23,-0.08
0.5,-3.28,-1.49,0.18,-0.28,-0.06
0.69,-3.22,-1.63,0.16,-0.34,-0.04
0.9,-3.31,-1.8,0.11,-0.43,-0.0
1.03,-3.43,-1.86,0.02,-0.48,0.04
0.86,-3.58,-1.93,-0.07,-0.51,0.07
1.03,-3.75,-1.9,-0.14,-0.52,0.08
1.05,-3.85,-1.93,-0.19,-0.51,0.08
1.03,-4.08,-2.07,-0.2,-0.49,0.09
0.9,-4.18,-2.11,-0.23,-0.47,0.1
0.82,-4.42,-2.28,-0.25,-0.44,0.1
0.77,-4.62,-2.3,-0.27,-0.4,0.1
0.77,-4.75,-2.47,-0.28,-0.36,0.1
0.61,-4.79,-2.53,-0.27,-0.32,0.1
0.54,-4.77,-2.62,-0.25,-0.26,0.1
0.38,-4.67,-2.76,-0.23,-0.21,0.11
0.36,-4.65,-2.55,-0.2,-0.16,0.11
0.21,-4.29,-2.93,-0.18,-0.12,0.11
-0.04,-4.06,-2.93,-0.17,-0.08,0.11
-0.06,-4.04,-2.97,-0.17,-0.05,0.12
-0.17,-4.1,-3.01,-0.17,-0.02,0.12
-0.31,-4.12,-2.95,-0.18,0.0,0.12
