accX,accY,accZ,gyroX,gyroY,gyroZ
-0.21,-2.07,-3.37,-0.19,-0.04,0.22
0.4,-2.32,-3.29,-0.24,-0.09,0.24
1.07,-3.16,-3.28,-0.27,-0.1,0.23
1.44,-3.95,-2.66,-0.32,-0.09,0.23
1.57,-4.42,-2.28,-0.33,-0.06,0.23
1.67,-4.85,-2.16,-0.29,-0.03,0.22
1.63,-4.87,-2.11,-0.25,-0.02,0.21
1.57,-4.96,-1.99,-0.24,-0.01,0.19
1.69,-5.42,-1.65,-0.23,-0.01,0.19
1.67,-5.69,-1.44,-0.22,0.0,0.18
1.49,-6.21,-1.34,-0.2,0.02,0.17
1.34,-6.53,-1.57,-0.17,0.04,0.18
1.09,-6.67,-1.93,-0.14,0.07,0.17
0.75,-6.63,-2.3,-0.11,0.1,0.16
0.46,-6.45,-2.55,-0.08,0.12,0.14
0.08,-6.22,-2.72,-0.04,0.12,0.1
-0.25,-6.01,-2.8,0.01,0.1,0.04
-0.25,-6.19,-2.3,0.07,0.08,-0.0
-0.31,-6.24,-2.07,0.14,0.08,-0.05
-0.44,-6.05,-1.93,0.22,0.1,-0.09
-0.67,-5.8,-1.76,0.29,0.16,-0.12
-0.67,-5.27,-1.69,0.34,0.19,-0.15
-0.73,-4.69,-2.01,0.36,0.19,-0.19
-0.84,-4.41,-2.15,0.36,0.14,-0.23
-1.13,-3.79,-2.32,0.3,0.08,-0.27
-1.32,-3.2,-2.28,0.22,0.03,-0.3
-1.3,-2.78,-1.97,0.12,-0.03,-0.31
-1.32,-2.51,-1.63,0.05,-0.09,-0.33
-1.32,-2.39,-1.4,-0.01,-0.15,-0.34
-1.32,-2.39,-1.09,-0.05,-0.18,-0.36
-1.11,-2.47,-0.94,-0.08,-0.21,-0.38
-0.67,-2.8,-0.75,-0.12,-0.24,-0.39
-0.25,-3.26,-0.42,-0.16,-0.27,-0.41
0.06,-3.72,-0.31,-0.19,-0.3,-0.41
0.42,-4.23,-0.06,-0.21,-0.31,-0.42
0.79,-4.87,-0.02,-0.23,-0.32,-0.42
1.11,-5.23,0.04,-0.25,-0.32,-0.43
1.57,-5.54,-0.02,-0.27,-0.31,-0.45
1.74,-5.71,-0.19,-0.28,-0.3,-0.47
1.9,-5.86,-0.4,-0.31,-0.27,-0.49
2.09,-5.75,-0.46,-0.34,-0.24,-0.5
1.59,-6.01,-0.69,-0.35,-0.21,-0.5
1.3,-6.24,-0.82,-0.34,-0.19,-0.48
0.98,-6.51,-0.82,-0.33,-0.18,-0.44
0.63,-6.68,-1.0,-0.29,-0.18,-0.41
-0.04,-6.59,-1.05,-0.25,-0.18,-0.37
-0.56,-6.28,-1.0,-0.21,-0.19,-0.33
-0.84,-6.05,-0.86,-0.16,-0.21,-0.27
-1.34,-5.69,-0.59,-0.1,-0.24,-0.21
-1.65,-5.34,-0.27,-0.02,-0.28,-0.16
-1.97,-4.94,0.08,0.07,-0.32,-0.11
-1.99,-4.71,0.27,0.18,-0.35,-0.06
-2.05,-4.54,0.33,0.29,-0.38,-0.01
-1.74,-4.29,0.46,0.39,-0.39,0.03
-1.51,-4.1,0.42,0.47,-0.39,0.05
-1.13,-4.08,0.52,0.52,-0.4,0.06
-0.71,-4.0,0.65,0.52,-0.41,0.06
-0.36,-4.04,0.82,0.5,-0.43,0.06
-0.06,-4.1,1.21,0.48,-0.45,0.06
0.08,-4.25,1.32,0.45,-0.49,0.06
0.13,-4.35,1.44,0.42,-0.53,0.06
0.1,-4.41,1.36,0.38,-0.58,0.07
0.06,-4.44,1.19,0.36,-0.61,0.1
0.27,-4.37,0.71,0.32,-0.63,0.14
0.63,-4.12,0.15,0.28,-0.61,0.18
1.07,-4.08,-0.54,0.23,-0.57,0.19
1.32,-4.0,-1.05,0.16,-0.52,0.19
1.76,-3.85,-1.69,0.05,-0.48,0.17
2.2,-3.75,-2.26,-0.08,-0.45,0.14
2.38,-3.73,-2.95,-0.22,-0.44,0.11
2.51,-3.7,-3.45,-0.34,-0.42,0.08
2.51,-3.62,-3.73,-0.43,-0.4,0.05
2.62,-3.54,-3.98,-0.49,-0.37,0.01
