accX,accY,accZ,gyroX,gyroY,gyroZ
-0.02,-5.08,-1.82,0.04,-0.23,-0.01
0.04,-5.19,-1.9,0.07,-0.25,-0.01
0.06,-5.27,-1.95,0.09,-0.28,-0.0
0.11,-5.36,-1.99,0.12,-0.31,0.0
0.08,-5.5,-1.97,0.15,-0.35,0.01
-0.19,-5.48,-1.9,0.17,-0.39,0.02
-0.33,-5.57,-1.86,0.18,-0.44,0.03
-0.52,-5.71,-1.84,0.19,-0.48,0.05
-0.8,-5.8,-1.72,0.2,-0.53,0.05
-1.19,-5.84,-1.65,0.2,-0.58,0.06
-1.55,-5.77,-1.72,0.2,-0.64,0.06
-1.93,-5.52,-1.86,0.21,-0.69,0.07
-2.24,-5.27,-2.03,0.21,-0.72,0.07
-2.49,-4.75,-2.26,0.2,-0.75,0.07
-2.66,-4.25,-2.53,0.19,-0.77,0.06
-2.55,-3.73,-2.82,0.16,-0.79,0.05
-2.39,-3.2,-3.05,0.12,-0.82,0.04
-2.16,-2.76,-3.05,0.08,-0.86,0.02
-1.76,-2.45,-3.03,0.04,-0.9,-0.0
-1.4,-2.36,-2.91,-0.0,-0.95,-0.02
-0.96,-2.41,-2.74,-0.04,-1.0,-0.04
-0.59,-2.8,-2.47,-0.07,-1.04,-0.06
-0.34,-3.28,-2.22,-0.1,-1.06,-0.07
-0.08,-3.93,-1.95,-0.11,-1.07,-0.07
-0.04,-4.69,-1.9,-0.12,-1.06,-0.07
-0.1,-5.29,-1.82,-0.13,-1.04,-0.07
-0.29,-5.92,-1.97,-0.14,-1.01,-0.06
-0.33,-6.26,-2.24,-0.14,-0.96,-0.05
-0.5,-6.51,-2.43,-0.14,-0.9,-0.04
-0.52,-6.88,-2.78,-0.13,-0.83,-0.03
-0.52,-7.01,-2.91,-0.13,-0.75,-0.02
-0.46,-7.13,-3.06,-0.13,-0.68,-0.02
-0.29,-7.03,-3.22,-0.13,-0.6,-0.02
-0.29,-6.95,-3.08,-0.13,-0.54,-0.03
-0.31,-6.82,-3.06,-0.13,-0.49,-0.04
-0.31,-6.61,-2.93,-0.13,-0.44,-0.05
-0.34,-6.24,-2.74,-0.13,-0.41,-0.06
-0.4,-5.98,-2.51,-0.13,-0.39,-0.07
-0.27,-5.77,-2.32,-0.13,-0.4,-0.07
-0.38,-5.44,-2.18,-0.11,-0.41,-0.07
-0.23,-5.29,-1.84,-0.1,-0.45,-0.07
-0.25,-5.06,-1.7,-0.08,-0.49,-0.07
-0.25,-4.96,-1.53,-0.06,-0.54,-0.06
-0.29,-4.88,-1.34,-0.03,-0.59,-0.05
-0.29,-4.81,-1.23,-0.01,-0.65,-0.04
-0.33,-4.85,-1.09,0.01,-0.71,-0.03
-0.48,-4.69,-1.05,0.02,-0.77,-0.02
-0.63,-4.56,-1.19,0.03,-0.82,-0.01
-0.77,-4.39,-1.23,0.04,-0.87,0.01
-0.98,-4.25,-1.23,0.04,-0.91,0.02
-1.05,-4.19,-1.24,0.04,-0.93,0.03
-1.24,-4.02,-1.23,0.04,-0.95,0.05
-1.24,-3.87,-1.21,0.04,-0.95,0.07
-1.26,-3.85,-1.34,0.04,-0.94,0.09
-1.34,-3.68,-1.49,0.04,-0.92,0.1
-1.34,-3.51,-1.49,0.05,-0.89,0.12
-1.34,-3.47,-1.55,0.06,-0.86,0.14
-1.19,-3.45,-1.74,0.07,-0.82,0.15
-0.98,-3.29,-1.86,0.07,-0.78,0.17
-0.84,-3.14,-1.9,0.08,-0.74,0.19
